target,source,flow
Delaware,California,491
District of Columbia ,California,6818
Florida,California,24611
Georgia,California,10233
Hawaii,California,12776
Idaho,California,5626
Illinois,California,27117
Indiana,California,5190
Iowa,California,4163
Kansas,California,5202
Kentucky,California,3431
Louisiana,California,5169
Maine,California,2578
Maryland,California,11303
Massachusetts,California,16774
Michigan,California,11538
Minnesota,California,7487
Mississippi,California,3299
Missouri,California,6841
Montana,California,2809
Nebraska,California,2419
Nevada,California,23768
New Hampshire,California,1216
New Jersey,California,12906
New Mexico,California,5312
New York,California,34278
North Carolina,California,13523
North Dakota,California,2223
Ohio,California,11410
Oklahoma,California,4890
Oregon,California,20548
Pennsylvania,California,16141
Rhode Island,California,1763
South Carolina,California,7134
South Dakota,California,1403
Tennessee,California,5413
Texas,California,40999
Utah,California,9925
Vermont,California,895
Virginia,California,21162
Washington,California,33143
West Virginia,California,789
Wisconsin,California,9348
Wyoming,California,1395
Alabama,Colorado,3120
Alaska,Colorado,2030
Arizona,Colorado,6765
Arkansas,Colorado,1356
California,Colorado,27014
Connecticut,Colorado,1800
Delaware,Colorado,764
District of Columbia ,Colorado,863
Florida,Colorado,12385
Georgia,Colorado,4712
Hawaii,Colorado,3512
Idaho,Colorado,2984
Illinois,Colorado,10652
Indiana,Colorado,2754
Iowa,Colorado,3035
Kansas,Colorado,6653
Kentucky,Colorado,2195
Louisiana,Colorado,2195
Maine,Colorado,448
Maryland,Colorado,3420
Massachusetts,Colorado,2785
Michigan,Colorado,2661
Minnesota,Colorado,4369
Mississippi,Colorado,1085
Missouri,Colorado,3774
Montana,Colorado,675
Nebraska,Colorado,4541
Nevada,Colorado,3800
New Hampshire,Colorado,1416
New Jersey,Colorado,5166
New Mexico,Colorado,4715
New York,Colorado,8560
North Carolina,Colorado,6273
North Dakota,Colorado,1286
Ohio,Colorado,5144
Oklahoma,Colorado,5180
Oregon,Colorado,4359
Pennsylvania,Colorado,4840
Rhode Island,Colorado,963
South Carolina,Colorado,2221
South Dakota,Colorado,1453
Tennessee,Colorado,2453
Texas,Colorado,25212
Utah,Colorado,3417
Vermont,Colorado,471
Virginia,Colorado,6099
Washington,Colorado,6675
West Virginia,Colorado,42
Wisconsin,Colorado,3506
Wyoming,Colorado,5135
Alabama,Connecticut,206
Alaska,Connecticut,540
Arizona,Connecticut,644
Arkansas,Connecticut,160
California,Connecticut,2807
Colorado,Connecticut,370
Delaware,Connecticut,463
District of Columbia ,Connecticut,414
Florida,Connecticut,6589
Georgia,Connecticut,1531
Hawaii,Connecticut,473
Idaho,Connecticut,0
Illinois,Connecticut,697
Indiana,Connecticut,534
Iowa,Connecticut,0
Kansas,Connecticut,0
Kentucky,Connecticut,227
Louisiana,Connecticut,716
Maine,Connecticut,627
Maryland,Connecticut,992
Massachusetts,Connecticut,12004
Michigan,Connecticut,376
Minnesota,Connecticut,160
Mississippi,Connecticut,0
Missouri,Connecticut,1601
Montana,Connecticut,0
Nebraska,Connecticut,154
Nevada,Connecticut,142
New Hampshire,Connecticut,472
New Jersey,Connecticut,3930
New Mexico,Connecticut,825
New York,Connecticut,28542
North Carolina,Connecticut,1910
North Dakota,Connecticut,187
Ohio,Connecticut,1171
Oklahoma,Connecticut,400
Oregon,Connecticut,579
Pennsylvania,Connecticut,3263
Rhode Island,Connecticut,2061
South Carolina,Connecticut,1019
South Dakota,Connecticut,0
Tennessee,Connecticut,166
Texas,Connecticut,3698
Utah,Connecticut,149
Vermont,Connecticut,393
Virginia,Connecticut,1314
Washington,Connecticut,374
West Virginia,Connecticut,0
Wisconsin,Connecticut,188
Wyoming,Connecticut,257
Alabama,Delaware,506
Alaska,Delaware,0
Arizona,Delaware,76
Arkansas,Delaware,0
California,Delaware,580
Colorado,Delaware,144
Connecticut,Delaware,174
District of Columbia ,Delaware,316
Florida,Delaware,1335
Georgia,Delaware,179
Hawaii,Delaware,110
Idaho,Delaware,0
Illinois,Delaware,857
Indiana,Delaware,41
Iowa,Delaware,0
Kansas,Delaware,0
Kentucky,Delaware,21
Louisiana,Delaware,73
Maine,Delaware,0
Maryland,Delaware,9748
Massachusetts,Delaware,396
Michigan,Delaware,441
Minnesota,Delaware,45
Mississippi,Delaware,0
Missouri,Delaware,153
Montana,Delaware,0
Nebraska,Delaware,0
Nevada,Delaware,0
New Hampshire,Delaware,0
New Jersey,Delaware,4006
New Mexico,Delaware,44
New York,Delaware,3564
North Carolina,Delaware,327
North Dakota,Delaware,0
Ohio,Delaware,80
Oklahoma,Delaware,295
Oregon,Delaware,104
Pennsylvania,Delaware,11035
Rhode Island,Delaware,0
South Carolina,Delaware,144
South Dakota,Delaware,0
Tennessee,Delaware,318
Texas,Delaware,1152
Utah,Delaware,32
Vermont,Delaware,59
Virginia,Delaware,1510
Washington,Delaware,0
West Virginia,Delaware,371
Wisconsin,Delaware,296
Wyoming,Delaware,0
Alabama,District of Columbia ,494
Alaska,District of Columbia ,0
Arizona,District of Columbia ,549
Arkansas,District of Columbia ,105
California,District of Columbia ,3763
Colorado,District of Columbia ,1109
Connecticut,District of Columbia ,1149
Delaware,District of Columbia ,375
Florida,District of Columbia ,1182
Georgia,District of Columbia ,1507
Hawaii,District of Columbia ,29
Idaho,District of Columbia ,161
Illinois,District of Columbia ,2726
Indiana,District of Columbia ,710
Iowa,District of Columbia ,17
Kansas,District of Columbia ,0
Kentucky,District of Columbia ,285
Louisiana,District of Columbia ,461
Maine,District of Columbia ,122
Maryland,District of Columbia ,10835
Massachusetts,District of Columbia ,2669
Michigan,District of Columbia ,808
Minnesota,District of Columbia ,436
Mississippi,District of Columbia ,157
Missouri,District of Columbia ,466
Montana,District of Columbia ,0
Nebraska,District of Columbia ,0
Nevada,District of Columbia ,128
New Hampshire,District of Columbia ,88
New Jersey,District of Columbia ,2590
New Mexico,District of Columbia ,206
New York,District of Columbia ,5238
North Carolina,District of Columbia ,1867
North Dakota,District of Columbia ,5
Ohio,District of Columbia ,1026
Oklahoma,District of Columbia ,0
Oregon,District of Columbia ,37
Pennsylvania,District of Columbia ,1824
Rhode Island,District of Columbia ,296
South Carolina,District of Columbia ,235
South Dakota,District of Columbia ,0
Tennessee,District of Columbia ,1057
Texas,District of Columbia ,2858
Utah,District of Columbia ,384
Vermont,District of Columbia ,447
Virginia,District of Columbia ,7509
Washington,District of Columbia ,206
West Virginia,District of Columbia ,0
Wisconsin,District of Columbia ,115
Wyoming,District of Columbia ,0
Alabama,Florida,9389
Alaska,Florida,1400
Arizona,Florida,5577
Arkansas,Florida,3028
California,Florida,30919
Colorado,Florida,12061
Connecticut,Florida,11249
Delaware,Florida,3831
District of Columbia ,Florida,605
Georgia,Florida,38800
Hawaii,Florida,2092
Idaho,Florida,1359
Illinois,Florida,28631
Indiana,Florida,11833
Iowa,Florida,3466
Kansas,Florida,3376
Kentucky,Florida,9762
Louisiana,Florida,6403
Maine,Florida,2960
Maryland,Florida,18907
Massachusetts,Florida,18212
Michigan,Florida,19169
Minnesota,Florida,7614
Mississippi,Florida,4236
Missouri,Florida,8820
Montana,Florida,755
Nebraska,Florida,987
Nevada,Florida,4681
New Hampshire,Florida,5887
New Jersey,Florida,27892
New Mexico,Florida,2811
New York,Florida,63722
North Carolina,Florida,23270
North Dakota,Florida,702
Ohio,Florida,22946
Oklahoma,Florida,6123
Oregon,Florida,3231
Pennsylvania,Florida,28507
Rhode Island,Florida,3259
South Carolina,Florida,10521
South Dakota,Florida,763
Tennessee,Florida,12023
Texas,Florida,31625
Utah,Florida,6063
Vermont,Florida,2816
Virginia,Florida,28232
Washington,Florida,6176
West Virginia,Florida,2187
Wisconsin,Florida,7202
Wyoming,Florida,396
Alabama,Georgia,15270
Alaska,Georgia,986
Arizona,Georgia,6218
Arkansas,Georgia,2055
California,Georgia,12052
Colorado,Georgia,4981
Connecticut,Georgia,2216
Delaware,Georgia,997
District of Columbia ,Georgia,1077
Florida,Georgia,47035
Hawaii,Georgia,1482
Idaho,Georgia,1825
Illinois,Georgia,12025
Indiana,Georgia,3319
Iowa,Georgia,1079
Kansas,Georgia,5213
Kentucky,Georgia,2226
Louisiana,Georgia,6379
Maine,Georgia,132
Maryland,Georgia,4027
Massachusetts,Georgia,2834
Michigan,Georgia,5249
Minnesota,Georgia,2591
Mississippi,Georgia,4597
Missouri,Georgia,4008
Montana,Georgia,61
Nebraska,Georgia,650
Nevada,Georgia,349
New Hampshire,Georgia,975
New Jersey,Georgia,7389
New Mexico,Georgia,1801
New York,Georgia,15395
North Carolina,Georgia,12684
North Dakota,Georgia,32
Ohio,Georgia,9472
Oklahoma,Georgia,2285
Oregon,Georgia,718
Pennsylvania,Georgia,5967
Rhode Island,Georgia,644
South Carolina,Georgia,15269
South Dakota,Georgia,132
Tennessee,Georgia,15224
Texas,Georgia,19969
Utah,Georgia,1503
Vermont,Georgia,38
Virginia,Georgia,11256
Washington,Georgia,2649
West Virginia,Georgia,420
Wisconsin,Georgia,3504
Wyoming,Georgia,630
Alabama,Hawaii,844
Alaska,Hawaii,424
Arizona,Hawaii,1666
Arkansas,Hawaii,48
California,Hawaii,8843
Colorado,Hawaii,1584
Connecticut,Hawaii,238
Delaware,Hawaii,14
District of Columbia ,Hawaii,232
Florida,Hawaii,2460
Georgia,Hawaii,2915
Idaho,Hawaii,466
Illinois,Hawaii,1062
Indiana,Hawaii,327
Iowa,Hawaii,779
Kansas,Hawaii,637
Kentucky,Hawaii,0
Louisiana,Hawaii,248
Maine,Hawaii,0
Maryland,Hawaii,629
Massachusetts,Hawaii,862
Michigan,Hawaii,353
Minnesota,Hawaii,97
Mississippi,Hawaii,171
Missouri,Hawaii,700
Montana,Hawaii,0
Nebraska,Hawaii,136
Nevada,Hawaii,1525
New Hampshire,Hawaii,0
New Jersey,Hawaii,125
New Mexico,Hawaii,784
New York,Hawaii,804
North Carolina,Hawaii,1399
North Dakota,Hawaii,62
Ohio,Hawaii,1053
Oklahoma,Hawaii,0
Oregon,Hawaii,1103
Pennsylvania,Hawaii,1218
Rhode Island,Hawaii,5
South Carolina,Hawaii,1262
South Dakota,Hawaii,45
Tennessee,Hawaii,495
Texas,Hawaii,4078
Utah,Hawaii,962
Vermont,Hawaii,0
Virginia,Hawaii,2656
Washington,Hawaii,2837
West Virginia,Hawaii,0
Wisconsin,Hawaii,213
Wyoming,Hawaii,96
Alabama,Idaho,58
Alaska,Idaho,796
Arizona,Idaho,1523
Arkansas,Idaho,265
California,Idaho,21372
Colorado,Idaho,3823
Connecticut,Idaho,0
Delaware,Idaho,126
District of Columbia ,Idaho,0
Florida,Idaho,1833
Georgia,Idaho,444
Hawaii,Idaho,765
Illinois,Idaho,357
Indiana,Idaho,169
Iowa,Idaho,0
Kansas,Idaho,0
Kentucky,Idaho,269
Louisiana,Idaho,281
Maine,Idaho,270
Maryland,Idaho,305
Massachusetts,Idaho,0
Michigan,Idaho,630
Minnesota,Idaho,348
Mississippi,Idaho,261
Missouri,Idaho,1216
Montana,Idaho,938
Nebraska,Idaho,514
Nevada,Idaho,2195
New Hampshire,Idaho,0
New Jersey,Idaho,70
New Mexico,Idaho,570
New York,Idaho,598
North Carolina,Idaho,1294
North Dakota,Idaho,1900
Ohio,Idaho,407
Oklahoma,Idaho,227
Oregon,Idaho,3866
Pennsylvania,Idaho,582
Rhode Island,Idaho,0
South Carolina,Idaho,145
South Dakota,Idaho,140
Tennessee,Idaho,749
Texas,Idaho,3685
Utah,Idaho,7226
Vermont,Idaho,0
Virginia,Idaho,612
Washington,Idaho,8881
West Virginia,Idaho,0
Wisconsin,Idaho,442
Wyoming,Idaho,1747
Alabama,Illinois,1682
Alaska,Illinois,270
Arizona,Illinois,4159
Arkansas,Illinois,2591
California,Illinois,16046
Colorado,Illinois,5172
Connecticut,Illinois,1860
Delaware,Illinois,120
District of Columbia ,Illinois,995
Florida,Illinois,10513
Georgia,Illinois,4420
Hawaii,Illinois,460
Idaho,Illinois,670
Indiana,Illinois,16998
Iowa,Illinois,8837
Kansas,Illinois,1212
Kentucky,Illinois,2985
Louisiana,Illinois,1053
Maine,Illinois,173
Maryland,Illinois,2681
Massachusetts,Illinois,2998
Michigan,Illinois,10793
Minnesota,Illinois,5286
Mississippi,Illinois,2409
Missouri,Illinois,16147
Montana,Illinois,187
Nebraska,Illinois,2290
Nevada,Illinois,2565
New Hampshire,Illinois,310
New Jersey,Illinois,3698
New Mexico,Illinois,632
New York,Illinois,6377
North Carolina,Illinois,3923
North Dakota,Illinois,576
Ohio,Illinois,6736
Oklahoma,Illinois,686
Oregon,Illinois,962
Pennsylvania,Illinois,3090
Rhode Island,Illinois,266
South Carolina,Illinois,1848
South Dakota,Illinois,686
Tennessee,Illinois,5086
Texas,Illinois,11642
Utah,Illinois,1160
Vermont,Illinois,51
Virginia,Illinois,4127
Washington,Illinois,4846
West Virginia,Illinois,130
Wisconsin,Illinois,12274
Wyoming,Illinois,414
Alabama,Indiana,1216
Alaska,Indiana,131
Arizona,Indiana,948
Arkansas,Indiana,852
California,Indiana,10096
Colorado,Indiana,1692
Connecticut,Indiana,413
Delaware,Indiana,0
District of Columbia ,Indiana,250
Florida,Indiana,9027
Georgia,Indiana,4224
Hawaii,Indiana,424
Idaho,Indiana,39
Illinois,Indiana,29526
Iowa,Indiana,1825
Kansas,Indiana,1590
Kentucky,Indiana,11298
Louisiana,Indiana,1223
Maine,Indiana,0
Maryland,Indiana,1093
Massachusetts,Indiana,957
Michigan,Indiana,8377
Minnesota,Indiana,1400
Mississippi,Indiana,641
Missouri,Indiana,1288
Montana,Indiana,192
Nebraska,Indiana,518
Nevada,Indiana,919
New Hampshire,Indiana,69
New Jersey,Indiana,2836
New Mexico,Indiana,1459
New York,Indiana,1551
North Carolina,Indiana,3293
North Dakota,Indiana,78
Ohio,Indiana,10940
Oklahoma,Indiana,1695
Oregon,Indiana,668
Pennsylvania,Indiana,1341
Rhode Island,Indiana,0
South Carolina,Indiana,962
South Dakota,Indiana,372
Tennessee,Indiana,5122
Texas,Indiana,10543
Utah,Indiana,1240
Vermont,Indiana,512
Virginia,Indiana,1867
Washington,Indiana,2782
West Virginia,Indiana,1044
Wisconsin,Indiana,3757
Wyoming,Indiana,0
Alabama,Iowa,817
Alaska,Iowa,629
Arizona,Iowa,2346
Arkansas,Iowa,693
California,Iowa,2625
Colorado,Iowa,2257
Connecticut,Iowa,150
Delaware,Iowa,95
District of Columbia ,Iowa,0
Florida,Iowa,3945
Georgia,Iowa,2475
Hawaii,Iowa,266
Idaho,Iowa,1005
Illinois,Iowa,12997
Indiana,Iowa,1390
Kansas,Iowa,2895
Kentucky,Iowa,467
Louisiana,Iowa,327
Maine,Iowa,54
Maryland,Iowa,579
Massachusetts,Iowa,288
Michigan,Iowa,629
Minnesota,Iowa,6834
Mississippi,Iowa,164
Missouri,Iowa,4510
Montana,Iowa,443
Nebraska,Iowa,6639
Nevada,Iowa,874
New Hampshire,Iowa,46
New Jersey,Iowa,205
New Mexico,Iowa,138
New York,Iowa,306
North Carolina,Iowa,1827
North Dakota,Iowa,332
Ohio,Iowa,991
Oklahoma,Iowa,478
Oregon,Iowa,707
Pennsylvania,Iowa,1418
Rhode Island,Iowa,158
South Carolina,Iowa,411
South Dakota,Iowa,2685
Tennessee,Iowa,1152
Texas,Iowa,3315
Utah,Iowa,489
Vermont,Iowa,227
Virginia,Iowa,774
Washington,Iowa,1405
West Virginia,Iowa,550
Wisconsin,Iowa,3011
Wyoming,Iowa,54
Alabama,Kansas,276
Alaska,Kansas,515
Arizona,Kansas,1404
Arkansas,Kansas,1225
California,Kansas,6511
Colorado,Kansas,5871
Connecticut,Kansas,412
Delaware,Kansas,0
District of Columbia ,Kansas,5
Florida,Kansas,2661
Georgia,Kansas,2490
Hawaii,Kansas,419
Idaho,Kansas,54
Illinois,Kansas,2840
Indiana,Kansas,1433
Iowa,Kansas,2119
Kentucky,Kansas,168
Louisiana,Kansas,580
Maine,Kansas,24
Maryland,Kansas,623
Massachusetts,Kansas,417
Michigan,Kansas,378
Minnesota,Kansas,679
Mississippi,Kansas,552
Missouri,Kansas,21605
Montana,Kansas,338
Nebraska,Kansas,2939
Nevada,Kansas,785
New Hampshire,Kansas,338
New Jersey,Kansas,408
New Mexico,Kansas,493
New York,Kansas,2196
North Carolina,Kansas,1165
North Dakota,Kansas,90
Ohio,Kansas,2044
Oklahoma,Kansas,6508
Oregon,Kansas,333
Pennsylvania,Kansas,674
Rhode Island,Kansas,0
South Carolina,Kansas,0
South Dakota,Kansas,729
Tennessee,Kansas,788
Texas,Kansas,9814
Utah,Kansas,981
Vermont,Kansas,0
Virginia,Kansas,1029
Washington,Kansas,801
West Virginia,Kansas,0
Wisconsin,Kansas,317
Wyoming,Kansas,123
Alabama,Kentucky,2851
Alaska,Kentucky,506
Arizona,Kentucky,333
Arkansas,Kentucky,342
California,Kentucky,4466
Colorado,Kentucky,614
Connecticut,Kentucky,799
Delaware,Kentucky,558
District of Columbia ,Kentucky,51
Florida,Kentucky,6318
Georgia,Kentucky,2654
Hawaii,Kentucky,222
Idaho,Kentucky,31
Illinois,Kentucky,5333
Indiana,Kentucky,10192
Iowa,Kentucky,558
Kansas,Kentucky,1068
Louisiana,Kentucky,1205
Maine,Kentucky,0
Maryland,Kentucky,1413
Massachusetts,Kentucky,555
Michigan,Kentucky,1602
Minnesota,Kentucky,577
Mississippi,Kentucky,495
Missouri,Kentucky,1643
Montana,Kentucky,169
Nebraska,Kentucky,570
Nevada,Kentucky,215
New Hampshire,Kentucky,292
New Jersey,Kentucky,730
New Mexico,Kentucky,1409
New York,Kentucky,2115
North Carolina,Kentucky,3228
North Dakota,Kentucky,132
Ohio,Kentucky,19493
Oklahoma,Kentucky,1345
Oregon,Kentucky,368
Pennsylvania,Kentucky,1543
Rhode Island,Kentucky,154
South Carolina,Kentucky,1473
South Dakota,Kentucky,73
Tennessee,Kentucky,11642
Texas,Kentucky,6677
Utah,Kentucky,0
Vermont,Kentucky,85
Virginia,Kentucky,2453
Washington,Kentucky,1428
West Virginia,Kentucky,2140
Wisconsin,Kentucky,1599
Wyoming,Kentucky,266
Alabama,Louisiana,2830
Alaska,Louisiana,199
Arizona,Louisiana,520
Arkansas,Louisiana,3289
California,Louisiana,5534
Colorado,Louisiana,1575
Connecticut,Louisiana,407
Delaware,Louisiana,0
District of Columbia ,Louisiana,100
Florida,Louisiana,4404
Georgia,Louisiana,3382
Hawaii,Louisiana,555
Idaho,Louisiana,0
Illinois,Louisiana,1829
Indiana,Louisiana,327
Iowa,Louisiana,472
Kansas,Louisiana,581
Kentucky,Louisiana,443
Maine,Louisiana,0
Maryland,Louisiana,756
Massachusetts,Louisiana,350
Michigan,Louisiana,2003
Minnesota,Louisiana,84
Mississippi,Louisiana,9011
Missouri,Louisiana,975
Montana,Louisiana,347
Nebraska,Louisiana,141
Nevada,Louisiana,237
New Hampshire,Louisiana,595
New Jersey,Louisiana,522
New Mexico,Louisiana,298
New York,Louisiana,1854
North Carolina,Louisiana,1931
North Dakota,Louisiana,363
Ohio,Louisiana,983
Oklahoma,Louisiana,912
Oregon,Louisiana,265
Pennsylvania,Louisiana,883
Rhode Island,Louisiana,48
South Carolina,Louisiana,903
South Dakota,Louisiana,16
Tennessee,Louisiana,1733
Texas,Louisiana,17674
Utah,Louisiana,34
Vermont,Louisiana,0
Virginia,Louisiana,2073
Washington,Louisiana,623
West Virginia,Louisiana,261
Wisconsin,Louisiana,319
Wyoming,Louisiana,195
Alabama,Maine,246
Alaska,Maine,163
Arizona,Maine,322
Arkansas,Maine,12
California,Maine,1578
Colorado,Maine,849
Connecticut,Maine,1690
Delaware,Maine,111
District of Columbia ,Maine,124
Florida,Maine,3059
Georgia,Maine,1241
Hawaii,Maine,0
Idaho,Maine,180
Illinois,Maine,152
Indiana,Maine,99
Iowa,Maine,0
Kansas,Maine,0
Kentucky,Maine,41
Louisiana,Maine,455
Maryland,Maine,88
Massachusetts,Maine,7567
Michigan,Maine,227
Minnesota,Maine,241
Mississippi,Maine,67
Missouri,Maine,659
Montana,Maine,0
Nebraska,Maine,276
Nevada,Maine,64
New Hampshire,Maine,4274
New Jersey,Maine,662
New Mexico,Maine,38
New York,Maine,2478
North Carolina,Maine,1074
North Dakota,Maine,0
Ohio,Maine,427
Oklahoma,Maine,11
Oregon,Maine,294
Pennsylvania,Maine,1629
Rhode Island,Maine,336
South Carolina,Maine,189
South Dakota,Maine,0
Tennessee,Maine,255
Texas,Maine,491
Utah,Maine,444
Vermont,Maine,569
Virginia,Maine,1162
Washington,Maine,336
West Virginia,Maine,72
Wisconsin,Maine,0
Wyoming,Maine,0
Alabama,Maryland,644
Alaska,Maryland,961
Arizona,Maryland,1689
Arkansas,Maryland,410
California,Maryland,8994
Colorado,Maryland,2182
Connecticut,Maryland,1726
Delaware,Maryland,5455
District of Columbia ,Maryland,22811
Florida,Maryland,7755
Georgia,Maryland,6343
Hawaii,Maryland,3167
Idaho,Maryland,347
Illinois,Maryland,2615
Indiana,Maryland,1887
Iowa,Maryland,383
Kansas,Maryland,451
Kentucky,Maryland,899
Louisiana,Maryland,394
Maine,Maryland,197
Massachusetts,Maryland,2845
Michigan,Maryland,1371
Minnesota,Maryland,731
Mississippi,Maryland,806
Missouri,Maryland,253
Montana,Maryland,78
Nebraska,Maryland,0
Nevada,Maryland,1351
New Hampshire,Maryland,264
New Jersey,Maryland,6361
New Mexico,Maryland,1066
New York,Maryland,13538
North Carolina,Maryland,9437
North Dakota,Maryland,325
Ohio,Maryland,2818
Oklahoma,Maryland,1094
Oregon,Maryland,187
Pennsylvania,Maryland,12297
Rhode Island,Maryland,572
South Carolina,Maryland,1862
South Dakota,Maryland,0
Tennessee,Maryland,977
Texas,Maryland,6890
Utah,Maryland,810
Vermont,Maryland,386
Virginia,Maryland,23315
Washington,Maryland,1839
West Virginia,Maryland,3926
Wisconsin,Maryland,901
Wyoming,Maryland,44
Alabama,Massachusetts,212
Alaska,Massachusetts,539
Arizona,Massachusetts,1030
Arkansas,Massachusetts,207
California,Massachusetts,12745
Colorado,Massachusetts,1857
Connecticut,Massachusetts,9140
Delaware,Massachusetts,1582
District of Columbia ,Massachusetts,1419
Florida,Massachusetts,11499
Georgia,Massachusetts,3694
Hawaii,Massachusetts,481
Idaho,Massachusetts,732
Illinois,Massachusetts,2301
Indiana,Massachusetts,1134
Iowa,Massachusetts,332
Kansas,Massachusetts,692
Kentucky,Massachusetts,930
