target,source,flow
Kansas,Massachusetts,1021
Kentucky,Massachusetts,689
Louisiana,Massachusetts,890
Maine,Massachusetts,3360
Maryland,Massachusetts,2836
Michigan,Massachusetts,1629
Minnesota,Massachusetts,561
Mississippi,Massachusetts,50
Missouri,Massachusetts,1259
Montana,Massachusetts,0
Nebraska,Massachusetts,598
Nevada,Massachusetts,355
New Hampshire,Massachusetts,10579
New Jersey,Massachusetts,5980
New Mexico,Massachusetts,799
New York,Massachusetts,21876
North Carolina,Massachusetts,3661
North Dakota,Massachusetts,0
Ohio,Massachusetts,2259
Oklahoma,Massachusetts,1180
Oregon,Massachusetts,699
Pennsylvania,Massachusetts,7188
Rhode Island,Massachusetts,9776
South Carolina,Massachusetts,1720
South Dakota,Massachusetts,137
Tennessee,Massachusetts,780
Texas,Massachusetts,3446
Utah,Massachusetts,524
Vermont,Massachusetts,3226
Virginia,Massachusetts,4166
Washington,Massachusetts,1463
West Virginia,Massachusetts,292
Wisconsin,Massachusetts,1484
Wyoming,Massachusetts,166
Alabama,Michigan,2287
Alaska,Michigan,285
Arizona,Michigan,4061
Arkansas,Michigan,806
California,Michigan,8001
Colorado,Michigan,2120
Connecticut,Michigan,912
Delaware,Michigan,286
District of Columbia ,Michigan,642
Florida,Michigan,14302
Georgia,Michigan,6090
Hawaii,Michigan,410
Idaho,Michigan,2441
Illinois,Michigan,13818
Indiana,Michigan,10775
Iowa,Michigan,613
Kansas,Michigan,669
Kentucky,Michigan,2351
Louisiana,Michigan,643
Maine,Michigan,444
Maryland,Michigan,2091
Massachusetts,Michigan,2604
Minnesota,Michigan,2661
Mississippi,Michigan,2885
Missouri,Michigan,3217
Montana,Michigan,1156
Nebraska,Michigan,963
Nevada,Michigan,1742
New Hampshire,Michigan,384
New Jersey,Michigan,2295
New Mexico,Michigan,85
New York,Michigan,6627
North Carolina,Michigan,5848
North Dakota,Michigan,120
Ohio,Michigan,16222
Oklahoma,Michigan,984
Oregon,Michigan,743
Pennsylvania,Michigan,3144
Rhode Island,Michigan,447
South Carolina,Michigan,2129
South Dakota,Michigan,80
Tennessee,Michigan,5154
Texas,Michigan,10484
Utah,Michigan,718
Vermont,Michigan,424
Virginia,Michigan,1989
Washington,Michigan,1849
West Virginia,Michigan,435
Wisconsin,Michigan,5058
Wyoming,Michigan,1380
Alabama,Minnesota,115
Alaska,Minnesota,334
Arizona,Minnesota,4475
Arkansas,Minnesota,484
California,Minnesota,6232
Colorado,Minnesota,4691
Connecticut,Minnesota,407
Delaware,Minnesota,65
District of Columbia ,Minnesota,239
Florida,Minnesota,2999
Georgia,Minnesota,2468
Hawaii,Minnesota,393
Idaho,Minnesota,407
Illinois,Minnesota,9753
Indiana,Minnesota,1769
Iowa,Minnesota,5329
Kansas,Minnesota,2295
Kentucky,Minnesota,491
Louisiana,Minnesota,488
Maine,Minnesota,115
Maryland,Minnesota,730
Massachusetts,Minnesota,1141
Michigan,Minnesota,2240
Mississippi,Minnesota,137
Missouri,Minnesota,2321
Montana,Minnesota,541
Nebraska,Minnesota,1973
Nevada,Minnesota,561
New Hampshire,Minnesota,175
New Jersey,Minnesota,417
New Mexico,Minnesota,255
New York,Minnesota,1626
North Carolina,Minnesota,1307
North Dakota,Minnesota,10745
Ohio,Minnesota,2570
Oklahoma,Minnesota,1542
Oregon,Minnesota,1060
Pennsylvania,Minnesota,1180
Rhode Island,Minnesota,0
South Carolina,Minnesota,403
South Dakota,Minnesota,5127
Tennessee,Minnesota,1393
Texas,Minnesota,4849
Utah,Minnesota,1828
Vermont,Minnesota,40
Virginia,Minnesota,1071
Washington,Minnesota,2666
West Virginia,Minnesota,331
Wisconsin,Minnesota,18683
Wyoming,Minnesota,846
Alabama,Mississippi,5125
Alaska,Mississippi,0
Arizona,Mississippi,544
Arkansas,Mississippi,3244
California,Mississippi,4317
Colorado,Mississippi,441
Connecticut,Mississippi,101
Delaware,Mississippi,0
District of Columbia ,Mississippi,182
Florida,Mississippi,4046
Georgia,Mississippi,2150
Hawaii,Mississippi,389
Idaho,Mississippi,908
Illinois,Mississippi,3383
Indiana,Mississippi,814
Iowa,Mississippi,163
Kansas,Mississippi,203
Kentucky,Mississippi,1623
Louisiana,Mississippi,5777
Maine,Mississippi,0
Maryland,Mississippi,519
Massachusetts,Mississippi,58
Michigan,Mississippi,1298
Minnesota,Mississippi,81
Missouri,Mississippi,1034
Montana,Mississippi,29
Nebraska,Mississippi,721
Nevada,Mississippi,465
New Hampshire,Mississippi,82
New Jersey,Mississippi,199
New Mexico,Mississippi,155
New York,Mississippi,570
North Carolina,Mississippi,2485
North Dakota,Mississippi,24
Ohio,Mississippi,1204
Oklahoma,Mississippi,765
Oregon,Mississippi,617
Pennsylvania,Mississippi,737
Rhode Island,Mississippi,12
South Carolina,Mississippi,1129
South Dakota,Mississippi,0
Tennessee,Mississippi,10017
Texas,Mississippi,4046
Utah,Mississippi,48
Vermont,Mississippi,0
Virginia,Mississippi,1230
Washington,Mississippi,1989
West Virginia,Mississippi,260
Wisconsin,Mississippi,1455
Wyoming,Mississippi,0
Alabama,Missouri,2283
Alaska,Missouri,1288
Arizona,Missouri,2958
Arkansas,Missouri,8523
California,Missouri,7037
Colorado,Missouri,4960
Connecticut,Missouri,445
Delaware,Missouri,651
District of Columbia ,Missouri,266
Florida,Missouri,5881
Georgia,Missouri,3902
Hawaii,Missouri,508
Idaho,Missouri,535
Illinois,Missouri,25906
Indiana,Missouri,2622
Iowa,Missouri,5799
Kansas,Missouri,19812
Kentucky,Missouri,2895
Louisiana,Missouri,2873
Maine,Missouri,221
Maryland,Missouri,1244
Massachusetts,Missouri,688
Michigan,Missouri,4371
Minnesota,Missouri,1893
Mississippi,Missouri,2988
Montana,Missouri,0
Nebraska,Missouri,2764
Nevada,Missouri,1194
New Hampshire,Missouri,142
New Jersey,Missouri,630
New Mexico,Missouri,1045
New York,Missouri,2519
North Carolina,Missouri,1802
North Dakota,Missouri,815
Ohio,Missouri,3333
Oklahoma,Missouri,4221
Oregon,Missouri,1734
Pennsylvania,Missouri,3053
Rhode Island,Missouri,117
South Carolina,Missouri,2490
South Dakota,Missouri,838
Tennessee,Missouri,4026
Texas,Missouri,11488
Utah,Missouri,1272
Vermont,Missouri,61
Virginia,Missouri,2918
Washington,Missouri,2916
West Virginia,Missouri,514
Wisconsin,Missouri,1828
Wyoming,Missouri,540
Alabama,Montana,296
Alaska,Montana,608
Arizona,Montana,1416
Arkansas,Montana,340
California,Montana,5173
Colorado,Montana,2521
Connecticut,Montana,69
Delaware,Montana,0
District of Columbia ,Montana,0
Florida,Montana,714
Georgia,Montana,390
Hawaii,Montana,18
Idaho,Montana,1744
Illinois,Montana,1171
Indiana,Montana,284
Iowa,Montana,114
Kansas,Montana,240
Kentucky,Montana,43
Louisiana,Montana,285
Maine,Montana,11
Maryland,Montana,750
Massachusetts,Montana,77
Michigan,Montana,234
Minnesota,Montana,2089
Mississippi,Montana,359
Missouri,Montana,158
Nebraska,Montana,115
Nevada,Montana,979
New Hampshire,Montana,21
New Jersey,Montana,0
New Mexico,Montana,694
New York,Montana,142
North Carolina,Montana,350
North Dakota,Montana,1378
Ohio,Montana,174
Oklahoma,Montana,919
Oregon,Montana,1636
Pennsylvania,Montana,428
Rhode Island,Montana,0
South Carolina,Montana,288
South Dakota,Montana,160
Tennessee,Montana,138
Texas,Montana,2177
Utah,Montana,1343
Vermont,Montana,114
Virginia,Montana,0
Washington,Montana,5132
West Virginia,Montana,110
Wisconsin,Montana,939
Wyoming,Montana,1434
Alabama,Nebraska,227
Alaska,Nebraska,549
Arizona,Nebraska,1264
Arkansas,Nebraska,568
California,Nebraska,3661
Colorado,Nebraska,5557
Connecticut,Nebraska,1269
Delaware,Nebraska,46
District of Columbia ,Nebraska,70
Florida,Nebraska,2364
Georgia,Nebraska,861
Hawaii,Nebraska,155
Idaho,Nebraska,442
Illinois,Nebraska,2415
Indiana,Nebraska,381
Iowa,Nebraska,5863
Kansas,Nebraska,3393
Kentucky,Nebraska,182
Louisiana,Nebraska,126
Maine,Nebraska,22
Maryland,Nebraska,669
Massachusetts,Nebraska,143
Michigan,Nebraska,660
Minnesota,Nebraska,1656
Mississippi,Nebraska,455
Missouri,Nebraska,2193
Montana,Nebraska,164
Nevada,Nebraska,589
New Hampshire,Nebraska,255
New Jersey,Nebraska,852
New Mexico,Nebraska,386
New York,Nebraska,585
North Carolina,Nebraska,466
North Dakota,Nebraska,676
Ohio,Nebraska,297
Oklahoma,Nebraska,751
Oregon,Nebraska,314
Pennsylvania,Nebraska,483
Rhode Island,Nebraska,988
South Carolina,Nebraska,502
South Dakota,Nebraska,1617
Tennessee,Nebraska,270
Texas,Nebraska,2702
Utah,Nebraska,1064
Vermont,Nebraska,0
Virginia,Nebraska,935
Washington,Nebraska,812
West Virginia,Nebraska,45
Wisconsin,Nebraska,223
Wyoming,Nebraska,1281
Alabama,Nevada,394
Alaska,Nevada,562
Arizona,Nevada,5741
Arkansas,Nevada,534
California,Nevada,45482
Colorado,Nevada,3293
Connecticut,Nevada,499
Delaware,Nevada,97
District of Columbia ,Nevada,0
Florida,Nevada,4997
Georgia,Nevada,2474
Hawaii,Nevada,6067
Idaho,Nevada,1013
Illinois,Nevada,2963
Indiana,Nevada,835
Iowa,Nevada,737
Kansas,Nevada,727
Kentucky,Nevada,1268
Louisiana,Nevada,714
Maine,Nevada,493
Maryland,Nevada,258
Massachusetts,Nevada,391
Michigan,Nevada,2272
Minnesota,Nevada,1320
Mississippi,Nevada,138
Missouri,Nevada,1151
Montana,Nevada,664
Nebraska,Nevada,492
New Hampshire,Nevada,221
New Jersey,Nevada,2467
New Mexico,Nevada,1406
New York,Nevada,4742
North Carolina,Nevada,1268
North Dakota,Nevada,333
Ohio,Nevada,1074
Oklahoma,Nevada,221
Oregon,Nevada,906
Pennsylvania,Nevada,1016
Rhode Island,Nevada,218
South Carolina,Nevada,1310
South Dakota,Nevada,777
Tennessee,Nevada,1189
Texas,Nevada,3343
Utah,Nevada,3260
Vermont,Nevada,37
Virginia,Nevada,1307
Washington,Nevada,4639
West Virginia,Nevada,14
Wisconsin,Nevada,889
Wyoming,Nevada,1686
Alabama,New Hampshire,174
Alaska,New Hampshire,740
Arizona,New Hampshire,678
Arkansas,New Hampshire,0
California,New Hampshire,953
Colorado,New Hampshire,1008
Connecticut,New Hampshire,2435
Delaware,New Hampshire,0
District of Columbia ,New Hampshire,83
Florida,New Hampshire,2128
Georgia,New Hampshire,1174
Hawaii,New Hampshire,360
Idaho,New Hampshire,125
Illinois,New Hampshire,144
Indiana,New Hampshire,197
Iowa,New Hampshire,237
Kansas,New Hampshire,317
Kentucky,New Hampshire,0
Louisiana,New Hampshire,29
Maine,New Hampshire,3353
Maryland,New Hampshire,647
Massachusetts,New Hampshire,21063
Michigan,New Hampshire,409
Minnesota,New Hampshire,247
Mississippi,New Hampshire,368
Missouri,New Hampshire,364
Montana,New Hampshire,32
Nebraska,New Hampshire,90
Nevada,New Hampshire,398
New Jersey,New Hampshire,396
New Mexico,New Hampshire,0
New York,New Hampshire,3869
North Carolina,New Hampshire,1113
North Dakota,New Hampshire,0
Ohio,New Hampshire,416
Oklahoma,New Hampshire,67
Oregon,New Hampshire,0
Pennsylvania,New Hampshire,1799
Rhode Island,New Hampshire,932
South Carolina,New Hampshire,0
South Dakota,New Hampshire,0
Tennessee,New Hampshire,95
Texas,New Hampshire,1527
Utah,New Hampshire,613
Vermont,New Hampshire,2789
Virginia,New Hampshire,696
Washington,New Hampshire,11
West Virginia,New Hampshire,297
Wisconsin,New Hampshire,84
Wyoming,New Hampshire,0
Alabama,New Jersey,48
Alaska,New Jersey,299
Arizona,New Jersey,1013
Arkansas,New Jersey,137
California,New Jersey,8239
Colorado,New Jersey,1364
Connecticut,New Jersey,3884
Delaware,New Jersey,1809
District of Columbia ,New Jersey,736
Florida,New Jersey,10399
Georgia,New Jersey,2985
Hawaii,New Jersey,551
Idaho,New Jersey,0
Illinois,New Jersey,1633
Indiana,New Jersey,1147
Iowa,New Jersey,110
Kansas,New Jersey,560
Kentucky,New Jersey,138
Louisiana,New Jersey,567
Maine,New Jersey,483
Maryland,New Jersey,5168
Massachusetts,New Jersey,3458
Michigan,New Jersey,1445
Minnesota,New Jersey,508
Mississippi,New Jersey,267
Missouri,New Jersey,1410
Montana,New Jersey,479
Nebraska,New Jersey,290
Nevada,New Jersey,365
New Hampshire,New Jersey,112
New Mexico,New Jersey,141
New York,New Jersey,48558
North Carolina,New Jersey,3436
North Dakota,New Jersey,263
Ohio,New Jersey,2166
Oklahoma,New Jersey,285
Oregon,New Jersey,192
Pennsylvania,New Jersey,23566
Rhode Island,New Jersey,129
South Carolina,New Jersey,1520
South Dakota,New Jersey,318
Tennessee,New Jersey,1608
Texas,New Jersey,5554
Utah,New Jersey,104
Vermont,New Jersey,360
Virginia,New Jersey,5341
Washington,New Jersey,534
West Virginia,New Jersey,350
Wisconsin,New Jersey,330
Wyoming,New Jersey,0
Alabama,New Mexico,732
Alaska,New Mexico,749
Arizona,New Mexico,7350
Arkansas,New Mexico,552
California,New Mexico,4939
Colorado,New Mexico,4293
Connecticut,New Mexico,305
Delaware,New Mexico,308
District of Columbia ,New Mexico,105
Florida,New Mexico,2411
Georgia,New Mexico,894
Hawaii,New Mexico,429
Idaho,New Mexico,382
Illinois,New Mexico,452
Indiana,New Mexico,324
Iowa,New Mexico,105
Kansas,New Mexico,292
Kentucky,New Mexico,338
Louisiana,New Mexico,469
Maine,New Mexico,353
Maryland,New Mexico,1546
Massachusetts,New Mexico,482
Michigan,New Mexico,1390
Minnesota,New Mexico,811
Mississippi,New Mexico,0
Missouri,New Mexico,1700
Montana,New Mexico,170
Nebraska,New Mexico,0
Nevada,New Mexico,1319
New Hampshire,New Mexico,629
New Jersey,New Mexico,397
New York,New Mexico,1638
North Carolina,New Mexico,987
North Dakota,New Mexico,0
Ohio,New Mexico,869
Oklahoma,New Mexico,1022
Oregon,New Mexico,884
Pennsylvania,New Mexico,1748
Rhode Island,New Mexico,3
South Carolina,New Mexico,585
South Dakota,New Mexico,10
Tennessee,New Mexico,1723
Texas,New Mexico,17155
Utah,New Mexico,625
Vermont,New Mexico,0
Virginia,New Mexico,801
Washington,New Mexico,1843
West Virginia,New Mexico,153
Wisconsin,New Mexico,332
Wyoming,New Mexico,198
Alabama,New York,402
Alaska,New York,421
Arizona,New York,4971
Arkansas,New York,755
California,New York,22626
Colorado,New York,3463
Connecticut,New York,16339
Delaware,New York,1069
District of Columbia ,New York,3042
Florida,New York,23515
Georgia,New York,5180
Hawaii,New York,1534
Idaho,New York,573
Illinois,New York,8949
Indiana,New York,2462
Iowa,New York,375
Kansas,New York,479
Kentucky,New York,1688
Louisiana,New York,2095
Maine,New York,1596
Maryland,New York,8332
Massachusetts,New York,17877
Michigan,New York,3551
Minnesota,New York,1309
Mississippi,New York,802
Missouri,New York,2918
Montana,New York,132
Nebraska,New York,181
Nevada,New York,435
New Hampshire,New York,2044
New Jersey,New York,33747
New Mexico,New York,665
North Carolina,New York,9471
North Dakota,New York,306
Ohio,New York,6648
Oklahoma,New York,1396
Oregon,New York,2506
Pennsylvania,New York,22933
Rhode Island,New York,1006
South Carolina,New York,4716
South Dakota,New York,159
Tennessee,New York,3661
Texas,New York,9368
Utah,New York,1068
Vermont,New York,3895
Virginia,New York,10761
Washington,New York,4929
West Virginia,New York,1503
Wisconsin,New York,2787
Wyoming,New York,83
Alabama,North Carolina,3491
Alaska,North Carolina,2059
Arizona,North Carolina,3539
Arkansas,North Carolina,1135
California,North Carolina,17653
Colorado,North Carolina,4285
Connecticut,North Carolina,7425
Delaware,North Carolina,955
District of Columbia ,North Carolina,1737
Florida,North Carolina,32234
Georgia,North Carolina,24882
Hawaii,North Carolina,1365
Idaho,North Carolina,1267
Illinois,North Carolina,8568
Indiana,North Carolina,4211
Iowa,North Carolina,480
Kansas,North Carolina,2245
Kentucky,North Carolina,3409
Louisiana,North Carolina,2562
Maine,North Carolina,1324
Maryland,North Carolina,9671
Massachusetts,North Carolina,5116
Michigan,North Carolina,6818
Minnesota,North Carolina,1782
Mississippi,North Carolina,1509
Missouri,North Carolina,4563
Montana,North Carolina,139
Nebraska,North Carolina,164
Nevada,North Carolina,2111
New Hampshire,North Carolina,1548
New Jersey,North Carolina,11706
New Mexico,North Carolina,462
New York,North Carolina,29702
North Dakota,North Carolina,668
Ohio,North Carolina,9665
Oklahoma,North Carolina,2997
Oregon,North Carolina,1263
Pennsylvania,North Carolina,13506
Rhode Island,North Carolina,897
South Carolina,North Carolina,32088
South Dakota,North Carolina,743
Tennessee,North Carolina,8233
Texas,North Carolina,11981
Utah,North Carolina,1271
Vermont,North Carolina,608
Virginia,North Carolina,35641
Washington,North Carolina,4751
West Virginia,North Carolina,3722
Wisconsin,North Carolina,2600
Wyoming,North Carolina,145
Alabama,North Dakota,193
Alaska,North Dakota,151
Arizona,North Dakota,681
Arkansas,North Dakota,144
California,North Dakota,1797
Colorado,North Dakota,500
Connecticut,North Dakota,34
Delaware,North Dakota,0
District of Columbia ,North Dakota,0
Florida,North Dakota,230
Georgia,North Dakota,196
Hawaii,North Dakota,16
Idaho,North Dakota,513
Illinois,North Dakota,631
Indiana,North Dakota,132
Iowa,North Dakota,149
Kansas,North Dakota,181
Kentucky,North Dakota,86
Louisiana,North Dakota,249
Maine,North Dakota,0
Maryland,North Dakota,0
Massachusetts,North Dakota,62
Michigan,North Dakota,369
Minnesota,North Dakota,11684
Mississippi,North Dakota,422
Missouri,North Dakota,563
Montana,North Dakota,1307
Nebraska,North Dakota,922
Nevada,North Dakota,183
New Hampshire,North Dakota,385
New Jersey,North Dakota,576
New Mexico,North Dakota,144
New York,North Dakota,133
North Carolina,North Dakota,162
Ohio,North Dakota,174
Oklahoma,North Dakota,339
Oregon,North Dakota,347
Pennsylvania,North Dakota,28
Rhode Island,North Dakota,0
South Carolina,North Dakota,0
South Dakota,North Dakota,2377
Tennessee,North Dakota,177
Texas,North Dakota,1378
Utah,North Dakota,38
Vermont,North Dakota,0
Virginia,North Dakota,251
Washington,North Dakota,709
West Virginia,North Dakota,144
Wisconsin,North Dakota,556
Wyoming,North Dakota,342
Alabama,Ohio,3101
Alaska,Ohio,169
Arizona,Ohio,2620
Arkansas,Ohio,873
California,Ohio,11777
Colorado,Ohio,3265
Connecticut,Ohio,1340
Delaware,Ohio,452
District of Columbia ,Ohio,784
Florida,Ohio,15087
Georgia,Ohio,3987
Hawaii,Ohio,771
Idaho,Ohio,31
Illinois,Ohio,12463
Indiana,Ohio,11578
Iowa,Ohio,389
Kansas,Ohio,1622
Kentucky,Ohio,10952
Louisiana,Ohio,2017
Maine,Ohio,509
Maryland,Ohio,2611
Massachusetts,Ohio,2462
Michigan,Ohio,13107
Minnesota,Ohio,2793
Mississippi,Ohio,605
Missouri,Ohio,2206
Montana,Ohio,617
Nebraska,Ohio,410
Nevada,Ohio,2132
New Hampshire,Ohio,1068
New Jersey,Ohio,4520
New Mexico,Ohio,551
New York,Ohio,9518
North Carolina,Ohio,8822
North Dakota,Ohio,292
Oklahoma,Ohio,2210
Oregon,Ohio,1483
Pennsylvania,Ohio,14425
Rhode Island,Ohio,667
South Carolina,Ohio,2487
South Dakota,Ohio,217
Tennessee,Ohio,7805
Texas,Ohio,8712
Utah,Ohio,1622
Vermont,Ohio,435
Virginia,Ohio,5844
Washington,Ohio,3423
West Virginia,Ohio,8726
Wisconsin,Ohio,1660
Wyoming,Ohio,179
Alabama,Oklahoma,176
Alaska,Oklahoma,328
Arizona,Oklahoma,1912
Arkansas,Oklahoma,7396
California,Oklahoma,11302
Colorado,Oklahoma,3698
Connecticut,Oklahoma,391
Delaware,Oklahoma,185
District of Columbia ,Oklahoma,254
Florida,Oklahoma,3155
Georgia,Oklahoma,2542
Hawaii,Oklahoma,385
Idaho,Oklahoma,595
Illinois,Oklahoma,3007
Indiana,Oklahoma,1087
Iowa,Oklahoma,1283
Kansas,Oklahoma,6048
Kentucky,Oklahoma,1331
Louisiana,Oklahoma,1484
Maine,Oklahoma,82
Maryland,Oklahoma,569
Massachusetts,Oklahoma,205
Michigan,Oklahoma,1577
Minnesota,Oklahoma,528
Mississippi,Oklahoma,865
Missouri,Oklahoma,5253
Montana,Oklahoma,481
Nebraska,Oklahoma,145
Nevada,Oklahoma,627
New Hampshire,Oklahoma,393
New Jersey,Oklahoma,424
New Mexico,Oklahoma,1011
New York,Oklahoma,2051
North Carolina,Oklahoma,1909
North Dakota,Oklahoma,212
Ohio,Oklahoma,1282
Oregon,Oklahoma,635
Pennsylvania,Oklahoma,1405
Rhode Island,Oklahoma,0
South Carolina,Oklahoma,1108
South Dakota,Oklahoma,194
Tennessee,Oklahoma,1309
Texas,Oklahoma,28060
Utah,Oklahoma,783
Vermont,Oklahoma,61
Virginia,Oklahoma,1312
Washington,Oklahoma,1658
West Virginia,Oklahoma,174
Wisconsin,Oklahoma,829
Wyoming,Oklahoma,299
Alabama,Oregon,167
Alaska,Oregon,549
Arizona,Oregon,4932
Arkansas,Oregon,921
California,Oregon,43804
Colorado,Oregon,3625
Connecticut,Oregon,1127
Delaware,Oregon,159
District of Columbia ,Oregon,606
Florida,Oregon,3172
Georgia,Oregon,906
Hawaii,Oregon,3302
Idaho,Oregon,4576
Illinois,Oregon,2245
Indiana,Oregon,1052
Iowa,Oregon,215
Kansas,Oregon,1748
Kentucky,Oregon,997
Louisiana,Oregon,769
Maine,Oregon,419
Maryland,Oregon,1678
Massachusetts,Oregon,817
Michigan,Oregon,993
Minnesota,Oregon,724
Mississippi,Oregon,235
Missouri,Oregon,1194
Montana,Oregon,2827
Nebraska,Oregon,644
Nevada,Oregon,1631
New Hampshire,Oregon,0
New Jersey,Oregon,978
New Mexico,Oregon,2463
New York,Oregon,2899
North Carolina,Oregon,2142
North Dakota,Oregon,402
Ohio,Oregon,1421
Oklahoma,Oregon,2185
Pennsylvania,Oregon,1958
Rhode Island,Oregon,156
South Carolina,Oregon,531
South Dakota,Oregon,608
Tennessee,Oregon,1168
Texas,Oregon,5377
Utah,Oregon,3246
Vermont,Oregon,158
Virginia,Oregon,2141
Washington,Oregon,24207
West Virginia,Oregon,140
Wisconsin,Oregon,557
Wyoming,Oregon,563
Alabama,Pennsylvania,1978
Alaska,Pennsylvania,820
Arizona,Pennsylvania,2076
Arkansas,Pennsylvania,979
California,Pennsylvania,12381
Colorado,Pennsylvania,3434
Connecticut,Pennsylvania,6629
Delaware,Pennsylvania,5168
District of Columbia ,Pennsylvania,1908
Florida,Pennsylvania,12938
Georgia,Pennsylvania,5206
Hawaii,Pennsylvania,588
Idaho,Pennsylvania,629
Illinois,Pennsylvania,5341
Indiana,Pennsylvania,1559
Iowa,Pennsylvania,936
Kansas,Pennsylvania,1154
Kentucky,Pennsylvania,1487
Louisiana,Pennsylvania,513
Maine,Pennsylvania,770
Maryland,Pennsylvania,19747
Massachusetts,Pennsylvania,8352
Michigan,Pennsylvania,2283
Minnesota,Pennsylvania,1557
Mississippi,Pennsylvania,399
Missouri,Pennsylvania,1363
Montana,Pennsylvania,171
Nebraska,Pennsylvania,1063
Nevada,Pennsylvania,803
New Hampshire,Pennsylvania,1259
New Jersey,Pennsylvania,40118
New Mexico,Pennsylvania,675
New York,Pennsylvania,40208
North Carolina,Pennsylvania,9251
North Dakota,Pennsylvania,106
Ohio,Pennsylvania,10700
Oklahoma,Pennsylvania,1130
Oregon,Pennsylvania,2511
Rhode Island,Pennsylvania,1204
South Carolina,Pennsylvania,1582
South Dakota,Pennsylvania,162
Tennessee,Pennsylvania,2746
Texas,Pennsylvania,12497
Utah,Pennsylvania,2014
Vermont,Pennsylvania,604
Virginia,Pennsylvania,12785
Washington,Pennsylvania,3772
West Virginia,Pennsylvania,3979
Wisconsin,Pennsylvania,2337
Wyoming,Pennsylvania,188
Alabama,Rhode Island,53
Alaska,Rhode Island,0
Arizona,Rhode Island,360
Arkansas,Rhode Island,91
California,Rhode Island,1484
Colorado,Rhode Island,421
Connecticut,Rhode Island,4252
Delaware,Rhode Island,23
District of Columbia ,Rhode Island,177
Florida,Rhode Island,2778
Georgia,Rhode Island,390
Hawaii,Rhode Island,17
Idaho,Rhode Island,0
Illinois,Rhode Island,621
Indiana,Rhode Island,0
Iowa,Rhode Island,307
Kansas,Rhode Island,0
Kentucky,Rhode Island,41
Louisiana,Rhode Island,0
Maine,Rhode Island,209
Maryland,Rhode Island,623
Massachusetts,Rhode Island,9077
Michigan,Rhode Island,696
Minnesota,Rhode Island,141
Mississippi,Rhode Island,135
Missouri,Rhode Island,87
Montana,Rhode Island,84
Nebraska,Rhode Island,196
Nevada,Rhode Island,97
New Hampshire,Rhode Island,923
New Jersey,Rhode Island,631
New Mexico,Rhode Island,0
New York,Rhode Island,2631
North Carolina,Rhode Island,812
North Dakota,Rhode Island,113
Ohio,Rhode Island,318
Oklahoma,Rhode Island,58
Oregon,Rhode Island,90
Pennsylvania,Rhode Island,900
South Carolina,Rhode Island,348
South Dakota,Rhode Island,121
Tennessee,Rhode Island,581
Texas,Rhode Island,1079
Utah,Rhode Island,60
Vermont,Rhode Island,337
Virginia,Rhode Island,714
Washington,Rhode Island,399
West Virginia,Rhode Island,0
Wisconsin,Rhode Island,325
Wyoming,Rhode Island,0
Alabama,South Carolina,2823
Alaska,South Carolina,411
Arizona,South Carolina,1708
Arkansas,South Carolina,581
California,South Carolina,4846
Colorado,South Carolina,1947
Connecticut,South Carolina,2941
Delaware,South Carolina,146
District of Columbia ,South Carolina,1552
Florida,South Carolina,13371
Georgia,South Carolina,16234
Hawaii,South Carolina,858
Idaho,South Carolina,47
Illinois,South Carolina,4512
Indiana,South Carolina,2816
Iowa,South Carolina,165
Kansas,South Carolina,965
Kentucky,South Carolina,1312
Louisiana,South Carolina,1495
Maine,South Carolina,779
Maryland,South Carolina,6900
Massachusetts,South Carolina,3027
Michigan,South Carolina,3206
Minnesota,South Carolina,621
Mississippi,South Carolina,760
Missouri,South Carolina,1168
Montana,South Carolina,215
Nebraska,South Carolina,90
Nevada,South Carolina,180
New Hampshire,South Carolina,1143
New Jersey,South Carolina,3664
New Mexico,South Carolina,139
New York,South Carolina,10230
North Carolina,South Carolina,30447
North Dakota,South Carolina,595
Ohio,South Carolina,6634
Oklahoma,South Carolina,1192
Oregon,South Carolina,663
Pennsylvania,South Carolina,7865
Rhode Island,South Carolina,708
South Dakota,South Carolina,590
Tennessee,South Carolina,3709
Texas,South Carolina,7373
Utah,South Carolina,424
Vermont,South Carolina,0
Virginia,South Carolina,8081
Washington,South Carolina,1943
West Virginia,South Carolina,2403
Wisconsin,South Carolina,1243
Wyoming,South Carolina,508
Alabama,South Dakota,0
Alaska,South Dakota,346
Arizona,South Dakota,732
Arkansas,South Dakota,18
California,South Dakota,2929
Colorado,South Dakota,820
Connecticut,South Dakota,0
Delaware,South Dakota,0
District of Columbia ,South Dakota,0
Florida,South Dakota,758
Georgia,South Dakota,128
Hawaii,South Dakota,0
Idaho,South Dakota,108
Illinois,South Dakota,757
Indiana,South Dakota,844
Iowa,South Dakota,2887
Kansas,South Dakota,1123
Kentucky,South Dakota,52
Louisiana,South Dakota,127
Maine,South Dakota,0
Maryland,South Dakota,26
Massachusetts,South Dakota,271
Michigan,South Dakota,145
Minnesota,South Dakota,4991
Mississippi,South Dakota,125
Missouri,South Dakota,500
Montana,South Dakota,468
Nebraska,South Dakota,1803
Nevada,South Dakota,98
New Hampshire,South Dakota,0
New Jersey,South Dakota,0
New Mexico,South Dakota,389
New York,South Dakota,89
North Carolina,South Dakota,100
North Dakota,South Dakota,1858
Ohio,South Dakota,788
Oklahoma,South Dakota,23
Oregon,South Dakota,236
Pennsylvania,South Dakota,147
