source,target,flow,year
Kentucky,Maine,147,2009
Kentucky,Maryland,1273,2009
Kentucky,Massachusetts,1311,2009
Kentucky,Michigan,4759,2009
Kentucky,Minnesota,777,2009
Kentucky,Mississippi,1085,2009
Kentucky,Missouri,2578,2009
Kentucky,Montana,239,2009
Kentucky,Nebraska,163,2009
Kentucky,Nevada,260,2009
Kentucky,New Hampshire,828,2009
Kentucky,New Jersey,287,2009
Kentucky,New Mexico,273,2009
Kentucky,New York,4580,2009
Kentucky,North Carolina,4162,2009
Kentucky,North Dakota,0,2009
Kentucky,Ohio,13469,2009
Kentucky,Oklahoma,3014,2009
Kentucky,Oregon,393,2009
Kentucky,Pennsylvania,3386,2009
Kentucky,Rhode Island,0,2009
Kentucky,South Carolina,3527,2009
Kentucky,South Dakota,0,2009
Kentucky,Tennessee,14336,2009
Kentucky,Texas,6849,2009
Kentucky,Utah,701,2009
Kentucky,Vermont,110,2009
Kentucky,Virginia,4303,2009
Kentucky,Washington,984,2009
Kentucky,West Virginia,4534,2009
Kentucky,Wisconsin,876,2009
Kentucky,Wyoming,0,2009
Louisiana,Alabama,2065,2009
Louisiana,Alaska,864,2009
Louisiana,Arizona,1687,2009
Louisiana,Arkansas,1926,2009
Louisiana,California,2510,2009
Louisiana,Colorado,503,2009
Louisiana,Connecticut,34,2009
Louisiana,Delaware,174,2009
Louisiana,District of Columbia ,165,2009
Louisiana,Florida,9137,2009
Louisiana,Georgia,4994,2009
Louisiana,Hawaii,161,2009
Louisiana,Idaho,1073,2009
Louisiana,Illinois,1377,2009
Louisiana,Indiana,1190,2009
Louisiana,Iowa,177,2009
Louisiana,Kansas,1029,2009
Louisiana,Kentucky,741,2009
Louisiana,Maine,292,2009
Louisiana,Maryland,1170,2009
Louisiana,Massachusetts,287,2009
Louisiana,Michigan,1378,2009
Louisiana,Minnesota,315,2009
Louisiana,Mississippi,10373,2009
Louisiana,Missouri,972,2009
Louisiana,Montana,92,2009
Louisiana,Nebraska,98,2009
Louisiana,Nevada,868,2009
Louisiana,New Hampshire,0,2009
Louisiana,New Jersey,681,2009
Louisiana,New Mexico,322,2009
Louisiana,New York,1221,2009
Louisiana,North Carolina,1360,2009
Louisiana,North Dakota,190,2009
Louisiana,Ohio,1736,2009
Louisiana,Oklahoma,2119,2009
Louisiana,Oregon,285,2009
Louisiana,Pennsylvania,2225,2009
Louisiana,Rhode Island,148,2009
Louisiana,South Carolina,929,2009
Louisiana,South Dakota,343,2009
Louisiana,Tennessee,4575,2009
Louisiana,Texas,24857,2009
Louisiana,Utah,427,2009
Louisiana,Vermont,68,2009
Louisiana,Virginia,1710,2009
Louisiana,Washington,902,2009
Louisiana,West Virginia,324,2009
Louisiana,Wisconsin,543,2009
Louisiana,Wyoming,69,2009
Maine,Alabama,16,2009
Maine,Alaska,139,2009
Maine,Arizona,650,2009
Maine,Arkansas,0,2009
Maine,California,1320,2009
Maine,Colorado,544,2009
Maine,Connecticut,1394,2009
Maine,Delaware,49,2009
Maine,District of Columbia ,0,2009
Maine,Florida,1781,2009
Maine,Georgia,699,2009
Maine,Hawaii,129,2009
Maine,Idaho,0,2009
Maine,Illinois,413,2009
Maine,Indiana,0,2009
Maine,Iowa,59,2009
Maine,Kansas,0,2009
Maine,Kentucky,0,2009
Maine,Louisiana,521,2009
Maine,Maryland,238,2009
Maine,Massachusetts,3518,2009
Maine,Michigan,0,2009
Maine,Minnesota,264,2009
Maine,Mississippi,20,2009
Maine,Missouri,119,2009
Maine,Montana,0,2009
Maine,Nebraska,0,2009
Maine,Nevada,0,2009
Maine,New Hampshire,3395,2009
Maine,New Jersey,938,2009
Maine,New Mexico,98,2009
Maine,New York,1956,2009
Maine,North Carolina,271,2009
Maine,North Dakota,0,2009
Maine,Ohio,343,2009
Maine,Oklahoma,25,2009
Maine,Oregon,277,2009
Maine,Pennsylvania,648,2009
Maine,Rhode Island,437,2009
Maine,South Carolina,194,2009
Maine,South Dakota,0,2009
Maine,Tennessee,1090,2009
Maine,Texas,318,2009
Maine,Utah,178,2009
Maine,Vermont,958,2009
Maine,Virginia,869,2009
Maine,Washington,221,2009
Maine,West Virginia,320,2009
Maine,Wisconsin,168,2009
Maine,Wyoming,95,2009
Maryland,Alabama,1118,2009
Maryland,Alaska,1497,2009
Maryland,Arizona,3126,2009
Maryland,Arkansas,316,2009
Maryland,California,6639,2009
Maryland,Colorado,1287,2009
Maryland,Connecticut,2895,2009
Maryland,Delaware,3935,2009
Maryland,District of Columbia ,21189,2009
Maryland,Florida,11155,2009
Maryland,Georgia,5689,2009
Maryland,Hawaii,739,2009
Maryland,Idaho,1017,2009
Maryland,Illinois,2733,2009
Maryland,Indiana,1268,2009
Maryland,Iowa,263,2009
Maryland,Kansas,1419,2009
Maryland,Kentucky,1598,2009
Maryland,Louisiana,632,2009
Maryland,Maine,1228,2009
Maryland,Massachusetts,3290,2009
Maryland,Michigan,4223,2009
Maryland,Minnesota,908,2009
Maryland,Mississippi,1466,2009
Maryland,Missouri,2403,2009
Maryland,Montana,0,2009
Maryland,Nebraska,55,2009
Maryland,Nevada,206,2009
Maryland,New Hampshire,620,2009
Maryland,New Jersey,6810,2009
Maryland,New Mexico,763,2009
Maryland,New York,11910,2009
Maryland,North Carolina,8192,2009
Maryland,North Dakota,0,2009
Maryland,Ohio,3517,2009
Maryland,Oklahoma,853,2009
Maryland,Oregon,326,2009
Maryland,Pennsylvania,14019,2009
Maryland,Rhode Island,676,2009
Maryland,South Carolina,3310,2009
Maryland,South Dakota,0,2009
Maryland,Tennessee,2906,2009
Maryland,Texas,6650,2009
Maryland,Utah,714,2009
Maryland,Vermont,889,2009
Maryland,Virginia,22050,2009
Maryland,Washington,1697,2009
Maryland,West Virginia,4826,2009
Maryland,Wisconsin,1255,2009
Maryland,Wyoming,0,2009
Massachusetts,Alabama,415,2009
Massachusetts,Alaska,1726,2009
Massachusetts,Arizona,1362,2009
Massachusetts,Arkansas,368,2009
Massachusetts,California,11981,2009
Massachusetts,Colorado,2117,2009
Massachusetts,Connecticut,11112,2009
Massachusetts,Delaware,65,2009
Massachusetts,District of Columbia ,1726,2009
Massachusetts,Florida,13714,2009
Massachusetts,Georgia,1954,2009
Massachusetts,Hawaii,1798,2009
Massachusetts,Idaho,149,2009
Massachusetts,Illinois,6326,2009
Massachusetts,Indiana,1810,2009
Massachusetts,Iowa,0,2009
Massachusetts,Kansas,209,2009
Massachusetts,Kentucky,438,2009
Massachusetts,Louisiana,64,2009
Massachusetts,Maine,4228,2009
Massachusetts,Maryland,2984,2009
Massachusetts,Michigan,3521,2009
Massachusetts,Minnesota,1351,2009
Massachusetts,Mississippi,164,2009
Massachusetts,Missouri,1608,2009
Massachusetts,Montana,288,2009
Massachusetts,Nebraska,0,2009
Massachusetts,Nevada,416,2009
Massachusetts,New Hampshire,10775,2009
Massachusetts,New Jersey,6850,2009
Massachusetts,New Mexico,344,2009
Massachusetts,New York,22409,2009
Massachusetts,North Carolina,3313,2009
Massachusetts,North Dakota,153,2009
Massachusetts,Ohio,3233,2009
Massachusetts,Oklahoma,385,2009
Massachusetts,Oregon,667,2009
Massachusetts,Pennsylvania,5264,2009
Massachusetts,Rhode Island,6316,2009
Massachusetts,South Carolina,566,2009
Massachusetts,South Dakota,0,2009
Massachusetts,Tennessee,922,2009
Massachusetts,Texas,2242,2009
Massachusetts,Utah,636,2009
Massachusetts,Vermont,1413,2009
Massachusetts,Virginia,4885,2009
Massachusetts,Washington,2219,2009
Massachusetts,West Virginia,190,2009
Massachusetts,Wisconsin,819,2009
Massachusetts,Wyoming,64,2009
Michigan,Alabama,3334,2009
Michigan,Alaska,1374,2009
Michigan,Arizona,3123,2009
Michigan,Arkansas,544,2009
Michigan,California,6753,2009
Michigan,Colorado,1606,2009
Michigan,Connecticut,646,2009
Michigan,Delaware,328,2009
Michigan,District of Columbia ,56,2009
Michigan,Florida,12319,2009
Michigan,Georgia,2862,2009
Michigan,Hawaii,170,2009
Michigan,Idaho,251,2009
Michigan,Illinois,11330,2009
Michigan,Indiana,6550,2009
Michigan,Iowa,716,2009
Michigan,Kansas,839,2009
Michigan,Kentucky,2155,2009
Michigan,Louisiana,1189,2009
Michigan,Maine,38,2009
Michigan,Maryland,1667,2009
Michigan,Massachusetts,1417,2009
Michigan,Minnesota,1242,2009
Michigan,Mississippi,1492,2009
Michigan,Missouri,2437,2009
Michigan,Montana,92,2009
Michigan,Nebraska,523,2009
Michigan,Nevada,1580,2009
Michigan,New Hampshire,334,2009
Michigan,New Jersey,2208,2009
Michigan,New Mexico,128,2009
Michigan,New York,4583,2009
Michigan,North Carolina,3009,2009
Michigan,North Dakota,309,2009
Michigan,Ohio,11801,2009
Michigan,Oklahoma,821,2009
Michigan,Oregon,1631,2009
Michigan,Pennsylvania,2106,2009
Michigan,Rhode Island,177,2009
Michigan,South Carolina,1693,2009
Michigan,South Dakota,156,2009
Michigan,Tennessee,2650,2009
Michigan,Texas,6142,2009
Michigan,Utah,611,2009
Michigan,Vermont,247,2009
Michigan,Virginia,2054,2009
Michigan,Washington,3397,2009
Michigan,West Virginia,220,2009
Michigan,Wisconsin,5888,2009
Michigan,Wyoming,662,2009
Minnesota,Alabama,526,2009
Minnesota,Alaska,986,2009
Minnesota,Arizona,2571,2009
Minnesota,Arkansas,595,2009
Minnesota,California,4371,2009
Minnesota,Colorado,2426,2009
Minnesota,Connecticut,851,2009
Minnesota,Delaware,0,2009
Minnesota,District of Columbia ,138,2009
Minnesota,Florida,3114,2009
Minnesota,Georgia,2293,2009
Minnesota,Hawaii,331,2009
Minnesota,Idaho,42,2009
Minnesota,Illinois,5545,2009
Minnesota,Indiana,1206,2009
Minnesota,Iowa,5738,2009
Minnesota,Kansas,934,2009
Minnesota,Kentucky,563,2009
Minnesota,Louisiana,0,2009
Minnesota,Maine,35,2009
Minnesota,Maryland,751,2009
Minnesota,Massachusetts,253,2009
Minnesota,Michigan,1868,2009
Minnesota,Mississippi,270,2009
Minnesota,Missouri,985,2009
Minnesota,Montana,661,2009
Minnesota,Nebraska,1486,2009
Minnesota,Nevada,969,2009
Minnesota,New Hampshire,74,2009
Minnesota,New Jersey,815,2009
Minnesota,New Mexico,639,2009
Minnesota,New York,2275,2009
Minnesota,North Carolina,2842,2009
Minnesota,North Dakota,7160,2009
Minnesota,Ohio,1388,2009
Minnesota,Oklahoma,1208,2009
Minnesota,Oregon,1088,2009
Minnesota,Pennsylvania,1111,2009
Minnesota,Rhode Island,0,2009
Minnesota,South Carolina,711,2009
Minnesota,South Dakota,3268,2009
Minnesota,Tennessee,979,2009
Minnesota,Texas,4835,2009
Minnesota,Utah,513,2009
Minnesota,Vermont,318,2009
Minnesota,Virginia,1697,2009
Minnesota,Washington,2783,2009
Minnesota,West Virginia,107,2009
Minnesota,Wisconsin,17189,2009
Minnesota,Wyoming,436,2009
Mississippi,Alabama,6446,2009
Mississippi,Alaska,0,2009
Mississippi,Arizona,242,2009
Mississippi,Arkansas,3833,2009
Mississippi,California,2379,2009
Mississippi,Colorado,579,2009
Mississippi,Connecticut,738,2009
Mississippi,Delaware,89,2009
Mississippi,District of Columbia ,44,2009
Mississippi,Florida,5402,2009
Mississippi,Georgia,5185,2009
Mississippi,Hawaii,171,2009
Mississippi,Idaho,0,2009
Mississippi,Illinois,4127,2009
Mississippi,Indiana,513,2009
Mississippi,Iowa,113,2009
Mississippi,Kansas,661,2009
Mississippi,Kentucky,818,2009
Mississippi,Louisiana,7145,2009
Mississippi,Maine,127,2009
Mississippi,Maryland,432,2009
Mississippi,Massachusetts,319,2009
Mississippi,Michigan,2235,2009
Mississippi,Minnesota,244,2009
Mississippi,Missouri,1235,2009
Mississippi,Montana,0,2009
Mississippi,Nebraska,0,2009
Mississippi,Nevada,522,2009
Mississippi,New Hampshire,0,2009
Mississippi,New Jersey,232,2009
Mississippi,New Mexico,55,2009
Mississippi,New York,409,2009
Mississippi,North Carolina,1181,2009
Mississippi,North Dakota,77,2009
Mississippi,Ohio,1419,2009
Mississippi,Oklahoma,915,2009
Mississippi,Oregon,0,2009
Mississippi,Pennsylvania,565,2009
Mississippi,Rhode Island,190,2009
Mississippi,South Carolina,518,2009
Mississippi,South Dakota,118,2009
Mississippi,Tennessee,9936,2009
Mississippi,Texas,5024,2009
Mississippi,Utah,0,2009
Mississippi,Vermont,0,2009
Mississippi,Virginia,842,2009
Mississippi,Washington,517,2009
Mississippi,West Virginia,54,2009
Mississippi,Wisconsin,1491,2009
Mississippi,Wyoming,0,2009
Missouri,Alabama,2676,2009
Missouri,Alaska,814,2009
Missouri,Arizona,3269,2009
Missouri,Arkansas,5795,2009
Missouri,California,7509,2009
Missouri,Colorado,2753,2009
Missouri,Connecticut,799,2009
Missouri,Delaware,82,2009
Missouri,District of Columbia ,397,2009
Missouri,Florida,6801,2009
Missouri,Georgia,3512,2009
Missouri,Hawaii,1047,2009
Missouri,Idaho,311,2009
Missouri,Illinois,21245,2009
Missouri,Indiana,2956,2009
Missouri,Iowa,5484,2009
Missouri,Kansas,18757,2009
Missouri,Kentucky,3358,2009
Missouri,Louisiana,1526,2009
Missouri,Maine,509,2009
Missouri,Maryland,994,2009
Missouri,Massachusetts,716,2009
Missouri,Michigan,2304,2009
Missouri,Minnesota,1778,2009
Missouri,Mississippi,1617,2009
Missouri,Montana,303,2009
Missouri,Nebraska,1887,2009
Missouri,Nevada,1851,2009
Missouri,New Hampshire,0,2009
Missouri,New Jersey,1515,2009
Missouri,New Mexico,515,2009
Missouri,New York,2555,2009
Missouri,North Carolina,2766,2009
Missouri,North Dakota,235,2009
Missouri,Ohio,3895,2009
Missouri,Oklahoma,4283,2009
Missouri,Oregon,915,2009
Missouri,Pennsylvania,2449,2009
Missouri,Rhode Island,189,2009
Missouri,South Carolina,707,2009
Missouri,South Dakota,1320,2009
Missouri,Tennessee,3262,2009
Missouri,Texas,9955,2009
Missouri,Utah,1223,2009
Missouri,Vermont,163,2009
Missouri,Virginia,4702,2009
Missouri,Washington,2346,2009
Missouri,West Virginia,969,2009
Missouri,Wisconsin,5125,2009
Missouri,Wyoming,66,2009
Montana,Alabama,0,2009
Montana,Alaska,1209,2009
Montana,Arizona,1786,2009
Montana,Arkansas,133,2009
Montana,California,2471,2009
Montana,Colorado,1967,2009
Montana,Connecticut,39,2009
Montana,Delaware,0,2009
Montana,District of Columbia ,0,2009
Montana,Florida,2267,2009
Montana,Georgia,599,2009
Montana,Hawaii,93,2009
Montana,Idaho,1616,2009
Montana,Illinois,875,2009
Montana,Indiana,303,2009
Montana,Iowa,34,2009
Montana,Kansas,0,2009
Montana,Kentucky,171,2009
Montana,Louisiana,145,2009
Montana,Maine,20,2009
Montana,Maryland,183,2009
Montana,Massachusetts,238,2009
Montana,Michigan,306,2009
Montana,Minnesota,416,2009
Montana,Mississippi,395,2009
Montana,Missouri,265,2009
Montana,Nebraska,31,2009
Montana,Nevada,1116,2009
Montana,New Hampshire,35,2009
Montana,New Jersey,60,2009
Montana,New Mexico,471,2009
Montana,New York,379,2009
Montana,North Carolina,565,2009
Montana,North Dakota,1051,2009
Montana,Ohio,269,2009
Montana,Oklahoma,142,2009
Montana,Oregon,1764,2009
Montana,Pennsylvania,199,2009
Montana,Rhode Island,68,2009
Montana,South Carolina,131,2009
Montana,South Dakota,344,2009
Montana,Tennessee,417,2009
Montana,Texas,902,2009
Montana,Utah,1021,2009
Montana,Vermont,0,2009
Montana,Virginia,159,2009
Montana,Washington,4701,2009
Montana,West Virginia,45,2009
Montana,Wisconsin,729,2009
Montana,Wyoming,885,2009
Nebraska,Alabama,58,2009
Nebraska,Alaska,364,2009
Nebraska,Arizona,1972,2009
Nebraska,Arkansas,279,2009
Nebraska,California,4272,2009
Nebraska,Colorado,2393,2009
Nebraska,Connecticut,288,2009
Nebraska,Delaware,79,2009
Nebraska,District of Columbia ,69,2009
Nebraska,Florida,4052,2009
Nebraska,Georgia,1024,2009
Nebraska,Hawaii,123,2009
Nebraska,Idaho,177,2009
Nebraska,Illinois,1472,2009
Nebraska,Indiana,195,2009
Nebraska,Iowa,7080,2009
Nebraska,Kansas,4783,2009
Nebraska,Kentucky,250,2009
Nebraska,Louisiana,117,2009
Nebraska,Maine,0,2009
Nebraska,Maryland,354,2009
Nebraska,Massachusetts,309,2009
Nebraska,Michigan,1465,2009
Nebraska,Minnesota,1757,2009
Nebraska,Mississippi,418,2009
Nebraska,Missouri,2973,2009
Nebraska,Montana,228,2009
Nebraska,Nevada,387,2009
Nebraska,New Hampshire,408,2009
Nebraska,New Jersey,22,2009
Nebraska,New Mexico,298,2009
Nebraska,New York,515,2009
Nebraska,North Carolina,94,2009
Nebraska,North Dakota,682,2009
Nebraska,Ohio,191,2009
Nebraska,Oklahoma,227,2009
Nebraska,Oregon,138,2009
Nebraska,Pennsylvania,240,2009
Nebraska,Rhode Island,0,2009
Nebraska,South Carolina,821,2009
Nebraska,South Dakota,1191,2009
Nebraska,Tennessee,314,2009
Nebraska,Texas,4072,2009
Nebraska,Utah,276,2009
Nebraska,Vermont,265,2009
Nebraska,Virginia,941,2009
Nebraska,Washington,2281,2009
Nebraska,West Virginia,0,2009
Nebraska,Wisconsin,908,2009
Nebraska,Wyoming,2285,2009
Nevada,Alabama,460,2009
Nevada,Alaska,1188,2009
Nevada,Arizona,7681,2009
Nevada,Arkansas,717,2009
Nevada,California,39762,2009
Nevada,Colorado,2293,2009
Nevada,Connecticut,386,2009
Nevada,Delaware,0,2009
Nevada,District of Columbia ,167,2009
Nevada,Florida,5438,2009
Nevada,Georgia,1409,2009
Nevada,Hawaii,3073,2009
Nevada,Idaho,3050,2009
Nevada,Illinois,2451,2009
Nevada,Indiana,940,2009
Nevada,Iowa,491,2009
Nevada,Kansas,348,2009
Nevada,Kentucky,643,2009
Nevada,Louisiana,290,2009
Nevada,Maine,0,2009
Nevada,Maryland,329,2009
Nevada,Massachusetts,192,2009
Nevada,Michigan,2516,2009
Nevada,Minnesota,1863,2009
Nevada,Mississippi,567,2009
Nevada,Missouri,1193,2009
Nevada,Montana,345,2009
Nevada,Nebraska,271,2009
Nevada,New Hampshire,763,2009
Nevada,New Jersey,505,2009
Nevada,New Mexico,1544,2009
Nevada,New York,1638,2009
Nevada,North Carolina,2412,2009
Nevada,North Dakota,637,2009
Nevada,Ohio,549,2009
Nevada,Oklahoma,352,2009
Nevada,Oregon,3268,2009
Nevada,Pennsylvania,1079,2009
Nevada,Rhode Island,169,2009
Nevada,South Carolina,0,2009
Nevada,South Dakota,346,2009
Nevada,Tennessee,292,2009
Nevada,Texas,4991,2009
Nevada,Utah,5331,2009
Nevada,Vermont,0,2009
Nevada,Virginia,1915,2009
Nevada,Washington,3206,2009
Nevada,West Virginia,20,2009
Nevada,Wisconsin,968,2009
Nevada,Wyoming,471,2009
New Hampshire,Alabama,347,2009
New Hampshire,Alaska,18,2009
New Hampshire,Arizona,207,2009
New Hampshire,Arkansas,261,2009
New Hampshire,California,1231,2009
New Hampshire,Colorado,523,2009
New Hampshire,Connecticut,2113,2009
New Hampshire,Delaware,0,2009
New Hampshire,District of Columbia ,0,2009
New Hampshire,Florida,1839,2009
New Hampshire,Georgia,362,2009
New Hampshire,Hawaii,52,2009
New Hampshire,Idaho,0,2009
New Hampshire,Illinois,536,2009
New Hampshire,Indiana,321,2009
New Hampshire,Iowa,0,2009
New Hampshire,Kansas,68,2009
New Hampshire,Kentucky,0,2009
New Hampshire,Louisiana,58,2009
New Hampshire,Maine,1792,2009
New Hampshire,Maryland,449,2009
New Hampshire,Massachusetts,14984,2009
New Hampshire,Michigan,213,2009
New Hampshire,Minnesota,0,2009
New Hampshire,Mississippi,187,2009
New Hampshire,Missouri,130,2009
New Hampshire,Montana,452,2009
New Hampshire,Nebraska,0,2009
New Hampshire,Nevada,0,2009
New Hampshire,New Jersey,737,2009
New Hampshire,New Mexico,0,2009
New Hampshire,New York,2370,2009
New Hampshire,North Carolina,761,2009
New Hampshire,North Dakota,0,2009
New Hampshire,Ohio,537,2009
New Hampshire,Oklahoma,0,2009
New Hampshire,Oregon,249,2009
New Hampshire,Pennsylvania,804,2009
New Hampshire,Rhode Island,1256,2009
New Hampshire,South Carolina,0,2009
New Hampshire,South Dakota,324,2009
New Hampshire,Tennessee,133,2009
New Hampshire,Texas,820,2009
New Hampshire,Utah,209,2009
New Hampshire,Vermont,2109,2009
New Hampshire,Virginia,1241,2009
New Hampshire,Washington,147,2009
New Hampshire,West Virginia,0,2009
New Hampshire,Wisconsin,100,2009
New Hampshire,Wyoming,0,2009
New Jersey,Alabama,250,2009
New Jersey,Alaska,1116,2009
New Jersey,Arizona,1270,2009
New Jersey,Arkansas,0,2009
New Jersey,California,6156,2009
New Jersey,Colorado,524,2009
New Jersey,Connecticut,4343,2009
New Jersey,Delaware,2693,2009
New Jersey,District of Columbia ,860,2009
New Jersey,Florida,13935,2009
New Jersey,Georgia,4958,2009
New Jersey,Hawaii,699,2009
New Jersey,Idaho,342,2009
New Jersey,Illinois,2509,2009
New Jersey,Indiana,545,2009
New Jersey,Iowa,128,2009
New Jersey,Kansas,61,2009
New Jersey,Kentucky,59,2009
New Jersey,Louisiana,174,2009
New Jersey,Maine,588,2009
New Jersey,Maryland,3089,2009
New Jersey,Massachusetts,3982,2009
New Jersey,Michigan,800,2009
New Jersey,Minnesota,722,2009
New Jersey,Mississippi,295,2009
New Jersey,Missouri,314,2009
New Jersey,Montana,0,2009
New Jersey,Nebraska,137,2009
New Jersey,Nevada,299,2009
New Jersey,New Hampshire,477,2009
New Jersey,New Mexico,360,2009
New Jersey,New York,41692,2009
New Jersey,North Carolina,3499,2009
New Jersey,North Dakota,53,2009
New Jersey,Ohio,2122,2009
New Jersey,Oklahoma,277,2009
New Jersey,Oregon,199,2009
New Jersey,Pennsylvania,19947,2009
New Jersey,Rhode Island,534,2009
New Jersey,South Carolina,1326,2009
New Jersey,South Dakota,0,2009
New Jersey,Tennessee,494,2009
New Jersey,Texas,3368,2009
New Jersey,Utah,129,2009
New Jersey,Vermont,65,2009
New Jersey,Virginia,3378,2009
New Jersey,Washington,1060,2009
New Jersey,West Virginia,683,2009
New Jersey,Wisconsin,117,2009
New Jersey,Wyoming,78,2009
New Mexico,Alabama,2420,2009
New Mexico,Alaska,588,2009
New Mexico,Arizona,9402,2009
New Mexico,Arkansas,290,2009
New Mexico,California,8439,2009
New Mexico,Colorado,3269,2009
New Mexico,Connecticut,42,2009
New Mexico,Delaware,49,2009
New Mexico,District of Columbia ,366,2009
New Mexico,Florida,1911,2009
New Mexico,Georgia,1347,2009
New Mexico,Hawaii,263,2009
New Mexico,Idaho,200,2009
New Mexico,Illinois,1807,2009
New Mexico,Indiana,1434,2009
New Mexico,Iowa,647,2009
New Mexico,Kansas,234,2009
New Mexico,Kentucky,123,2009
New Mexico,Louisiana,45,2009
New Mexico,Maine,63,2009
New Mexico,Maryland,670,2009
New Mexico,Massachusetts,821,2009
New Mexico,Michigan,683,2009
New Mexico,Minnesota,516,2009
New Mexico,Mississippi,436,2009
New Mexico,Missouri,1941,2009
New Mexico,Montana,763,2009
New Mexico,Nebraska,934,2009
New Mexico,Nevada,3274,2009
New Mexico,New Hampshire,0,2009
New Mexico,New Jersey,879,2009
New Mexico,New York,300,2009
New Mexico,North Carolina,510,2009
New Mexico,North Dakota,194,2009
New Mexico,Ohio,976,2009
New Mexico,Oklahoma,1180,2009
New Mexico,Oregon,1012,2009
New Mexico,Pennsylvania,452,2009
New Mexico,Rhode Island,0,2009
New Mexico,South Carolina,668,2009
New Mexico,South Dakota,0,2009
New Mexico,Tennessee,54,2009
New Mexico,Texas,9796,2009
New Mexico,Utah,2710,2009
New Mexico,Vermont,166,2009
New Mexico,Virginia,1196,2009
New Mexico,Washington,1001,2009
New Mexico,West Virginia,102,2009
New Mexico,Wisconsin,262,2009
New Mexico,Wyoming,57,2009
New York,Alabama,2626,2009
New York,Alaska,2993,2009
New York,Arizona,4099,2009
New York,Arkansas,759,2009
New York,California,22916,2009
New York,Colorado,3047,2009
New York,Connecticut,12522,2009
New York,Delaware,893,2009
New York,District of Columbia ,3573,2009
New York,Florida,30875,2009
New York,Georgia,8175,2009
New York,Hawaii,1327,2009
New York,Idaho,607,2009
New York,Illinois,6982,2009
New York,Indiana,2566,2009
New York,Iowa,846,2009
New York,Kansas,671,2009
New York,Kentucky,1811,2009
New York,Louisiana,1525,2009
New York,Maine,1557,2009
New York,Maryland,6982,2009
New York,Massachusetts,17239,2009
New York,Michigan,7467,2009
New York,Minnesota,1921,2009
New York,Mississippi,205,2009
New York,Missouri,2225,2009
New York,Montana,889,2009
New York,Nebraska,315,2009
New York,Nevada,3137,2009
New York,New Hampshire,2285,2009
New York,New Jersey,36630,2009
New York,New Mexico,1248,2009
New York,North Carolina,11518,2009
New York,North Dakota,0,2009
New York,Ohio,5822,2009
New York,Oklahoma,1777,2009
New York,Oregon,807,2009
New York,Pennsylvania,21961,2009
New York,Rhode Island,2620,2009
New York,South Carolina,3874,2009
New York,South Dakota,219,2009
New York,Tennessee,2736,2009
New York,Texas,10249,2009
New York,Utah,497,2009
New York,Vermont,4407,2009
New York,Virginia,8902,2009
New York,Washington,2163,2009
New York,West Virginia,995,2009
New York,Wisconsin,1894,2009
New York,Wyoming,310,2009
North Carolina,Alabama,5102,2009
North Carolina,Alaska,1184,2009
North Carolina,Arizona,3016,2009
North Carolina,Arkansas,1522,2009
North Carolina,California,13044,2009
North Carolina,Colorado,2978,2009
North Carolina,Connecticut,4669,2009
North Carolina,Delaware,1890,2009
North Carolina,District of Columbia ,1654,2009
North Carolina,Florida,24457,2009
North Carolina,Georgia,14511,2009
North Carolina,Hawaii,1211,2009
North Carolina,Idaho,118,2009
North Carolina,Illinois,4708,2009
North Carolina,Indiana,2927,2009
North Carolina,Iowa,1463,2009
North Carolina,Kansas,2982,2009
North Carolina,Kentucky,5790,2009
North Carolina,Louisiana,1913,2009
North Carolina,Maine,1338,2009
North Carolina,Maryland,9570,2009
North Carolina,Massachusetts,5673,2009
North Carolina,Michigan,9510,2009
North Carolina,Minnesota,1089,2009
North Carolina,Mississippi,2983,2009
North Carolina,Missouri,3945,2009
North Carolina,Montana,50,2009
North Carolina,Nebraska,228,2009
North Carolina,Nevada,2159,2009
North Carolina,New Hampshire,1746,2009
North Carolina,New Jersey,13266,2009
North Carolina,New Mexico,1432,2009
North Carolina,New York,20865,2009
North Carolina,North Dakota,117,2009
North Carolina,Ohio,11709,2009
North Carolina,Oklahoma,1620,2009
North Carolina,Oregon,1728,2009
North Carolina,Pennsylvania,10774,2009
North Carolina,Rhode Island,1717,2009
North Carolina,South Carolina,22374,2009
North Carolina,South Dakota,339,2009
North Carolina,Tennessee,7780,2009
North Carolina,Texas,13658,2009
North Carolina,Utah,195,2009
North Carolina,Vermont,2190,2009
North Carolina,Virginia,27787,2009
North Carolina,Washington,2000,2009
North Carolina,West Virginia,5260,2009
North Carolina,Wisconsin,3007,2009
North Carolina,Wyoming,427,2009
North Dakota,Alabama,312,2009
North Dakota,Alaska,922,2009
North Dakota,Arizona,776,2009
North Dakota,Arkansas,4,2009
North Dakota,California,1344,2009
North Dakota,Colorado,468,2009
North Dakota,Connecticut,84,2009
North Dakota,Delaware,0,2009
North Dakota,District of Columbia ,0,2009
North Dakota,Florida,979,2009
North Dakota,Georgia,392,2009
North Dakota,Hawaii,0,2009
North Dakota,Idaho,257,2009
North Dakota,Illinois,568,2009
North Dakota,Indiana,181,2009
North Dakota,Iowa,513,2009
North Dakota,Kansas,114,2009
North Dakota,Kentucky,327,2009
North Dakota,Louisiana,83,2009
North Dakota,Maine,0,2009
North Dakota,Maryland,294,2009
North Dakota,Massachusetts,0,2009
North Dakota,Michigan,637,2009
North Dakota,Minnesota,13564,2009
