target,source,flow,year
Arizona,Georgia,3413,2008
Arizona,Hawaii,2196,2008
Arizona,Idaho,3098,2008
Arizona,Illinois,7106,2008
Arizona,Indiana,4371,2008
Arizona,Iowa,2417,2008
Arizona,Kansas,882,2008
Arizona,Kentucky,2490,2008
Arizona,Louisiana,1586,2008
Arizona,Maine,951,2008
Arizona,Maryland,2395,2008
Arizona,Massachusetts,2905,2008
Arizona,Michigan,10781,2008
Arizona,Minnesota,9644,2008
Arizona,Mississippi,690,2008
Arizona,Missouri,4910,2008
Arizona,Montana,2440,2008
Arizona,Nebraska,2674,2008
Arizona,Nevada,9056,2008
Arizona,New Hampshire,506,2008
Arizona,New Jersey,2033,2008
Arizona,New Mexico,5146,2008
Arizona,New York,7506,2008
Arizona,North Carolina,5491,2008
Arizona,North Dakota,1387,2008
Arizona,Ohio,8274,2008
Arizona,Oklahoma,1920,2008
Arizona,Oregon,7820,2008
Arizona,Pennsylvania,5664,2008
Arizona,Rhode Island,1165,2008
Arizona,South Carolina,1347,2008
Arizona,South Dakota,1085,2008
Arizona,Tennessee,2299,2008
Arizona,Texas,12153,2008
Arizona,Utah,4853,2008
Arizona,Vermont,218,2008
Arizona,Virginia,3361,2008
Arizona,Washington,11891,2008
Arizona,West Virginia,356,2008
Arizona,Wisconsin,2792,2008
Arizona,Wyoming,1701,2008
Arkansas,Alabama,1009,2008
Arkansas,Alaska,95,2008
Arkansas,Arizona,2872,2008
Arkansas,California,6451,2008
Arkansas,Colorado,989,2008
Arkansas,Connecticut,0,2008
Arkansas,Delaware,0,2008
Arkansas,District of Columbia ,0,2008
Arkansas,Florida,3948,2008
Arkansas,Georgia,1085,2008
Arkansas,Hawaii,381,2008
Arkansas,Idaho,444,2008
Arkansas,Illinois,4213,2008
Arkansas,Indiana,628,2008
Arkansas,Iowa,1063,2008
Arkansas,Kansas,1625,2008
Arkansas,Kentucky,264,2008
Arkansas,Louisiana,2696,2008
Arkansas,Maine,76,2008
Arkansas,Maryland,485,2008
Arkansas,Massachusetts,272,2008
Arkansas,Michigan,2847,2008
Arkansas,Minnesota,2244,2008
Arkansas,Mississippi,4031,2008
Arkansas,Missouri,6081,2008
Arkansas,Montana,305,2008
Arkansas,Nebraska,938,2008
Arkansas,Nevada,581,2008
Arkansas,New Hampshire,26,2008
Arkansas,New Jersey,47,2008
Arkansas,New Mexico,822,2008
Arkansas,New York,185,2008
Arkansas,North Carolina,1192,2008
Arkansas,North Dakota,38,2008
Arkansas,Ohio,724,2008
Arkansas,Oklahoma,6698,2008
Arkansas,Oregon,982,2008
Arkansas,Pennsylvania,554,2008
Arkansas,Rhode Island,0,2008
Arkansas,South Carolina,1174,2008
Arkansas,South Dakota,56,2008
Arkansas,Tennessee,5195,2008
Arkansas,Texas,19551,2008
Arkansas,Utah,52,2008
Arkansas,Vermont,0,2008
Arkansas,Virginia,2575,2008
Arkansas,Washington,970,2008
Arkansas,West Virginia,458,2008
Arkansas,Wisconsin,1468,2008
Arkansas,Wyoming,154,2008
California,Alabama,2868,2008
California,Alaska,5905,2008
California,Arizona,37873,2008
California,Arkansas,4504,2008
California,Colorado,19002,2008
California,Connecticut,4551,2008
California,Delaware,399,2008
California,District of Columbia ,2410,2008
California,Florida,23036,2008
California,Georgia,8301,2008
California,Hawaii,11054,2008
California,Idaho,6333,2008
California,Illinois,21611,2008
California,Indiana,4537,2008
California,Iowa,2880,2008
California,Kansas,4331,2008
California,Kentucky,2753,2008
California,Louisiana,4792,2008
California,Maine,2086,2008
California,Maryland,8120,2008
California,Massachusetts,13523,2008
California,Michigan,10357,2008
California,Minnesota,5000,2008
California,Mississippi,2529,2008
California,Missouri,8917,2008
California,Montana,3292,2008
California,Nebraska,2402,2008
California,Nevada,31237,2008
California,New Hampshire,1192,2008
California,New Jersey,7454,2008
California,New Mexico,5753,2008
California,New York,28535,2008
California,North Carolina,11247,2008
California,North Dakota,718,2008
California,Ohio,8312,2008
California,Oklahoma,3059,2008
California,Oregon,20369,2008
California,Pennsylvania,11697,2008
California,Rhode Island,1223,2008
California,South Carolina,2876,2008
California,South Dakota,715,2008
California,Tennessee,5670,2008
California,Texas,42142,2008
California,Utah,9977,2008
California,Vermont,892,2008
California,Virginia,13612,2008
California,Washington,29680,2008
California,West Virginia,1372,2008
California,Wisconsin,4705,2008
California,Wyoming,1585,2008
Colorado,Alabama,1243,2008
Colorado,Alaska,3330,2008
Colorado,Arizona,12096,2008
Colorado,Arkansas,966,2008
Colorado,California,28890,2008
Colorado,Connecticut,833,2008
Colorado,Delaware,195,2008
Colorado,District of Columbia ,61,2008
Colorado,Florida,10469,2008
Colorado,Georgia,4467,2008
Colorado,Hawaii,1861,2008
Colorado,Idaho,2090,2008
Colorado,Illinois,5140,2008
Colorado,Indiana,3181,2008
Colorado,Iowa,2420,2008
Colorado,Kansas,6085,2008
Colorado,Kentucky,1418,2008
Colorado,Louisiana,2068,2008
Colorado,Maine,597,2008
Colorado,Maryland,1039,2008
Colorado,Massachusetts,2460,2008
Colorado,Michigan,3498,2008
Colorado,Minnesota,4067,2008
Colorado,Mississippi,729,2008
Colorado,Missouri,2967,2008
Colorado,Montana,2405,2008
Colorado,Nebraska,3034,2008
Colorado,Nevada,4453,2008
Colorado,New Hampshire,525,2008
Colorado,New Jersey,2966,2008
Colorado,New Mexico,8457,2008
Colorado,New York,3298,2008
Colorado,North Carolina,4566,2008
Colorado,North Dakota,1438,2008
Colorado,Ohio,3928,2008
Colorado,Oklahoma,3929,2008
Colorado,Oregon,4028,2008
Colorado,Pennsylvania,3788,2008
Colorado,Rhode Island,398,2008
Colorado,South Carolina,2930,2008
Colorado,South Dakota,1230,2008
Colorado,Tennessee,1665,2008
Colorado,Texas,18276,2008
Colorado,Utah,5002,2008
Colorado,Vermont,322,2008
Colorado,Virginia,3404,2008
Colorado,Washington,4926,2008
Colorado,West Virginia,455,2008
Colorado,Wisconsin,3492,2008
Colorado,Wyoming,5234,2008
Connecticut,Alabama,139,2008
Connecticut,Alaska,1870,2008
Connecticut,Arizona,977,2008
Connecticut,Arkansas,0,2008
Connecticut,California,2970,2008
Connecticut,Colorado,1133,2008
Connecticut,Delaware,47,2008
Connecticut,District of Columbia ,267,2008
Connecticut,Florida,4573,2008
Connecticut,Georgia,2852,2008
Connecticut,Hawaii,84,2008
Connecticut,Idaho,154,2008
Connecticut,Illinois,1296,2008
Connecticut,Indiana,220,2008
Connecticut,Iowa,353,2008
Connecticut,Kansas,63,2008
Connecticut,Kentucky,379,2008
Connecticut,Louisiana,357,2008
Connecticut,Maine,1410,2008
Connecticut,Maryland,915,2008
Connecticut,Massachusetts,11231,2008
Connecticut,Michigan,2062,2008
Connecticut,Minnesota,797,2008
Connecticut,Mississippi,0,2008
Connecticut,Missouri,307,2008
Connecticut,Montana,0,2008
Connecticut,Nebraska,15,2008
Connecticut,Nevada,141,2008
Connecticut,New Hampshire,1431,2008
Connecticut,New Jersey,4669,2008
Connecticut,New Mexico,141,2008
Connecticut,New York,17271,2008
Connecticut,North Carolina,1679,2008
Connecticut,North Dakota,0,2008
Connecticut,Ohio,1269,2008
Connecticut,Oklahoma,58,2008
Connecticut,Oregon,58,2008
Connecticut,Pennsylvania,3036,2008
Connecticut,Rhode Island,2758,2008
Connecticut,South Carolina,978,2008
Connecticut,South Dakota,61,2008
Connecticut,Tennessee,375,2008
Connecticut,Texas,2261,2008
Connecticut,Utah,61,2008
Connecticut,Vermont,1557,2008
Connecticut,Virginia,3606,2008
Connecticut,Washington,1127,2008
Connecticut,West Virginia,85,2008
Connecticut,Wisconsin,1342,2008
Connecticut,Wyoming,411,2008
Delaware,Alabama,89,2008
Delaware,Alaska,235,2008
Delaware,Arizona,180,2008
Delaware,Arkansas,0,2008
Delaware,California,1294,2008
Delaware,Colorado,399,2008
Delaware,Connecticut,500,2008
Delaware,District of Columbia ,168,2008
Delaware,Florida,2029,2008
Delaware,Georgia,1018,2008
Delaware,Hawaii,0,2008
Delaware,Idaho,0,2008
Delaware,Illinois,1287,2008
Delaware,Indiana,547,2008
Delaware,Iowa,0,2008
Delaware,Kansas,73,2008
Delaware,Kentucky,0,2008
Delaware,Louisiana,472,2008
Delaware,Maine,58,2008
Delaware,Maryland,8322,2008
Delaware,Massachusetts,1574,2008
Delaware,Michigan,0,2008
Delaware,Minnesota,51,2008
Delaware,Mississippi,56,2008
Delaware,Missouri,260,2008
Delaware,Montana,0,2008
Delaware,Nebraska,0,2008
Delaware,Nevada,135,2008
Delaware,New Hampshire,304,2008
Delaware,New Jersey,3323,2008
Delaware,New Mexico,175,2008
Delaware,New York,2966,2008
Delaware,North Carolina,1200,2008
Delaware,North Dakota,758,2008
Delaware,Ohio,86,2008
Delaware,Oklahoma,38,2008
Delaware,Oregon,0,2008
Delaware,Pennsylvania,8892,2008
Delaware,Rhode Island,0,2008
Delaware,South Carolina,571,2008
Delaware,South Dakota,0,2008
Delaware,Tennessee,170,2008
Delaware,Texas,520,2008
Delaware,Utah,0,2008
Delaware,Vermont,0,2008
Delaware,Virginia,2983,2008
Delaware,Washington,550,2008
Delaware,West Virginia,92,2008
Delaware,Wisconsin,144,2008
Delaware,Wyoming,109,2008
District of Columbia ,Alabama,103,2008
District of Columbia ,Alaska,230,2008
District of Columbia ,Arizona,509,2008
District of Columbia ,Arkansas,35,2008
District of Columbia ,California,1688,2008
District of Columbia ,Colorado,360,2008
District of Columbia ,Connecticut,919,2008
District of Columbia ,Delaware,981,2008
District of Columbia ,Florida,1650,2008
District of Columbia ,Georgia,709,2008
District of Columbia ,Hawaii,355,2008
District of Columbia ,Idaho,79,2008
District of Columbia ,Illinois,877,2008
District of Columbia ,Indiana,137,2008
District of Columbia ,Iowa,139,2008
District of Columbia ,Kansas,364,2008
District of Columbia ,Kentucky,0,2008
District of Columbia ,Louisiana,484,2008
District of Columbia ,Maine,0,2008
District of Columbia ,Maryland,12275,2008
District of Columbia ,Massachusetts,1523,2008
District of Columbia ,Michigan,895,2008
District of Columbia ,Minnesota,300,2008
District of Columbia ,Mississippi,91,2008
District of Columbia ,Missouri,179,2008
District of Columbia ,Montana,65,2008
District of Columbia ,Nebraska,0,2008
District of Columbia ,Nevada,0,2008
District of Columbia ,New Hampshire,230,2008
District of Columbia ,New Jersey,1160,2008
District of Columbia ,New Mexico,51,2008
District of Columbia ,New York,3974,2008
District of Columbia ,North Carolina,1370,2008
District of Columbia ,North Dakota,0,2008
District of Columbia ,Ohio,966,2008
District of Columbia ,Oklahoma,109,2008
District of Columbia ,Oregon,412,2008
District of Columbia ,Pennsylvania,1880,2008
District of Columbia ,Rhode Island,336,2008
District of Columbia ,South Carolina,608,2008
District of Columbia ,South Dakota,0,2008
District of Columbia ,Tennessee,35,2008
District of Columbia ,Texas,711,2008
District of Columbia ,Utah,0,2008
District of Columbia ,Vermont,0,2008
District of Columbia ,Virginia,6828,2008
District of Columbia ,Washington,296,2008
District of Columbia ,West Virginia,424,2008
District of Columbia ,Wisconsin,197,2008
District of Columbia ,Wyoming,0,2008
Florida,Alabama,13116,2008
Florida,Alaska,10734,2008
Florida,Arizona,4501,2008
Florida,Arkansas,4368,2008
Florida,California,18241,2008
Florida,Colorado,8511,2008
Florida,Connecticut,11058,2008
Florida,Delaware,1680,2008
Florida,District of Columbia ,2100,2008
Florida,Georgia,47089,2008
Florida,Hawaii,1763,2008
Florida,Idaho,1911,2008
Florida,Illinois,14902,2008
Florida,Indiana,13681,2008
Florida,Iowa,2431,2008
Florida,Kansas,3928,2008
Florida,Kentucky,5697,2008
Florida,Louisiana,6223,2008
Florida,Maine,2845,2008
Florida,Maryland,10660,2008
Florida,Massachusetts,15203,2008
Florida,Michigan,19062,2008
Florida,Minnesota,4374,2008
Florida,Mississippi,3751,2008
Florida,Missouri,4673,2008
Florida,Montana,538,2008
Florida,Nebraska,612,2008
Florida,Nevada,2938,2008
Florida,New Hampshire,2213,2008
Florida,New Jersey,26070,2008
Florida,New Mexico,2806,2008
Florida,New York,57995,2008
Florida,North Carolina,22320,2008
Florida,North Dakota,227,2008
Florida,Ohio,23501,2008
Florida,Oklahoma,3548,2008
Florida,Oregon,3286,2008
Florida,Pennsylvania,21401,2008
Florida,Rhode Island,2371,2008
Florida,South Carolina,7876,2008
Florida,South Dakota,1931,2008
Florida,Tennessee,10889,2008
Florida,Texas,25181,2008
Florida,Utah,1185,2008
Florida,Vermont,2283,2008
Florida,Virginia,23510,2008
Florida,Washington,6198,2008
Florida,West Virginia,2179,2008
Florida,Wisconsin,5633,2008
Florida,Wyoming,495,2008
Georgia,Alabama,20484,2008
Georgia,Alaska,2734,2008
Georgia,Arizona,4337,2008
Georgia,Arkansas,2193,2008
Georgia,California,14254,2008
Georgia,Colorado,2724,2008
Georgia,Connecticut,2106,2008
Georgia,Delaware,438,2008
Georgia,District of Columbia ,2248,2008
Georgia,Florida,49921,2008
Georgia,Hawaii,1167,2008
Georgia,Idaho,1590,2008
Georgia,Illinois,10721,2008
Georgia,Indiana,3932,2008
Georgia,Iowa,2108,2008
Georgia,Kansas,1486,2008
Georgia,Kentucky,3726,2008
Georgia,Louisiana,7971,2008
Georgia,Maine,107,2008
Georgia,Maryland,5157,2008
Georgia,Massachusetts,5234,2008
Georgia,Michigan,7049,2008
Georgia,Minnesota,1481,2008
Georgia,Mississippi,4020,2008
Georgia,Missouri,3889,2008
Georgia,Montana,234,2008
Georgia,Nebraska,915,2008
Georgia,Nevada,806,2008
Georgia,New Hampshire,808,2008
Georgia,New Jersey,8398,2008
Georgia,New Mexico,827,2008
Georgia,New York,19851,2008
Georgia,North Carolina,16136,2008
Georgia,North Dakota,301,2008
Georgia,Ohio,8167,2008
Georgia,Oklahoma,2269,2008
Georgia,Oregon,1019,2008
Georgia,Pennsylvania,7752,2008
Georgia,Rhode Island,340,2008
Georgia,South Carolina,14310,2008
Georgia,South Dakota,280,2008
Georgia,Tennessee,12138,2008
Georgia,Texas,17148,2008
Georgia,Utah,682,2008
Georgia,Vermont,341,2008
Georgia,Virginia,8531,2008
Georgia,Washington,2626,2008
Georgia,West Virginia,1460,2008
Georgia,Wisconsin,2623,2008
Georgia,Wyoming,550,2008
Hawaii,Alabama,502,2008
Hawaii,Alaska,1050,2008
Hawaii,Arizona,2669,2008
Hawaii,Arkansas,1322,2008
Hawaii,California,12820,2008
Hawaii,Colorado,1273,2008
Hawaii,Connecticut,123,2008
Hawaii,Delaware,0,2008
Hawaii,District of Columbia ,0,2008
Hawaii,Florida,2761,2008
Hawaii,Georgia,1639,2008
Hawaii,Idaho,564,2008
Hawaii,Illinois,123,2008
Hawaii,Indiana,217,2008
Hawaii,Iowa,52,2008
Hawaii,Kansas,397,2008
Hawaii,Kentucky,339,2008
Hawaii,Louisiana,143,2008
Hawaii,Maine,370,2008
Hawaii,Maryland,1811,2008
Hawaii,Massachusetts,283,2008
Hawaii,Michigan,520,2008
Hawaii,Minnesota,949,2008
Hawaii,Mississippi,274,2008
Hawaii,Missouri,389,2008
Hawaii,Montana,151,2008
Hawaii,Nebraska,0,2008
Hawaii,Nevada,1338,2008
Hawaii,New Hampshire,428,2008
Hawaii,New Jersey,762,2008
Hawaii,New Mexico,165,2008
Hawaii,New York,933,2008
Hawaii,North Carolina,2346,2008
Hawaii,North Dakota,0,2008
Hawaii,Ohio,571,2008
Hawaii,Oklahoma,1248,2008
Hawaii,Oregon,388,2008
Hawaii,Pennsylvania,1602,2008
Hawaii,Rhode Island,562,2008
Hawaii,South Carolina,433,2008
Hawaii,South Dakota,137,2008
Hawaii,Tennessee,104,2008
Hawaii,Texas,3571,2008
Hawaii,Utah,442,2008
Hawaii,Vermont,128,2008
Hawaii,Virginia,4045,2008
Hawaii,Washington,4254,2008
Hawaii,West Virginia,42,2008
Hawaii,Wisconsin,748,2008
Hawaii,Wyoming,503,2008
Idaho,Alabama,80,2008
Idaho,Alaska,1390,2008
Idaho,Arizona,2109,2008
Idaho,Arkansas,751,2008
Idaho,California,10492,2008
Idaho,Colorado,746,2008
Idaho,Connecticut,233,2008
Idaho,Delaware,0,2008
Idaho,District of Columbia ,0,2008
Idaho,Florida,1049,2008
Idaho,Georgia,1428,2008
Idaho,Hawaii,60,2008
Idaho,Illinois,1691,2008
Idaho,Indiana,219,2008
Idaho,Iowa,425,2008
Idaho,Kansas,578,2008
Idaho,Kentucky,62,2008
Idaho,Louisiana,314,2008
Idaho,Maine,0,2008
Idaho,Maryland,216,2008
Idaho,Massachusetts,424,2008
Idaho,Michigan,779,2008
Idaho,Minnesota,1554,2008
Idaho,Mississippi,19,2008
Idaho,Missouri,140,2008
Idaho,Montana,2025,2008
Idaho,Nebraska,82,2008
Idaho,Nevada,2390,2008
Idaho,New Hampshire,26,2008
Idaho,New Jersey,0,2008
Idaho,New Mexico,904,2008
Idaho,New York,814,2008
Idaho,North Carolina,507,2008
Idaho,North Dakota,611,2008
Idaho,Ohio,288,2008
Idaho,Oklahoma,393,2008
Idaho,Oregon,7300,2008
Idaho,Pennsylvania,288,2008
Idaho,Rhode Island,0,2008
Idaho,South Carolina,0,2008
Idaho,South Dakota,408,2008
Idaho,Tennessee,129,2008
Idaho,Texas,1125,2008
Idaho,Utah,10142,2008
Idaho,Vermont,288,2008
Idaho,Virginia,325,2008
Idaho,Washington,9480,2008
Idaho,West Virginia,0,2008
Idaho,Wisconsin,547,2008
Idaho,Wyoming,1960,2008
Illinois,Alabama,2029,2008
Illinois,Alaska,1694,2008
Illinois,Arizona,4746,2008
Illinois,Arkansas,2131,2008
Illinois,California,20722,2008
Illinois,Colorado,4755,2008
Illinois,Connecticut,1404,2008
Illinois,Delaware,218,2008
Illinois,District of Columbia ,1134,2008
Illinois,Florida,14444,2008
Illinois,Georgia,6446,2008
Illinois,Hawaii,2682,2008
Illinois,Idaho,468,2008
Illinois,Indiana,22369,2008
Illinois,Iowa,12054,2008
Illinois,Kansas,3067,2008
Illinois,Kentucky,3735,2008
Illinois,Louisiana,1183,2008
Illinois,Maine,958,2008
Illinois,Maryland,2067,2008
Illinois,Massachusetts,3127,2008
Illinois,Michigan,13892,2008
Illinois,Minnesota,3956,2008
Illinois,Mississippi,2844,2008
Illinois,Missouri,14256,2008
Illinois,Montana,184,2008
Illinois,Nebraska,1031,2008
Illinois,Nevada,1001,2008
Illinois,New Hampshire,125,2008
Illinois,New Jersey,2738,2008
Illinois,New Mexico,593,2008
Illinois,New York,6620,2008
Illinois,North Carolina,3611,2008
Illinois,North Dakota,536,2008
Illinois,Ohio,7379,2008
Illinois,Oklahoma,1937,2008
Illinois,Oregon,1171,2008
Illinois,Pennsylvania,3511,2008
Illinois,Rhode Island,283,2008
Illinois,South Carolina,1205,2008
Illinois,South Dakota,138,2008
Illinois,Tennessee,4054,2008
Illinois,Texas,11031,2008
Illinois,Utah,1376,2008
Illinois,Vermont,63,2008
Illinois,Virginia,6530,2008
Illinois,Washington,3383,2008
Illinois,West Virginia,578,2008
Illinois,Wisconsin,16722,2008
Illinois,Wyoming,67,2008
Indiana,Alabama,713,2008
Indiana,Alaska,509,2008
Indiana,Arizona,4590,2008
Indiana,Arkansas,935,2008
Indiana,California,7951,2008
Indiana,Colorado,2774,2008
Indiana,Connecticut,967,2008
Indiana,Delaware,0,2008
Indiana,District of Columbia ,285,2008
Indiana,Florida,9183,2008
Indiana,Georgia,4292,2008
Indiana,Hawaii,361,2008
Indiana,Idaho,373,2008
Indiana,Illinois,34358,2008
Indiana,Iowa,735,2008
Indiana,Kansas,733,2008
Indiana,Kentucky,11707,2008
Indiana,Louisiana,1566,2008
Indiana,Maine,146,2008
Indiana,Maryland,2614,2008
Indiana,Massachusetts,1080,2008
Indiana,Michigan,13820,2008
Indiana,Minnesota,903,2008
Indiana,Mississippi,1519,2008
Indiana,Missouri,4007,2008
Indiana,Montana,280,2008
Indiana,Nebraska,625,2008
Indiana,Nevada,1347,2008
Indiana,New Hampshire,617,2008
Indiana,New Jersey,1309,2008
Indiana,New Mexico,817,2008
Indiana,New York,3395,2008
Indiana,North Carolina,2443,2008
Indiana,North Dakota,182,2008
Indiana,Ohio,15522,2008
Indiana,Oklahoma,489,2008
Indiana,Oregon,1972,2008
Indiana,Pennsylvania,4779,2008
Indiana,Rhode Island,71,2008
Indiana,South Carolina,2910,2008
Indiana,South Dakota,265,2008
Indiana,Tennessee,3236,2008
Indiana,Texas,4633,2008
Indiana,Utah,599,2008
Indiana,Vermont,101,2008
Indiana,Virginia,2626,2008
Indiana,Washington,1644,2008
Indiana,West Virginia,1255,2008
Indiana,Wisconsin,3637,2008
Indiana,Wyoming,0,2008
Iowa,Alabama,219,2008
Iowa,Alaska,578,2008
Iowa,Arizona,1749,2008
Iowa,Arkansas,3309,2008
Iowa,California,3019,2008
Iowa,Colorado,1448,2008
Iowa,Connecticut,565,2008
Iowa,Delaware,171,2008
Iowa,District of Columbia ,60,2008
Iowa,Florida,2487,2008
Iowa,Georgia,1207,2008
Iowa,Hawaii,101,2008
Iowa,Idaho,303,2008
Iowa,Illinois,14874,2008
Iowa,Indiana,1662,2008
Iowa,Kansas,2386,2008
Iowa,Kentucky,516,2008
Iowa,Louisiana,1327,2008
Iowa,Maine,19,2008
Iowa,Maryland,117,2008
Iowa,Massachusetts,406,2008
Iowa,Michigan,1472,2008
Iowa,Minnesota,4976,2008
Iowa,Mississippi,217,2008
Iowa,Missouri,4620,2008
Iowa,Montana,387,2008
Iowa,Nebraska,8085,2008
Iowa,Nevada,419,2008
Iowa,New Hampshire,0,2008
Iowa,New Jersey,292,2008
Iowa,New Mexico,244,2008
Iowa,New York,1156,2008
Iowa,North Carolina,1214,2008
Iowa,North Dakota,927,2008
Iowa,Ohio,430,2008
Iowa,Oklahoma,1133,2008
Iowa,Oregon,1040,2008
Iowa,Pennsylvania,430,2008
Iowa,Rhode Island,0,2008
Iowa,South Carolina,494,2008
Iowa,South Dakota,1817,2008
Iowa,Tennessee,1483,2008
Iowa,Texas,6148,2008
Iowa,Utah,1140,2008
Iowa,Vermont,0,2008
Iowa,Virginia,1075,2008
Iowa,Washington,533,2008
Iowa,West Virginia,0,2008
Iowa,Wisconsin,2816,2008
Iowa,Wyoming,235,2008
Kansas,Alabama,1704,2008
Kansas,Alaska,283,2008
Kansas,Arizona,2831,2008
Kansas,Arkansas,1873,2008
Kansas,California,6118,2008
Kansas,Colorado,6726,2008
Kansas,Connecticut,372,2008
Kansas,Delaware,0,2008
Kansas,District of Columbia ,0,2008
Kansas,Florida,3641,2008
Kansas,Georgia,1369,2008
Kansas,Hawaii,489,2008
Kansas,Idaho,192,2008
Kansas,Illinois,3411,2008
Kansas,Indiana,1380,2008
Kansas,Iowa,2796,2008
Kansas,Kentucky,2353,2008
Kansas,Louisiana,923,2008
Kansas,Maine,593,2008
Kansas,Maryland,244,2008
Kansas,Massachusetts,882,2008
Kansas,Michigan,1624,2008
Kansas,Minnesota,822,2008
Kansas,Mississippi,496,2008
Kansas,Missouri,21252,2008
Kansas,Montana,176,2008
Kansas,Nebraska,4961,2008
Kansas,Nevada,928,2008
Kansas,New Hampshire,0,2008
Kansas,New Jersey,915,2008
Kansas,New Mexico,1416,2008
Kansas,New York,809,2008
Kansas,North Carolina,1772,2008
Kansas,North Dakota,74,2008
Kansas,Ohio,1134,2008
Kansas,Oklahoma,7020,2008
Kansas,Oregon,271,2008
Kansas,Pennsylvania,463,2008
Kansas,Rhode Island,0,2008
Kansas,South Carolina,1341,2008
Kansas,South Dakota,419,2008
Kansas,Tennessee,1828,2008
Kansas,Texas,7399,2008
Kansas,Utah,792,2008
Kansas,Vermont,190,2008
Kansas,Virginia,2267,2008
Kansas,Washington,1966,2008
Kansas,West Virginia,205,2008
Kansas,Wisconsin,1210,2008
Kansas,Wyoming,380,2008
Kentucky,Alabama,1312,2008
Kentucky,Alaska,591,2008
Kentucky,Arizona,294,2008
Kentucky,Arkansas,879,2008
Kentucky,California,3605,2008
Kentucky,Colorado,872,2008
Kentucky,Connecticut,290,2008
Kentucky,Delaware,250,2008
Kentucky,District of Columbia ,108,2008
Kentucky,Florida,11028,2008
Kentucky,Georgia,3634,2008
Kentucky,Hawaii,838,2008
Kentucky,Idaho,78,2008
Kentucky,Illinois,5355,2008
Kentucky,Indiana,10312,2008
Kentucky,Iowa,307,2008
Kentucky,Kansas,2836,2008
Kentucky,Louisiana,680,2008
