source,target,flow,year
Kentucky,Maine,512,2006
Kentucky,Maryland,3187,2006
Kentucky,Massachusetts,772,2006
Kentucky,Michigan,4360,2006
Kentucky,Minnesota,610,2006
Kentucky,Mississippi,653,2006
Kentucky,Missouri,3628,2006
Kentucky,Montana,93,2006
Kentucky,Nebraska,321,2006
Kentucky,Nevada,940,2006
Kentucky,New Hampshire,57,2006
Kentucky,New Jersey,463,2006
Kentucky,New Mexico,130,2006
Kentucky,New York,2574,2006
Kentucky,North Carolina,3836,2006
Kentucky,North Dakota,0,2006
Kentucky,Ohio,15158,2006
Kentucky,Oklahoma,1163,2006
Kentucky,Oregon,120,2006
Kentucky,Pennsylvania,1479,2006
Kentucky,Rhode Island,100,2006
Kentucky,South Carolina,915,2006
Kentucky,South Dakota,97,2006
Kentucky,Tennessee,13581,2006
Kentucky,Texas,6361,2006
Kentucky,Utah,464,2006
Kentucky,Vermont,128,2006
Kentucky,Virginia,4204,2006
Kentucky,Washington,868,2006
Kentucky,West Virginia,2415,2006
Kentucky,Wisconsin,708,2006
Kentucky,Wyoming,78,2006
Louisiana,Alabama,2581,2006
Louisiana,Alaska,152,2006
Louisiana,Arizona,235,2006
Louisiana,Arkansas,2486,2006
Louisiana,California,5286,2006
Louisiana,Colorado,1108,2006
Louisiana,Connecticut,1047,2006
Louisiana,Delaware,466,2006
Louisiana,District of Columbia ,531,2006
Louisiana,Florida,4853,2006
Louisiana,Georgia,4444,2006
Louisiana,Hawaii,930,2006
Louisiana,Idaho,313,2006
Louisiana,Illinois,1473,2006
Louisiana,Indiana,889,2006
Louisiana,Iowa,1400,2006
Louisiana,Kansas,174,2006
Louisiana,Kentucky,1219,2006
Louisiana,Maine,64,2006
Louisiana,Maryland,2264,2006
Louisiana,Massachusetts,237,2006
Louisiana,Michigan,2081,2006
Louisiana,Minnesota,477,2006
Louisiana,Mississippi,11108,2006
Louisiana,Missouri,2287,2006
Louisiana,Montana,268,2006
Louisiana,Nebraska,281,2006
Louisiana,Nevada,735,2006
Louisiana,New Hampshire,62,2006
Louisiana,New Jersey,203,2006
Louisiana,New Mexico,563,2006
Louisiana,New York,1921,2006
Louisiana,North Carolina,1586,2006
Louisiana,North Dakota,0,2006
Louisiana,Ohio,1513,2006
Louisiana,Oklahoma,1455,2006
Louisiana,Oregon,612,2006
Louisiana,Pennsylvania,1096,2006
Louisiana,Rhode Island,78,2006
Louisiana,South Carolina,1819,2006
Louisiana,South Dakota,46,2006
Louisiana,Tennessee,1416,2006
Louisiana,Texas,30477,2006
Louisiana,Utah,452,2006
Louisiana,Vermont,0,2006
Louisiana,Virginia,1538,2006
Louisiana,Washington,546,2006
Louisiana,West Virginia,72,2006
Louisiana,Wisconsin,510,2006
Louisiana,Wyoming,587,2006
Maine,Alabama,80,2006
Maine,Alaska,220,2006
Maine,Arizona,164,2006
Maine,Arkansas,38,2006
Maine,California,1123,2006
Maine,Colorado,403,2006
Maine,Connecticut,3181,2006
Maine,Delaware,0,2006
Maine,District of Columbia ,0,2006
Maine,Florida,4621,2006
Maine,Georgia,0,2006
Maine,Hawaii,115,2006
Maine,Idaho,0,2006
Maine,Illinois,50,2006
Maine,Indiana,351,2006
Maine,Iowa,0,2006
Maine,Kansas,56,2006
Maine,Kentucky,51,2006
Maine,Louisiana,314,2006
Maine,Maryland,391,2006
Maine,Massachusetts,7107,2006
Maine,Michigan,996,2006
Maine,Minnesota,168,2006
Maine,Mississippi,152,2006
Maine,Missouri,0,2006
Maine,Montana,0,2006
Maine,Nebraska,0,2006
Maine,Nevada,0,2006
Maine,New Hampshire,4271,2006
Maine,New Jersey,1069,2006
Maine,New Mexico,126,2006
Maine,New York,2829,2006
Maine,North Carolina,667,2006
Maine,North Dakota,30,2006
Maine,Ohio,1720,2006
Maine,Oklahoma,14,2006
Maine,Oregon,170,2006
Maine,Pennsylvania,1188,2006
Maine,Rhode Island,612,2006
Maine,South Carolina,239,2006
Maine,South Dakota,41,2006
Maine,Tennessee,481,2006
Maine,Texas,1647,2006
Maine,Utah,35,2006
Maine,Vermont,522,2006
Maine,Virginia,1962,2006
Maine,Washington,75,2006
Maine,West Virginia,95,2006
Maine,Wisconsin,172,2006
Maine,Wyoming,124,2006
Maryland,Alabama,1486,2006
Maryland,Alaska,183,2006
Maryland,Arizona,1504,2006
Maryland,Arkansas,116,2006
Maryland,California,10194,2006
Maryland,Colorado,1913,2006
Maryland,Connecticut,3683,2006
Maryland,Delaware,4622,2006
Maryland,District of Columbia ,22286,2006
Maryland,Florida,7965,2006
Maryland,Georgia,3797,2006
Maryland,Hawaii,1627,2006
Maryland,Idaho,222,2006
Maryland,Illinois,2655,2006
Maryland,Indiana,1206,2006
Maryland,Iowa,283,2006
Maryland,Kansas,189,2006
Maryland,Kentucky,1167,2006
Maryland,Louisiana,3975,2006
Maryland,Maine,477,2006
Maryland,Massachusetts,3214,2006
Maryland,Michigan,3159,2006
Maryland,Minnesota,574,2006
Maryland,Mississippi,1417,2006
Maryland,Missouri,1707,2006
Maryland,Montana,179,2006
Maryland,Nebraska,114,2006
Maryland,Nevada,1605,2006
Maryland,New Hampshire,1395,2006
Maryland,New Jersey,8935,2006
Maryland,New Mexico,366,2006
Maryland,New York,15819,2006
Maryland,North Carolina,7270,2006
Maryland,North Dakota,48,2006
Maryland,Ohio,4245,2006
Maryland,Oklahoma,305,2006
Maryland,Oregon,829,2006
Maryland,Pennsylvania,14470,2006
Maryland,Rhode Island,1092,2006
Maryland,South Carolina,4113,2006
Maryland,South Dakota,0,2006
Maryland,Tennessee,808,2006
Maryland,Texas,10054,2006
Maryland,Utah,1554,2006
Maryland,Vermont,643,2006
Maryland,Virginia,22977,2006
Maryland,Washington,937,2006
Maryland,West Virginia,2719,2006
Maryland,Wisconsin,621,2006
Maryland,Wyoming,0,2006
Massachusetts,Alabama,364,2006
Massachusetts,Alaska,1531,2006
Massachusetts,Arizona,1404,2006
Massachusetts,Arkansas,443,2006
Massachusetts,California,11605,2006
Massachusetts,Colorado,2711,2006
Massachusetts,Connecticut,13185,2006
Massachusetts,Delaware,104,2006
Massachusetts,District of Columbia ,1030,2006
Massachusetts,Florida,9685,2006
Massachusetts,Georgia,2160,2006
Massachusetts,Hawaii,316,2006
Massachusetts,Idaho,186,2006
Massachusetts,Illinois,4220,2006
Massachusetts,Indiana,1680,2006
Massachusetts,Iowa,501,2006
Massachusetts,Kansas,125,2006
Massachusetts,Kentucky,420,2006
Massachusetts,Louisiana,1564,2006
Massachusetts,Maine,4438,2006
Massachusetts,Maryland,2574,2006
Massachusetts,Michigan,2065,2006
Massachusetts,Minnesota,1544,2006
Massachusetts,Mississippi,52,2006
Massachusetts,Missouri,1306,2006
Massachusetts,Montana,164,2006
Massachusetts,Nebraska,337,2006
Massachusetts,Nevada,812,2006
Massachusetts,New Hampshire,9209,2006
Massachusetts,New Jersey,7841,2006
Massachusetts,New Mexico,576,2006
Massachusetts,New York,19563,2006
Massachusetts,North Carolina,2883,2006
Massachusetts,North Dakota,131,2006
Massachusetts,Ohio,2395,2006
Massachusetts,Oklahoma,665,2006
Massachusetts,Oregon,737,2006
Massachusetts,Pennsylvania,5515,2006
Massachusetts,Rhode Island,8885,2006
Massachusetts,South Carolina,1371,2006
Massachusetts,South Dakota,54,2006
Massachusetts,Tennessee,1636,2006
Massachusetts,Texas,3393,2006
Massachusetts,Utah,253,2006
Massachusetts,Vermont,2091,2006
Massachusetts,Virginia,3533,2006
Massachusetts,Washington,1990,2006
Massachusetts,West Virginia,345,2006
Massachusetts,Wisconsin,1545,2006
Massachusetts,Wyoming,105,2006
Michigan,Alabama,2181,2006
Michigan,Alaska,1363,2006
Michigan,Arizona,2602,2006
Michigan,Arkansas,1313,2006
Michigan,California,9623,2006
Michigan,Colorado,2812,2006
Michigan,Connecticut,733,2006
Michigan,Delaware,96,2006
Michigan,District of Columbia ,152,2006
Michigan,Florida,13738,2006
Michigan,Georgia,3718,2006
Michigan,Hawaii,499,2006
Michigan,Idaho,508,2006
Michigan,Illinois,12623,2006
Michigan,Indiana,7867,2006
Michigan,Iowa,1537,2006
Michigan,Kansas,2133,2006
Michigan,Kentucky,2992,2006
Michigan,Louisiana,1784,2006
Michigan,Maine,510,2006
Michigan,Maryland,606,2006
Michigan,Massachusetts,2243,2006
Michigan,Minnesota,2068,2006
Michigan,Mississippi,1719,2006
Michigan,Missouri,2101,2006
Michigan,Montana,286,2006
Michigan,Nebraska,1108,2006
Michigan,Nevada,2834,2006
Michigan,New Hampshire,227,2006
Michigan,New Jersey,2006,2006
Michigan,New Mexico,388,2006
Michigan,New York,4739,2006
Michigan,North Carolina,3518,2006
Michigan,North Dakota,261,2006
Michigan,Ohio,12493,2006
Michigan,Oklahoma,1092,2006
Michigan,Oregon,1009,2006
Michigan,Pennsylvania,3792,2006
Michigan,Rhode Island,223,2006
Michigan,South Carolina,2090,2006
Michigan,South Dakota,122,2006
Michigan,Tennessee,4260,2006
Michigan,Texas,9667,2006
Michigan,Utah,724,2006
Michigan,Vermont,624,2006
Michigan,Virginia,3526,2006
Michigan,Washington,1983,2006
Michigan,West Virginia,128,2006
Michigan,Wisconsin,3723,2006
Michigan,Wyoming,424,2006
Minnesota,Alabama,249,2006
Minnesota,Alaska,1241,2006
Minnesota,Arizona,3315,2006
Minnesota,Arkansas,166,2006
Minnesota,California,9997,2006
Minnesota,Colorado,2698,2006
Minnesota,Connecticut,1119,2006
Minnesota,Delaware,37,2006
Minnesota,District of Columbia ,87,2006
Minnesota,Florida,3979,2006
Minnesota,Georgia,1428,2006
Minnesota,Hawaii,515,2006
Minnesota,Idaho,220,2006
Minnesota,Illinois,9964,2006
Minnesota,Indiana,2606,2006
Minnesota,Iowa,5317,2006
Minnesota,Kansas,1226,2006
Minnesota,Kentucky,318,2006
Minnesota,Louisiana,2087,2006
Minnesota,Maine,61,2006
Minnesota,Maryland,774,2006
Minnesota,Massachusetts,1419,2006
Minnesota,Michigan,2043,2006
Minnesota,Mississippi,224,2006
Minnesota,Missouri,3327,2006
Minnesota,Montana,1208,2006
Minnesota,Nebraska,1414,2006
Minnesota,Nevada,2132,2006
Minnesota,New Hampshire,66,2006
Minnesota,New Jersey,569,2006
Minnesota,New Mexico,668,2006
Minnesota,New York,2496,2006
Minnesota,North Carolina,1245,2006
Minnesota,North Dakota,7567,2006
Minnesota,Ohio,2455,2006
Minnesota,Oklahoma,525,2006
Minnesota,Oregon,538,2006
Minnesota,Pennsylvania,1451,2006
Minnesota,Rhode Island,463,2006
Minnesota,South Carolina,667,2006
Minnesota,South Dakota,3245,2006
Minnesota,Tennessee,1011,2006
Minnesota,Texas,6863,2006
Minnesota,Utah,923,2006
Minnesota,Vermont,271,2006
Minnesota,Virginia,1468,2006
Minnesota,Washington,2352,2006
Minnesota,West Virginia,80,2006
Minnesota,Wisconsin,16941,2006
Minnesota,Wyoming,302,2006
Mississippi,Alabama,5924,2006
Mississippi,Alaska,77,2006
Mississippi,Arizona,659,2006
Mississippi,Arkansas,2508,2006
Mississippi,California,2747,2006
Mississippi,Colorado,616,2006
Mississippi,Connecticut,149,2006
Mississippi,Delaware,13,2006
Mississippi,District of Columbia ,149,2006
Mississippi,Florida,4217,2006
Mississippi,Georgia,3082,2006
Mississippi,Hawaii,178,2006
Mississippi,Idaho,0,2006
Mississippi,Illinois,3095,2006
Mississippi,Indiana,1829,2006
Mississippi,Iowa,308,2006
Mississippi,Kansas,351,2006
Mississippi,Kentucky,127,2006
Mississippi,Louisiana,19184,2006
Mississippi,Maine,68,2006
Mississippi,Maryland,767,2006
Mississippi,Massachusetts,13,2006
Mississippi,Michigan,2142,2006
Mississippi,Minnesota,105,2006
Mississippi,Missouri,2162,2006
Mississippi,Montana,0,2006
Mississippi,Nebraska,0,2006
Mississippi,Nevada,569,2006
Mississippi,New Hampshire,0,2006
Mississippi,New Jersey,668,2006
Mississippi,New Mexico,188,2006
Mississippi,New York,2131,2006
Mississippi,North Carolina,2678,2006
Mississippi,North Dakota,0,2006
Mississippi,Ohio,744,2006
Mississippi,Oklahoma,1307,2006
Mississippi,Oregon,382,2006
Mississippi,Pennsylvania,748,2006
Mississippi,Rhode Island,200,2006
Mississippi,South Carolina,1486,2006
Mississippi,South Dakota,60,2006
Mississippi,Tennessee,10789,2006
Mississippi,Texas,5059,2006
Mississippi,Utah,282,2006
Mississippi,Vermont,0,2006
Mississippi,Virginia,1844,2006
Mississippi,Washington,816,2006
Mississippi,West Virginia,167,2006
Mississippi,Wisconsin,1620,2006
Mississippi,Wyoming,0,2006
Missouri,Alabama,2106,2006
Missouri,Alaska,1389,2006
Missouri,Arizona,3053,2006
Missouri,Arkansas,8100,2006
Missouri,California,12491,2006
Missouri,Colorado,3930,2006
Missouri,Connecticut,276,2006
Missouri,Delaware,0,2006
Missouri,District of Columbia ,486,2006
Missouri,Florida,8422,2006
Missouri,Georgia,3928,2006
Missouri,Hawaii,1096,2006
Missouri,Idaho,557,2006
Missouri,Illinois,19044,2006
Missouri,Indiana,1699,2006
Missouri,Iowa,6819,2006
Missouri,Kansas,18617,2006
Missouri,Kentucky,1483,2006
Missouri,Louisiana,4589,2006
Missouri,Maine,75,2006
Missouri,Maryland,1016,2006
Missouri,Massachusetts,1043,2006
Missouri,Michigan,3649,2006
Missouri,Minnesota,2607,2006
Missouri,Mississippi,3208,2006
Missouri,Montana,361,2006
Missouri,Nebraska,3204,2006
Missouri,Nevada,1769,2006
Missouri,New Hampshire,295,2006
Missouri,New Jersey,1639,2006
Missouri,New Mexico,1335,2006
Missouri,New York,3366,2006
Missouri,North Carolina,2916,2006
Missouri,North Dakota,230,2006
Missouri,Ohio,3830,2006
Missouri,Oklahoma,5980,2006
Missouri,Oregon,1292,2006
Missouri,Pennsylvania,1481,2006
Missouri,Rhode Island,0,2006
Missouri,South Carolina,1928,2006
Missouri,South Dakota,381,2006
Missouri,Tennessee,4381,2006
Missouri,Texas,10717,2006
Missouri,Utah,1749,2006
Missouri,Vermont,54,2006
Missouri,Virginia,1518,2006
Missouri,Washington,1706,2006
Missouri,West Virginia,109,2006
Missouri,Wisconsin,2473,2006
Missouri,Wyoming,237,2006
Montana,Alabama,588,2006
Montana,Alaska,281,2006
Montana,Arizona,1867,2006
Montana,Arkansas,0,2006
Montana,California,3460,2006
Montana,Colorado,1445,2006
Montana,Connecticut,309,2006
Montana,Delaware,400,2006
Montana,District of Columbia ,87,2006
Montana,Florida,1846,2006
Montana,Georgia,292,2006
Montana,Hawaii,858,2006
Montana,Idaho,1139,2006
Montana,Illinois,734,2006
Montana,Indiana,270,2006
Montana,Iowa,315,2006
Montana,Kansas,0,2006
Montana,Kentucky,119,2006
Montana,Louisiana,203,2006
Montana,Maine,0,2006
Montana,Maryland,179,2006
Montana,Massachusetts,198,2006
Montana,Michigan,354,2006
Montana,Minnesota,1138,2006
Montana,Mississippi,0,2006
Montana,Missouri,505,2006
Montana,Nebraska,296,2006
Montana,Nevada,563,2006
Montana,New Hampshire,0,2006
Montana,New Jersey,500,2006
Montana,New Mexico,596,2006
Montana,New York,823,2006
Montana,North Carolina,249,2006
Montana,North Dakota,1374,2006
Montana,Ohio,886,2006
Montana,Oklahoma,20,2006
Montana,Oregon,1227,2006
Montana,Pennsylvania,495,2006
Montana,Rhode Island,0,2006
Montana,South Carolina,34,2006
Montana,South Dakota,1557,2006
Montana,Tennessee,18,2006
Montana,Texas,902,2006
Montana,Utah,652,2006
Montana,Vermont,168,2006
Montana,Virginia,583,2006
Montana,Washington,5901,2006
Montana,West Virginia,70,2006
Montana,Wisconsin,815,2006
Montana,Wyoming,2366,2006
Nebraska,Alabama,124,2006
Nebraska,Alaska,514,2006
Nebraska,Arizona,1238,2006
Nebraska,Arkansas,365,2006
Nebraska,California,5170,2006
Nebraska,Colorado,5254,2006
Nebraska,Connecticut,0,2006
Nebraska,Delaware,51,2006
Nebraska,District of Columbia ,178,2006
Nebraska,Florida,2184,2006
Nebraska,Georgia,902,2006
Nebraska,Hawaii,224,2006
Nebraska,Idaho,1013,2006
Nebraska,Illinois,1234,2006
Nebraska,Indiana,732,2006
Nebraska,Iowa,6444,2006
Nebraska,Kansas,4212,2006
Nebraska,Kentucky,477,2006
Nebraska,Louisiana,547,2006
Nebraska,Maine,22,2006
Nebraska,Maryland,349,2006
Nebraska,Massachusetts,8,2006
Nebraska,Michigan,601,2006
Nebraska,Minnesota,3141,2006
Nebraska,Mississippi,574,2006
Nebraska,Missouri,1655,2006
Nebraska,Montana,389,2006
Nebraska,Nevada,265,2006
Nebraska,New Hampshire,0,2006
Nebraska,New Jersey,44,2006
Nebraska,New Mexico,322,2006
Nebraska,New York,767,2006
Nebraska,North Carolina,412,2006
Nebraska,North Dakota,746,2006
Nebraska,Ohio,582,2006
Nebraska,Oklahoma,844,2006
Nebraska,Oregon,911,2006
Nebraska,Pennsylvania,101,2006
Nebraska,Rhode Island,95,2006
Nebraska,South Carolina,100,2006
Nebraska,South Dakota,3795,2006
Nebraska,Tennessee,1160,2006
Nebraska,Texas,2468,2006
Nebraska,Utah,645,2006
Nebraska,Vermont,0,2006
Nebraska,Virginia,897,2006
Nebraska,Washington,439,2006
Nebraska,West Virginia,377,2006
Nebraska,Wisconsin,621,2006
Nebraska,Wyoming,1160,2006
Nevada,Alabama,260,2006
Nevada,Alaska,1669,2006
Nevada,Arizona,6618,2006
Nevada,Arkansas,668,2006
Nevada,California,59811,2006
Nevada,Colorado,7096,2006
Nevada,Connecticut,946,2006
Nevada,Delaware,183,2006
Nevada,District of Columbia ,160,2006
Nevada,Florida,4759,2006
Nevada,Georgia,1749,2006
Nevada,Hawaii,3865,2006
Nevada,Idaho,2590,2006
Nevada,Illinois,3669,2006
Nevada,Indiana,2085,2006
Nevada,Iowa,1195,2006
Nevada,Kansas,758,2006
Nevada,Kentucky,523,2006
Nevada,Louisiana,1628,2006
Nevada,Maine,70,2006
Nevada,Maryland,1297,2006
Nevada,Massachusetts,1120,2006
Nevada,Michigan,4130,2006
Nevada,Minnesota,713,2006
Nevada,Mississippi,788,2006
Nevada,Missouri,1651,2006
Nevada,Montana,327,2006
Nevada,Nebraska,473,2006
Nevada,New Hampshire,82,2006
Nevada,New Jersey,2384,2006
Nevada,New Mexico,2867,2006
Nevada,New York,3564,2006
Nevada,North Carolina,1410,2006
Nevada,North Dakota,179,2006
Nevada,Ohio,3267,2006
Nevada,Oklahoma,457,2006
Nevada,Oregon,1496,2006
Nevada,Pennsylvania,1158,2006
Nevada,Rhode Island,118,2006
Nevada,South Carolina,963,2006
Nevada,South Dakota,71,2006
Nevada,Tennessee,269,2006
Nevada,Texas,4990,2006
Nevada,Utah,7182,2006
Nevada,Vermont,263,2006
Nevada,Virginia,1694,2006
Nevada,Washington,5361,2006
Nevada,West Virginia,0,2006
Nevada,Wisconsin,1418,2006
Nevada,Wyoming,822,2006
New Hampshire,Alabama,76,2006
New Hampshire,Alaska,488,2006
New Hampshire,Arizona,779,2006
New Hampshire,Arkansas,164,2006
New Hampshire,California,1907,2006
New Hampshire,Colorado,254,2006
New Hampshire,Connecticut,2576,2006
New Hampshire,Delaware,0,2006
New Hampshire,District of Columbia ,95,2006
New Hampshire,Florida,4294,2006
New Hampshire,Georgia,272,2006
New Hampshire,Hawaii,60,2006
New Hampshire,Idaho,0,2006
New Hampshire,Illinois,313,2006
New Hampshire,Indiana,146,2006
New Hampshire,Iowa,0,2006
New Hampshire,Kansas,71,2006
New Hampshire,Kentucky,0,2006
New Hampshire,Louisiana,689,2006
New Hampshire,Maine,2137,2006
New Hampshire,Maryland,193,2006
New Hampshire,Massachusetts,15609,2006
New Hampshire,Michigan,132,2006
New Hampshire,Minnesota,194,2006
New Hampshire,Mississippi,427,2006
New Hampshire,Missouri,580,2006
New Hampshire,Montana,222,2006
New Hampshire,Nebraska,0,2006
New Hampshire,Nevada,63,2006
New Hampshire,New Jersey,558,2006
New Hampshire,New Mexico,40,2006
New Hampshire,New York,3016,2006
New Hampshire,North Carolina,505,2006
New Hampshire,North Dakota,0,2006
New Hampshire,Ohio,152,2006
New Hampshire,Oklahoma,0,2006
New Hampshire,Oregon,0,2006
New Hampshire,Pennsylvania,874,2006
New Hampshire,Rhode Island,867,2006
New Hampshire,South Carolina,158,2006
New Hampshire,South Dakota,563,2006
New Hampshire,Tennessee,120,2006
New Hampshire,Texas,871,2006
New Hampshire,Utah,29,2006
New Hampshire,Vermont,1783,2006
New Hampshire,Virginia,616,2006
New Hampshire,Washington,1276,2006
New Hampshire,West Virginia,0,2006
New Hampshire,Wisconsin,0,2006
New Hampshire,Wyoming,335,2006
New Jersey,Alabama,658,2006
New Jersey,Alaska,379,2006
New Jersey,Arizona,2138,2006
New Jersey,Arkansas,208,2006
New Jersey,California,7910,2006
New Jersey,Colorado,893,2006
New Jersey,Connecticut,2871,2006
New Jersey,Delaware,2330,2006
New Jersey,District of Columbia ,1141,2006
New Jersey,Florida,9728,2006
New Jersey,Georgia,3596,2006
New Jersey,Hawaii,480,2006
New Jersey,Idaho,643,2006
New Jersey,Illinois,2640,2006
New Jersey,Indiana,790,2006
New Jersey,Iowa,876,2006
New Jersey,Kansas,279,2006
New Jersey,Kentucky,488,2006
New Jersey,Louisiana,1044,2006
New Jersey,Maine,331,2006
New Jersey,Maryland,4029,2006
New Jersey,Massachusetts,7050,2006
New Jersey,Michigan,633,2006
New Jersey,Minnesota,728,2006
New Jersey,Mississippi,348,2006
New Jersey,Missouri,575,2006
New Jersey,Montana,0,2006
New Jersey,Nebraska,411,2006
New Jersey,Nevada,881,2006
New Jersey,New Hampshire,788,2006
New Jersey,New Mexico,413,2006
New Jersey,New York,54781,2006
New Jersey,North Carolina,2462,2006
New Jersey,North Dakota,99,2006
New Jersey,Ohio,864,2006
New Jersey,Oklahoma,767,2006
New Jersey,Oregon,110,2006
New Jersey,Pennsylvania,23970,2006
New Jersey,Rhode Island,1135,2006
New Jersey,South Carolina,1535,2006
New Jersey,South Dakota,87,2006
New Jersey,Tennessee,982,2006
New Jersey,Texas,4490,2006
New Jersey,Utah,159,2006
New Jersey,Vermont,504,2006
New Jersey,Virginia,4065,2006
New Jersey,Washington,763,2006
New Jersey,West Virginia,183,2006
New Jersey,Wisconsin,678,2006
New Jersey,Wyoming,175,2006
New Mexico,Alabama,1207,2006
New Mexico,Alaska,1066,2006
New Mexico,Arizona,8173,2006
New Mexico,Arkansas,393,2006
New Mexico,California,8210,2006
New Mexico,Colorado,4782,2006
New Mexico,Connecticut,166,2006
New Mexico,Delaware,113,2006
New Mexico,District of Columbia ,369,2006
New Mexico,Florida,3731,2006
New Mexico,Georgia,1357,2006
New Mexico,Hawaii,868,2006
New Mexico,Idaho,278,2006
New Mexico,Illinois,2303,2006
New Mexico,Indiana,359,2006
New Mexico,Iowa,34,2006
New Mexico,Kansas,1070,2006
New Mexico,Kentucky,763,2006
New Mexico,Louisiana,870,2006
New Mexico,Maine,180,2006
New Mexico,Maryland,423,2006
New Mexico,Massachusetts,883,2006
New Mexico,Michigan,729,2006
New Mexico,Minnesota,999,2006
New Mexico,Mississippi,441,2006
New Mexico,Missouri,237,2006
New Mexico,Montana,81,2006
New Mexico,Nebraska,1079,2006
New Mexico,Nevada,2229,2006
New Mexico,New Hampshire,149,2006
New Mexico,New Jersey,834,2006
New Mexico,New York,1371,2006
New Mexico,North Carolina,547,2006
New Mexico,North Dakota,1541,2006
New Mexico,Ohio,385,2006
New Mexico,Oklahoma,1570,2006
New Mexico,Oregon,1211,2006
New Mexico,Pennsylvania,1269,2006
New Mexico,Rhode Island,0,2006
New Mexico,South Carolina,340,2006
New Mexico,South Dakota,417,2006
New Mexico,Tennessee,159,2006
New Mexico,Texas,13150,2006
New Mexico,Utah,1860,2006
New Mexico,Vermont,342,2006
New Mexico,Virginia,964,2006
New Mexico,Washington,1763,2006
New Mexico,West Virginia,142,2006
New Mexico,Wisconsin,294,2006
New Mexico,Wyoming,342,2006
New York,Alabama,812,2006
New York,Alaska,2513,2006
New York,Arizona,3761,2006
New York,Arkansas,331,2006
New York,California,23126,2006
New York,Colorado,2373,2006
New York,Connecticut,16439,2006
New York,Delaware,1726,2006
New York,District of Columbia ,3942,2006
New York,Florida,30809,2006
New York,Georgia,7254,2006
New York,Hawaii,1240,2006
New York,Idaho,97,2006
New York,Illinois,7110,2006
New York,Indiana,1618,2006
New York,Iowa,396,2006
New York,Kansas,1188,2006
New York,Kentucky,792,2006
New York,Louisiana,2555,2006
New York,Maine,3028,2006
New York,Maryland,9274,2006
New York,Massachusetts,17797,2006
New York,Michigan,3209,2006
New York,Minnesota,1940,2006
New York,Mississippi,943,2006
New York,Missouri,1838,2006
New York,Montana,344,2006
New York,Nebraska,456,2006
New York,Nevada,2279,2006
New York,New Hampshire,3244,2006
New York,New Jersey,37102,2006
New York,New Mexico,1126,2006
New York,North Carolina,6521,2006
New York,North Dakota,0,2006
New York,Ohio,6624,2006
New York,Oklahoma,1197,2006
New York,Oregon,1528,2006
New York,Pennsylvania,22032,2006
New York,Rhode Island,1901,2006
New York,South Carolina,3389,2006
New York,South Dakota,304,2006
New York,Tennessee,1838,2006
New York,Texas,10292,2006
New York,Utah,803,2006
New York,Vermont,4528,2006
New York,Virginia,14517,2006
New York,Washington,1752,2006
New York,West Virginia,656,2006
New York,Wisconsin,1500,2006
New York,Wyoming,198,2006
North Carolina,Alabama,2497,2006
North Carolina,Alaska,997,2006
North Carolina,Arizona,3920,2006
North Carolina,Arkansas,1648,2006
North Carolina,California,17613,2006
North Carolina,Colorado,3074,2006
North Carolina,Connecticut,5006,2006
North Carolina,Delaware,443,2006
North Carolina,District of Columbia ,3076,2006
North Carolina,Florida,41059,2006
North Carolina,Georgia,16200,2006
North Carolina,Hawaii,2807,2006
North Carolina,Idaho,1627,2006
North Carolina,Illinois,6496,2006
North Carolina,Indiana,4367,2006
North Carolina,Iowa,762,2006
North Carolina,Kansas,665,2006
North Carolina,Kentucky,1456,2006
North Carolina,Louisiana,5627,2006
North Carolina,Maine,1176,2006
North Carolina,Maryland,16726,2006
North Carolina,Massachusetts,4638,2006
North Carolina,Michigan,6529,2006
North Carolina,Minnesota,1467,2006
North Carolina,Mississippi,2664,2006
North Carolina,Missouri,3002,2006
North Carolina,Montana,49,2006
North Carolina,Nebraska,564,2006
North Carolina,Nevada,1821,2006
North Carolina,New Hampshire,1181,2006
North Carolina,New Jersey,14757,2006
North Carolina,New Mexico,1732,2006
North Carolina,New York,40690,2006
North Carolina,North Dakota,862,2006
North Carolina,Ohio,11878,2006
North Carolina,Oklahoma,1906,2006
North Carolina,Oregon,2135,2006
North Carolina,Pennsylvania,15361,2006
North Carolina,Rhode Island,1219,2006
North Carolina,South Carolina,24793,2006
North Carolina,South Dakota,222,2006
North Carolina,Tennessee,6836,2006
North Carolina,Texas,14325,2006
North Carolina,Utah,1795,2006
North Carolina,Vermont,929,2006
North Carolina,Virginia,33832,2006
North Carolina,Washington,2952,2006
North Carolina,West Virginia,5050,2006
North Carolina,Wisconsin,3489,2006
North Carolina,Wyoming,592,2006
North Dakota,Alabama,77,2006
North Dakota,Alaska,147,2006
North Dakota,Arizona,833,2006
North Dakota,Arkansas,50,2006
North Dakota,California,1460,2006
North Dakota,Colorado,1285,2006
North Dakota,Connecticut,54,2006
North Dakota,Delaware,0,2006
North Dakota,District of Columbia ,0,2006
North Dakota,Florida,516,2006
North Dakota,Georgia,265,2006
North Dakota,Hawaii,107,2006
North Dakota,Idaho,348,2006
North Dakota,Illinois,236,2006
North Dakota,Indiana,0,2006
North Dakota,Iowa,241,2006
North Dakota,Kansas,14,2006
North Dakota,Kentucky,175,2006
North Dakota,Louisiana,96,2006
North Dakota,Maine,0,2006
North Dakota,Maryland,68,2006
North Dakota,Massachusetts,71,2006
