target,source,flow,year
Michigan,California,7793,2011
Michigan,Connecticut,1656,2011
Michigan,Delaware,0,2011
Michigan,District of Columbia ,256,2011
Michigan,Florida,17712,2011
Michigan,Georgia,4254,2011
Michigan,Hawaii,630,2011
Michigan,Idaho,882,2011
Michigan,Colorado,3425,2011
Maryland,Pennsylvania,14158,2011
Massachusetts,Virginia,2984,2011
Massachusetts,Utah,548,2011
Massachusetts,Nevada,163,2011
Massachusetts,New Hampshire,12010,2011
Massachusetts,New Jersey,8332,2011
Massachusetts,New Mexico,199,2011
Massachusetts,New York,19431,2011
Massachusetts,North Carolina,3964,2011
Massachusetts,North Dakota,61,2011
Massachusetts,Vermont,2246,2011
Massachusetts,Ohio,1757,2011
Massachusetts,Oregon,178,2011
Massachusetts,Pennsylvania,6538,2011
Massachusetts,Rhode Island,10182,2011
Massachusetts,South Carolina,1621,2011
Massachusetts,South Dakota,44,2011
Massachusetts,Tennessee,371,2011
Massachusetts,Texas,5203,2011
Massachusetts,Oklahoma,90,2011
Maryland,Oregon,276,2011
Maryland,Oklahoma,845,2011
Maryland,Ohio,3396,2011
Maine,New Hampshire,4302,2011
Maine,New Jersey,694,2011
Maine,New Mexico,144,2011
Maine,New York,2589,2011
Maine,North Carolina,1439,2011
Maine,North Dakota,19,2011
Maine,Ohio,483,2011
Maine,Nevada,150,2011
Maine,Oklahoma,25,2011
Maine,Pennsylvania,915,2011
Maine,Rhode Island,234,2011
Maine,South Carolina,587,2011
Maine,South Dakota,42,2011
Maine,Tennessee,394,2011
Maine,Texas,1637,2011
Maine,Utah,182,2011
Maine,Oregon,471,2011
Maine,Vermont,612,2011
Maine,Nebraska,0,2011
Maine,Missouri,325,2011
Maine,District of Columbia ,239,2011
Maine,Florida,4304,2011
Maine,Georgia,507,2011
Maine,Hawaii,177,2011
Maine,Idaho,0,2011
Maine,Illinois,675,2011
Maine,Indiana,164,2011
Maine,Montana,10,2011
Maine,Iowa,275,2011
Maine,Kentucky,158,2011
Maine,Louisiana,138,2011
Maine,Maryland,52,2011
Maine,Massachusetts,4439,2011
Maine,Michigan,702,2011
Maine,Minnesota,296,2011
Maine,Mississippi,0,2011
Maine,Kansas,523,2011
Michigan,Illinois,9897,2011
Maine,Virginia,570,2011
Maine,West Virginia,43,2011
Maryland,Louisiana,860,2011
Maryland,Maine,1526,2011
Maryland,Massachusetts,3470,2011
Maryland,Michigan,2077,2011
Maryland,Minnesota,810,2011
Maryland,Mississippi,1109,2011
Maryland,Missouri,1469,2011
Maryland,Kentucky,848,2011
Maryland,Montana,73,2011
Maryland,Nevada,1105,2011
Maryland,New Hampshire,232,2011
Maryland,New Jersey,9627,2011
Maryland,New Mexico,797,2011
Maryland,New York,9222,2011
Maryland,North Carolina,6686,2011
Maryland,North Dakota,0,2011
Maryland,Nebraska,0,2011
Maine,Washington,88,2011
Maryland,Kansas,689,2011
Maryland,Indiana,1318,2011
Maine,Wisconsin,321,2011
Maine,Wyoming,21,2011
Maryland,Alabama,228,2011
Maryland,Alaska,671,2011
Maryland,Arizona,945,2011
Maryland,Arkansas,423,2011
Maryland,California,8595,2011
Maryland,Iowa,110,2011
Maryland,Colorado,1796,2011
Maryland,Delaware,6652,2011
Maryland,District of Columbia ,18492,2011
Maryland,Florida,7825,2011
Maryland,Georgia,7113,2011
Maryland,Hawaii,1170,2011
Maryland,Idaho,389,2011
Maryland,Illinois,2392,2011
Maryland,Connecticut,1608,2011
Michigan,Indiana,7668,2011
Michigan,Iowa,1709,2011
Michigan,Kansas,1148,2011
Mississippi,Kentucky,1626,2011
Mississippi,Louisiana,7139,2011
Mississippi,Maine,0,2011
Mississippi,Maryland,265,2011
Mississippi,Massachusetts,1445,2011
Mississippi,Michigan,1610,2011
Mississippi,Minnesota,614,2011
Mississippi,Kansas,66,2011
Mississippi,Missouri,1581,2011
Mississippi,Nebraska,118,2011
Mississippi,Nevada,84,2011
Mississippi,New Hampshire,65,2011
Mississippi,New Jersey,269,2011
Mississippi,New Mexico,1075,2011
Mississippi,New York,364,2011
Mississippi,North Carolina,483,2011
Mississippi,Montana,0,2011
Mississippi,North Dakota,0,2011
Mississippi,Iowa,650,2011
Mississippi,Illinois,2068,2011
Minnesota,West Virginia,92,2011
Minnesota,Wisconsin,19255,2011
Minnesota,Wyoming,224,2011
Mississippi,Alabama,8922,2011
Mississippi,Alaska,117,2011
Mississippi,Arizona,556,2011
Mississippi,Arkansas,2315,2011
Mississippi,Indiana,611,2011
Mississippi,California,4723,2011
Mississippi,Connecticut,54,2011
Mississippi,Delaware,0,2011
Mississippi,District of Columbia ,415,2011
Mississippi,Florida,6152,2011
Mississippi,Georgia,3136,2011
Mississippi,Hawaii,369,2011
Mississippi,Idaho,55,2011
Mississippi,Colorado,484,2011
Minnesota,Washington,1413,2011
Mississippi,Ohio,991,2011
Mississippi,Oregon,74,2011
Missouri,Delaware,0,2011
Missouri,District of Columbia ,215,2011
Missouri,Florida,4513,2011
Missouri,Georgia,2964,2011
Missouri,Hawaii,871,2011
Missouri,Idaho,560,2011
Missouri,Illinois,20161,2011
Missouri,Connecticut,1516,2011
Missouri,Indiana,4404,2011
Missouri,Kansas,20884,2011
Missouri,Kentucky,1993,2011
Missouri,Louisiana,1728,2011
Missouri,Maine,291,2011
Missouri,Maryland,716,2011
Missouri,Massachusetts,463,2011
Idaho,Pennsylvania,343,2011
Missouri,Iowa,4811,2011
Mississippi,Oklahoma,566,2011
Missouri,Colorado,3144,2011
Missouri,Arkansas,6168,2011
Mississippi,Pennsylvania,2568,2011
Mississippi,Rhode Island,41,2011
Mississippi,South Carolina,398,2011
Mississippi,South Dakota,6,2011
Mississippi,Tennessee,7683,2011
Mississippi,Texas,5243,2011
Mississippi,Utah,332,2011
Missouri,California,8386,2011
Mississippi,Vermont,0,2011
Mississippi,Washington,286,2011
Mississippi,West Virginia,303,2011
Mississippi,Wisconsin,1136,2011
Mississippi,Wyoming,0,2011
Missouri,Alabama,1395,2011
Missouri,Alaska,2043,2011
Missouri,Arizona,2356,2011
Mississippi,Virginia,1453,2011
Maine,Delaware,238,2011
Minnesota,Virginia,1034,2011
Minnesota,Utah,919,2011
Michigan,Pennsylvania,2864,2011
Michigan,Rhode Island,385,2011
Michigan,South Carolina,2185,2011
Michigan,South Dakota,571,2011
Michigan,Tennessee,3106,2011
Michigan,Texas,9935,2011
Michigan,Utah,642,2011
Michigan,Oregon,647,2011
Michigan,Vermont,0,2011
Michigan,Washington,1430,2011
Michigan,West Virginia,417,2011
Michigan,Wisconsin,4018,2011
Michigan,Wyoming,841,2011
Minnesota,Alabama,123,2011
Minnesota,Alaska,893,2011
Minnesota,Arizona,2314,2011
Michigan,Virginia,2327,2011
Minnesota,Arkansas,951,2011
Michigan,Oklahoma,917,2011
Michigan,North Dakota,159,2011
Michigan,Kentucky,2578,2011
Michigan,Louisiana,955,2011
Michigan,Maine,599,2011
Michigan,Maryland,1035,2011
Michigan,Massachusetts,2861,2011
Michigan,Minnesota,2671,2011
Michigan,Mississippi,715,2011
Michigan,Ohio,11224,2011
Michigan,Missouri,2509,2011
Michigan,Nebraska,439,2011
Michigan,Nevada,1215,2011
Michigan,New Hampshire,73,2011
Michigan,New Jersey,1849,2011
Michigan,New Mexico,508,2011
Michigan,New York,6087,2011
Michigan,North Carolina,3405,2011
Michigan,Montana,84,2011
Minnesota,Vermont,177,2011
Minnesota,California,6638,2011
Minnesota,Connecticut,74,2011
Minnesota,Nevada,2682,2011
Minnesota,New Hampshire,21,2011
Minnesota,New Jersey,631,2011
Minnesota,New Mexico,540,2011
Minnesota,New York,2416,2011
Minnesota,North Carolina,845,2011
Minnesota,North Dakota,7574,2011
Minnesota,Nebraska,1936,2011
Minnesota,Ohio,1961,2011
Minnesota,Oregon,1800,2011
Minnesota,Pennsylvania,870,2011
Minnesota,Rhode Island,0,2011
Minnesota,South Carolina,447,2011
Minnesota,South Dakota,5305,2011
Minnesota,Tennessee,874,2011
Minnesota,Texas,3062,2011
Minnesota,Oklahoma,546,2011
Minnesota,Colorado,2662,2011
Minnesota,Montana,1457,2011
Minnesota,Mississippi,549,2011
Minnesota,Delaware,86,2011
Minnesota,District of Columbia ,367,2011
Minnesota,Florida,2820,2011
Minnesota,Georgia,840,2011
Minnesota,Hawaii,901,2011
Minnesota,Idaho,402,2011
Minnesota,Illinois,8209,2011
Minnesota,Missouri,1345,2011
Minnesota,Indiana,786,2011
Minnesota,Kansas,606,2011
Minnesota,Kentucky,755,2011
Minnesota,Louisiana,573,2011
Minnesota,Maine,321,2011
Minnesota,Maryland,424,2011
Minnesota,Massachusetts,970,2011
Minnesota,Michigan,5164,2011
Minnesota,Iowa,6175,2011
Maine,Connecticut,2481,2011
Missouri,Michigan,2830,2011
Maine,California,829,2011
Indiana,South Carolina,3306,2011
Indiana,South Dakota,235,2011
Indiana,Tennessee,3879,2011
Indiana,Texas,6326,2011
Indiana,Utah,123,2011
Indiana,Vermont,530,2011
Indiana,Virginia,1486,2011
Indiana,Washington,1028,2011
Indiana,West Virginia,216,2011
Indiana,Wisconsin,2923,2011
Indiana,Wyoming,117,2011
Iowa,Alabama,207,2011
Iowa,Alaska,967,2011
Iowa,Arizona,1411,2011
Iowa,Arkansas,433,2011
Indiana,Rhode Island,49,2011
Indiana,Pennsylvania,3998,2011
Indiana,Oregon,505,2011
Indiana,Oklahoma,844,2011
Indiana,Maryland,480,2011
Indiana,Massachusetts,952,2011
Indiana,Michigan,7896,2011
Indiana,Minnesota,1168,2011
Indiana,Mississippi,469,2011
Indiana,Missouri,1824,2011
Indiana,Montana,34,2011
Iowa,California,3297,2011
Indiana,Nebraska,622,2011
Indiana,New Hampshire,90,2011
Indiana,New Jersey,651,2011
Indiana,New Mexico,504,2011
Indiana,New York,2518,2011
Indiana,North Carolina,3038,2011
Indiana,North Dakota,70,2011
Indiana,Ohio,11109,2011
Indiana,Nevada,511,2011
Iowa,Colorado,2891,2011
Iowa,Connecticut,424,2011
Iowa,Delaware,0,2011
Iowa,New Hampshire,0,2011
Iowa,New Jersey,185,2011
Iowa,New Mexico,421,2011
Iowa,New York,2361,2011
Iowa,North Carolina,1760,2011
Iowa,North Dakota,604,2011
Iowa,Ohio,993,2011
Iowa,Nevada,2009,2011
Iowa,Oklahoma,532,2011
Iowa,Pennsylvania,388,2011
Iowa,Rhode Island,65,2011
Iowa,South Carolina,172,2011
Iowa,South Dakota,2842,2011
Iowa,Tennessee,623,2011
Iowa,Texas,2334,2011
Iowa,Utah,1482,2011
Iowa,Oregon,811,2011
Indiana,Louisiana,2241,2011
Iowa,Nebraska,6490,2011
Iowa,Missouri,3649,2011
Iowa,District of Columbia ,0,2011
Iowa,Florida,707,2011
Iowa,Georgia,1938,2011
Iowa,Hawaii,299,2011
Iowa,Idaho,161,2011
Iowa,Illinois,13725,2011
Iowa,Indiana,349,2011
Iowa,Montana,370,2011
Iowa,Kansas,1776,2011
Iowa,Louisiana,228,2011
Iowa,Maine,26,2011
Iowa,Maryland,487,2011
Iowa,Massachusetts,466,2011
Iowa,Michigan,1687,2011
Iowa,Minnesota,5634,2011
Iowa,Mississippi,408,2011
Iowa,Kentucky,387,2011
Indiana,Kentucky,10177,2011
Indiana,Kansas,1321,2011
Indiana,Iowa,916,2011
Illinois,District of Columbia ,1440,2011
Illinois,Florida,17548,2011
Illinois,Georgia,6042,2011
Illinois,Hawaii,1269,2011
Illinois,Idaho,393,2011
Illinois,Indiana,23491,2011
Illinois,Iowa,8420,2011
Illinois,Delaware,277,2011
Illinois,Kansas,2533,2011
Illinois,Louisiana,1315,2011
Illinois,Maine,693,2011
Illinois,Maryland,2565,2011
Illinois,Massachusetts,3507,2011
Illinois,Michigan,10274,2011
Illinois,Minnesota,4496,2011
Illinois,Mississippi,1521,2011
Illinois,Kentucky,5569,2011
Illinois,Missouri,13889,2011
Illinois,Connecticut,1819,2011
Illinois,California,13930,2011
Maine,Colorado,290,2011
Idaho,South Carolina,55,2011
Idaho,South Dakota,842,2011
Idaho,Tennessee,296,2011
Idaho,Texas,1303,2011
Idaho,Utah,6059,2011
Idaho,Vermont,0,2011
Illinois,Colorado,3271,2011
Idaho,Virginia,905,2011
Idaho,West Virginia,0,2011
Idaho,Wisconsin,165,2011
Idaho,Wyoming,487,2011
Illinois,Alabama,2823,2011
Illinois,Alaska,4119,2011
Illinois,Arizona,7657,2011
Illinois,Arkansas,3185,2011
Idaho,Washington,8991,2011
Iowa,Vermont,38,2011
Illinois,Montana,304,2011
Illinois,Nevada,2454,2011
Illinois,Wisconsin,14507,2011
Illinois,Wyoming,58,2011
Indiana,Alabama,1562,2011
Indiana,Alaska,371,2011
Indiana,Arizona,3975,2011
Indiana,Arkansas,2016,2011
Indiana,California,7649,2011
Illinois,West Virginia,352,2011
Indiana,Colorado,1930,2011
Indiana,Delaware,79,2011
Indiana,District of Columbia ,0,2011
Indiana,Florida,8595,2011
Indiana,Georgia,2543,2011
Indiana,Hawaii,1057,2011
Indiana,Idaho,1368,2011
Indiana,Illinois,23071,2011
Indiana,Connecticut,1227,2011
Illinois,Nebraska,827,2011
Illinois,Washington,3075,2011
Illinois,Vermont,49,2011
Illinois,New Hampshire,590,2011
Illinois,New Jersey,3009,2011
Illinois,New Mexico,1573,2011
Illinois,New York,6412,2011
Illinois,North Carolina,4057,2011
Illinois,North Dakota,105,2011
Illinois,Ohio,8384,2011
Illinois,Virginia,5233,2011
Illinois,Oklahoma,1002,2011
Illinois,Pennsylvania,3012,2011
Illinois,Rhode Island,278,2011
Illinois,South Carolina,1582,2011
Illinois,South Dakota,1318,2011
Illinois,Tennessee,3223,2011
Illinois,Texas,11011,2011
Illinois,Utah,951,2011
Illinois,Oregon,792,2011
Iowa,Virginia,720,2011
Indiana,Maine,275,2011
Iowa,West Virginia,115,2011
Kentucky,West Virginia,1174,2011
Kentucky,Wisconsin,581,2011
Kentucky,Wyoming,57,2011
Louisiana,Alabama,3065,2011
Louisiana,Alaska,288,2011
Louisiana,Arizona,2010,2011
Louisiana,Arkansas,2774,2011
Kentucky,Washington,1121,2011
Louisiana,California,3957,2011
Louisiana,Connecticut,358,2011
Louisiana,Delaware,0,2011
Louisiana,District of Columbia ,195,2011
Louisiana,Florida,5193,2011
Louisiana,Georgia,4425,2011
Louisiana,Hawaii,688,2011
Louisiana,Idaho,230,2011
Louisiana,Colorado,1202,2011
Louisiana,Indiana,1549,2011
Kentucky,Virginia,5154,2011
Kentucky,Utah,140,2011
Kentucky,Nevada,1358,2011
Kentucky,New Hampshire,52,2011
Kentucky,New Jersey,1289,2011
Kentucky,New Mexico,553,2011
Kentucky,New York,2174,2011
Kentucky,North Carolina,3916,2011
Kentucky,North Dakota,117,2011
Kentucky,Vermont,151,2011
Kentucky,Ohio,19617,2011
Kentucky,Oregon,459,2011
Kentucky,Pennsylvania,1490,2011
Kentucky,Rhode Island,640,2011
Kentucky,South Carolina,1387,2011
Kentucky,South Dakota,0,2011
Kentucky,Tennessee,16852,2011
Kentucky,Texas,4661,2011
Kentucky,Oklahoma,1256,2011
Kentucky,Nebraska,471,2011
Louisiana,Iowa,468,2011
Louisiana,Kentucky,1520,2011
Louisiana,Rhode Island,268,2011
Louisiana,South Carolina,1573,2011
Louisiana,South Dakota,37,2011
Louisiana,Tennessee,2495,2011
Louisiana,Texas,30292,2011
Louisiana,Utah,179,2011
Louisiana,Vermont,87,2011
Louisiana,Pennsylvania,455,2011
Louisiana,Virginia,2055,2011
Louisiana,West Virginia,110,2011
Louisiana,Wisconsin,339,2011
Louisiana,Wyoming,357,2011
Maine,Alabama,634,2011
Maine,Alaska,37,2011
Maine,Arizona,325,2011
Iowa,Washington,856,2011
Louisiana,Washington,1075,2011
Louisiana,Kansas,312,2011
Louisiana,Oregon,1531,2011
Louisiana,Ohio,2641,2011
Louisiana,Maine,120,2011
Louisiana,Maryland,1221,2011
Louisiana,Massachusetts,439,2011
Louisiana,Michigan,1163,2011
Louisiana,Minnesota,698,2011
Louisiana,Mississippi,10255,2011
Louisiana,Missouri,1375,2011
Louisiana,Oklahoma,4235,2011
Louisiana,Montana,278,2011
Louisiana,Nevada,994,2011
Louisiana,New Hampshire,15,2011
Louisiana,New Jersey,453,2011
Louisiana,New Mexico,1028,2011
Louisiana,New York,1360,2011
Louisiana,North Carolina,2134,2011
Louisiana,North Dakota,277,2011
Louisiana,Nebraska,176,2011
Kentucky,Montana,216,2011
Louisiana,Illinois,1189,2011
Maine,Arkansas,38,2011
Kansas,Maine,481,2011
Kansas,Maryland,3180,2011
Kansas,Massachusetts,28,2011
Kansas,Michigan,1947,2011
Kansas,Minnesota,679,2011
Kansas,Mississippi,1517,2011
Kansas,Missouri,22033,2011
Kansas,Louisiana,519,2011
Kansas,Montana,270,2011
Kansas,Nevada,657,2011
Kansas,New Hampshire,27,2011
Kansas,New Jersey,1189,2011
Kansas,New Mexico,769,2011
Kansas,New York,780,2011
Kansas,North Carolina,1223,2011
Kansas,North Dakota,379,2011
Kansas,Nebraska,1648,2011
Kansas,Ohio,1616,2011
Kansas,Kentucky,1167,2011
Kansas,Indiana,863,2011
Kentucky,Missouri,2793,2011
Iowa,Wyoming,140,2011
Kansas,Alabama,434,2011
Kansas,Alaska,108,2011
Kansas,Arizona,2028,2011
Kansas,Arkansas,998,2011
Kansas,California,4743,2011
Kansas,Iowa,1715,2011
Kansas,Colorado,5030,2011
Kansas,Delaware,74,2011
Kansas,District of Columbia ,128,2011
Kansas,Florida,1581,2011
Kansas,Georgia,1146,2011
Kansas,Hawaii,287,2011
Kansas,Idaho,264,2011
Kansas,Illinois,2760,2011
Kansas,Connecticut,412,2011
Kansas,Oklahoma,5022,2011
Iowa,Wisconsin,2537,2011
Kansas,Pennsylvania,1494,2011
Kentucky,District of Columbia ,201,2011
Kentucky,Florida,7400,2011
Kentucky,Georgia,2725,2011
Kentucky,Hawaii,63,2011
Kentucky,Idaho,36,2011
Kentucky,Illinois,4273,2011
Kentucky,Indiana,11071,2011
Kentucky,Delaware,0,2011
Kentucky,Iowa,536,2011
Kentucky,Louisiana,1399,2011
Kentucky,Maine,71,2011
Kentucky,Maryland,2076,2011
Kentucky,Massachusetts,1019,2011
Kentucky,Michigan,3178,2011
Kentucky,Minnesota,475,2011
Kansas,Oregon,285,2011
Kentucky,Kansas,253,2011
Kentucky,Connecticut,176,2011
Kentucky,Mississippi,1248,2011
Kentucky,California,2130,2011
Kentucky,Colorado,221,2011
Kansas,Rhode Island,180,2011
Kansas,South Carolina,1102,2011
Kansas,South Dakota,104,2011
Kansas,Tennessee,1066,2011
Kansas,Utah,196,2011
Kansas,Vermont,0,2011
Kansas,Virginia,1986,2011
Kansas,Texas,6575,2011
Kansas,West Virginia,0,2011
Kansas,Wisconsin,893,2011
Kansas,Wyoming,1285,2011
Kentucky,Alabama,925,2011
Kentucky,Alaska,0,2011
Kentucky,Arizona,1818,2011
Kentucky,Arkansas,1058,2011
Kansas,Washington,772,2011
North Dakota,Alaska,70,2012
North Carolina,Washington,5915,2012
North Carolina,West Virginia,2677,2012
North Carolina,Wisconsin,2266,2012
North Carolina,Wyoming,604,2012
North Dakota,Alabama,83,2012
North Dakota,Arizona,1571,2012
North Dakota,Georgia,98,2012
North Dakota,California,999,2012
North Dakota,Colorado,546,2012
North Dakota,Connecticut,65,2012
North Dakota,Delaware,0,2012
North Dakota,District of Columbia ,70,2012
North Dakota,Florida,950,2012
North Carolina,Montana,244,2012
North Dakota,Arkansas,0,2012
North Carolina,Virginia,26759,2012
North Carolina,Oregon,1333,2012
North Carolina,Utah,1189,2012
North Dakota,Hawaii,160,2012
North Carolina,Nebraska,628,2012
North Carolina,Nevada,1627,2012
North Carolina,New Hampshire,754,2012
North Carolina,New Jersey,11468,2012
North Carolina,New Mexico,1138,2012
North Carolina,New York,19891,2012
North Carolina,Vermont,445,2012
North Carolina,North Dakota,206,2012
North Carolina,Oklahoma,1263,2012
North Carolina,Pennsylvania,12179,2012
North Carolina,Rhode Island,290,2012
North Carolina,South Carolina,25532,2012
North Carolina,South Dakota,351,2012
North Carolina,Tennessee,9230,2012
North Carolina,Texas,12638,2012
North Carolina,Ohio,9337,2012
North Dakota,Idaho,540,2012
North Dakota,New Mexico,161,2012
North Dakota,Indiana,55,2012
North Dakota,Oregon,724,2012
North Dakota,Pennsylvania,114,2012
North Dakota,Rhode Island,244,2012
North Dakota,South Carolina,14,2012
North Dakota,South Dakota,1754,2012
North Dakota,Tennessee,746,2012
North Dakota,Texas,1414,2012
North Dakota,Oklahoma,280,2012
North Dakota,Utah,43,2012
North Dakota,Virginia,403,2012
North Dakota,Washington,1604,2012
North Dakota,West Virginia,0,2012
North Dakota,Wisconsin,543,2012
North Dakota,Wyoming,365,2012
Ohio,Alabama,3705,2012
North Carolina,Missouri,2623,2012
North Dakota,Vermont,758,2012
North Dakota,Illinois,799,2012
North Dakota,Ohio,6,2012
North Dakota,New York,331,2012
North Dakota,Iowa,458,2012
North Dakota,Kansas,161,2012
North Dakota,Kentucky,22,2012
North Dakota,Louisiana,18,2012
North Dakota,Maine,98,2012
North Dakota,Maryland,232,2012
North Dakota,Massachusetts,187,2012
North Dakota,North Carolina,231,2012
North Dakota,Michigan,757,2012
North Dakota,Mississippi,72,2012
North Dakota,Missouri,1490,2012
North Dakota,Montana,1776,2012
North Dakota,Nebraska,950,2012
North Dakota,Nevada,854,2012
North Dakota,New Hampshire,0,2012
North Dakota,New Jersey,140,2012
North Dakota,Minnesota,15257,2012
North Carolina,Mississippi,2377,2012
New Mexico,Washington,1251,2012
North Carolina,Michigan,6161,2012
New York,Kansas,1437,2012
New York,Kentucky,1753,2012
New York,Louisiana,1083,2012
New York,Maine,1345,2012
New York,Maryland,7321,2012
New York,Massachusetts,15073,2012
New York,Michigan,5191,2012
New York,Iowa,955,2012
New York,Minnesota,1059,2012
New York,Missouri,3310,2012
New York,Montana,421,2012
New York,Nebraska,78,2012
New York,Nevada,600,2012
New York,New Hampshire,2760,2012
New York,New Jersey,42574,2012
New York,New Mexico,646,2012
New York,Mississippi,773,2012
New York,North Carolina,10544,2012
New York,Indiana,3040,2012
New York,Idaho,607,2012
Ohio,Alaska,2207,2012
New Mexico,West Virginia,0,2012
New Mexico,Wisconsin,321,2012
New Mexico,Wyoming,95,2012
New York,Alabama,1364,2012
New York,Alaska,4002,2012
New York,Arizona,4146,2012
New York,Illinois,8017,2012
New York,Arkansas,247,2012
New York,Colorado,3596,2012
New York,Connecticut,14595,2012
New York,Delaware,477,2012
New York,District of Columbia ,3936,2012
New York,Florida,27392,2012
New York,Georgia,7592,2012
New York,Hawaii,1598,2012
New York,California,24623,2012
North Carolina,Minnesota,1523,2012
New York,North Dakota,77,2012
New York,Oklahoma,1327,2012
North Carolina,Connecticut,4914,2012
North Carolina,Delaware,2180,2012
North Carolina,District of Columbia ,1801,2012
North Carolina,Florida,26365,2012
North Carolina,Georgia,16823,2012
North Carolina,Hawaii,1566,2012
North Carolina,Idaho,334,2012
North Carolina,Colorado,4790,2012
North Carolina,Illinois,6378,2012
North Carolina,Iowa,775,2012
North Carolina,Kansas,1595,2012
North Carolina,Kentucky,1531,2012
North Carolina,Louisiana,919,2012
North Carolina,Maine,1259,2012
North Carolina,Maryland,9005,2012
North Carolina,Massachusetts,3710,2012
North Carolina,Indiana,4532,2012
New York,Ohio,4625,2012
North Carolina,California,13883,2012
North Carolina,Arizona,3493,2012
New York,Oregon,1055,2012
New York,Pennsylvania,22895,2012
New York,Rhode Island,3222,2012
New York,South Carolina,5952,2012
New York,South Dakota,0,2012
New York,Tennessee,1279,2012
New York,Texas,11231,2012
North Carolina,Arkansas,861,2012
New York,Utah,622,2012
New York,Virginia,7939,2012
New York,Washington,2614,2012
New York,West Virginia,921,2012
New York,Wisconsin,979,2012
New York,Wyoming,396,2012
North Carolina,Alabama,4329,2012
North Carolina,Alaska,1458,2012
New York,Vermont,2764,2012
Ohio,Arizona,4929,2012
Pennsylvania,Georgia,4337,2012
Ohio,California,8995,2012
Oregon,Colorado,4472,2012
Oregon,Connecticut,381,2012
Oregon,Delaware,0,2012
Oregon,District of Columbia ,696,2012
Oregon,Florida,1660,2012
Oregon,Georgia,1032,2012
Oregon,Hawaii,2501,2012
Oregon,California,31862,2012
Oregon,Idaho,5093,2012
Oregon,Indiana,1380,2012
Oregon,Iowa,834,2012
Oregon,Kansas,556,2012
Oregon,Kentucky,202,2012
Oregon,Louisiana,227,2012
Oregon,Maine,446,2012
Oregon,Maryland,457,2012
Oregon,Illinois,1676,2012
Oregon,Massachusetts,760,2012
Oregon,Arkansas,165,2012
Oregon,Alaska,2513,2012
Oklahoma,Ohio,1148,2012
Oklahoma,Oregon,1261,2012
Oklahoma,Pennsylvania,494,2012
Oklahoma,Rhode Island,0,2012
Oklahoma,South Carolina,569,2012
Oklahoma,South Dakota,108,2012
Oklahoma,Tennessee,2471,2012
Oregon,Arizona,7954,2012
Oklahoma,Texas,25508,2012
Oklahoma,Vermont,197,2012
Oklahoma,Virginia,1749,2012
Oklahoma,Washington,1574,2012
Oklahoma,West Virginia,368,2012
Oklahoma,Wisconsin,1061,2012
Oklahoma,Wyoming,45,2012
Oregon,Alabama,373,2012
Oklahoma,Utah,2588,2012
Oklahoma,North Dakota,308,2012
Oregon,Michigan,570,2012
Oregon,Mississippi,186,2012
Oregon,Virginia,676,2012
Oregon,Washington,21224,2012
Oregon,West Virginia,593,2012
Oregon,Wisconsin,426,2012
Oregon,Wyoming,765,2012
Pennsylvania,Alabama,1926,2012
Pennsylvania,Alaska,1658,2012
Oregon,Vermont,367,2012
Pennsylvania,Arizona,3529,2012
Pennsylvania,California,7772,2012
Pennsylvania,Colorado,2574,2012
Pennsylvania,Connecticut,3311,2012
Pennsylvania,Delaware,4814,2012
Pennsylvania,District of Columbia ,2921,2012
Pennsylvania,Florida,14631,2012
Missouri,Nevada,836,2012
Pennsylvania,Arkansas,573,2012
Oregon,Minnesota,1792,2012
Oregon,Utah,4793,2012
Oregon,Tennessee,802,2012
Oregon,Missouri,403,2012
Oregon,Montana,2192,2012
Oregon,Nebraska,570,2012
Oregon,Nevada,5935,2012
Oregon,New Hampshire,39,2012
Oregon,New Jersey,385,2012
Oregon,New Mexico,920,2012
Oregon,Texas,3347,2012
Oregon,New York,2379,2012
Oregon,North Dakota,42,2012
Oregon,Ohio,1411,2012
Oregon,Oklahoma,725,2012
Oregon,Pennsylvania,904,2012
Oregon,Rhode Island,177,2012
Oregon,South Carolina,461,2012
Oregon,South Dakota,119,2012
Oregon,North Carolina,1482,2012
Ohio,Arkansas,884,2012
Oklahoma,North Carolina,1961,2012
Oklahoma,New Mexico,1244,2012
Ohio,Missouri,3026,2012
Ohio,Montana,276,2012
Ohio,Nebraska,1052,2012
Ohio,Nevada,907,2012
Ohio,New Hampshire,189,2012
Ohio,New Jersey,4703,2012
Ohio,New Mexico,1361,2012
Ohio,Mississippi,1017,2012
Ohio,New York,8732,2012
Ohio,North Dakota,453,2012
Ohio,Oklahoma,858,2012
Ohio,Oregon,432,2012
Ohio,Pennsylvania,14147,2012
Ohio,Rhode Island,435,2012
Ohio,South Carolina,2445,2012
Ohio,South Dakota,47,2012
Ohio,North Carolina,5498,2012
Ohio,Tennessee,3542,2012
Ohio,Minnesota,1122,2012
Ohio,Massachusetts,2189,2012
Ohio,Colorado,3180,2012
Ohio,Connecticut,1355,2012
Ohio,Delaware,1079,2012
Ohio,District of Columbia ,985,2012
Ohio,Florida,16366,2012
Ohio,Georgia,8052,2012
Ohio,Hawaii,1198,2012
Ohio,Michigan,16336,2012
Ohio,Idaho,412,2012
Ohio,Indiana,13534,2012
Ohio,Iowa,1039,2012
Ohio,Kansas,1166,2012
Ohio,Kentucky,13227,2012
Ohio,Louisiana,2214,2012
