target,source,flow,year
Alaska,Maryland,938,2007
Alaska,Massachusetts,359,2007
Alaska,Michigan,1061,2007
Alaska,Minnesota,172,2007
Alaska,Mississippi,99,2007
Alaska,Missouri,843,2007
Alaska,Montana,897,2007
Alaska,Nebraska,185,2007
Alaska,Nevada,210,2007
Alaska,New Hampshire,0,2007
Alaska,New Jersey,113,2007
Alaska,New Mexico,307,2007
Alaska,New York,569,2007
Alaska,North Carolina,386,2007
Alaska,North Dakota,191,2007
Alaska,Ohio,303,2007
Alaska,Oklahoma,319,2007
Alaska,Oregon,1740,2007
Alaska,Pennsylvania,550,2007
Alaska,Rhode Island,0,2007
Alaska,South Carolina,860,2007
Alaska,South Dakota,68,2007
Alaska,Tennessee,1484,2007
Alaska,Texas,3460,2007
Alaska,Utah,372,2007
Alaska,Vermont,0,2007
Alaska,Virginia,1028,2007
Alaska,Washington,3368,2007
Alaska,West Virginia,0,2007
Alaska,Wisconsin,586,2007
Alaska,Wyoming,0,2007
Arizona,Alabama,1678,2007
Arizona,Alaska,1994,2007
Arizona,Arkansas,1432,2007
Arizona,California,65684,2007
Arizona,Colorado,10555,2007
Arizona,Connecticut,1026,2007
Arizona,Delaware,371,2007
Arizona,District of Columbia ,613,2007
Arizona,Florida,5693,2007
Arizona,Georgia,4160,2007
Arizona,Hawaii,2966,2007
Arizona,Idaho,1910,2007
Arizona,Illinois,11447,2007
Arizona,Indiana,5633,2007
Arizona,Iowa,2570,2007
Arizona,Kansas,3357,2007
Arizona,Kentucky,754,2007
Arizona,Louisiana,1178,2007
Arizona,Maine,1053,2007
Arizona,Maryland,2248,2007
Arizona,Massachusetts,5328,2007
Arizona,Michigan,12012,2007
Arizona,Minnesota,7949,2007
Arizona,Mississippi,436,2007
Arizona,Missouri,6354,2007
Arizona,Montana,1063,2007
Arizona,Nebraska,1388,2007
Arizona,Nevada,10394,2007
Arizona,New Hampshire,529,2007
Arizona,New Jersey,4214,2007
Arizona,New Mexico,10332,2007
Arizona,New York,5843,2007
Arizona,North Carolina,3803,2007
Arizona,North Dakota,985,2007
Arizona,Ohio,6477,2007
Arizona,Oklahoma,2830,2007
Arizona,Oregon,7151,2007
Arizona,Pennsylvania,3616,2007
Arizona,Rhode Island,168,2007
Arizona,South Carolina,1490,2007
Arizona,South Dakota,752,2007
Arizona,Tennessee,2585,2007
Arizona,Texas,13890,2007
Arizona,Utah,7662,2007
Arizona,Vermont,227,2007
Arizona,Virginia,3766,2007
Arizona,Washington,9194,2007
Arizona,West Virginia,759,2007
Arizona,Wisconsin,4049,2007
Arizona,Wyoming,1219,2007
Arkansas,Alabama,2065,2007
Arkansas,Alaska,410,2007
Arkansas,Arizona,930,2007
Arkansas,California,7139,2007
Arkansas,Colorado,1148,2007
Arkansas,Connecticut,508,2007
Arkansas,Delaware,0,2007
Arkansas,District of Columbia ,72,2007
Arkansas,Florida,2923,2007
Arkansas,Georgia,1023,2007
Arkansas,Hawaii,149,2007
Arkansas,Idaho,183,2007
Arkansas,Illinois,2333,2007
Arkansas,Indiana,1176,2007
Arkansas,Iowa,249,2007
Arkansas,Kansas,2085,2007
Arkansas,Kentucky,858,2007
Arkansas,Louisiana,5563,2007
Arkansas,Maine,0,2007
Arkansas,Maryland,855,2007
Arkansas,Massachusetts,382,2007
Arkansas,Michigan,1771,2007
Arkansas,Minnesota,1336,2007
Arkansas,Mississippi,2948,2007
Arkansas,Missouri,6958,2007
Arkansas,Montana,0,2007
Arkansas,Nebraska,555,2007
Arkansas,Nevada,2131,2007
Arkansas,New Hampshire,1320,2007
Arkansas,New Jersey,332,2007
Arkansas,New Mexico,1187,2007
Arkansas,New York,1206,2007
Arkansas,North Carolina,1057,2007
Arkansas,North Dakota,59,2007
Arkansas,Ohio,979,2007
Arkansas,Oklahoma,5991,2007
Arkansas,Oregon,250,2007
Arkansas,Pennsylvania,339,2007
Arkansas,Rhode Island,0,2007
Arkansas,South Carolina,1022,2007
Arkansas,South Dakota,113,2007
Arkansas,Tennessee,5108,2007
Arkansas,Texas,18459,2007
Arkansas,Utah,1343,2007
Arkansas,Vermont,0,2007
Arkansas,Virginia,406,2007
Arkansas,Washington,1908,2007
Arkansas,West Virginia,222,2007
Arkansas,Wisconsin,1599,2007
Arkansas,Wyoming,498,2007
California,Alabama,2527,2007
California,Alaska,5508,2007
California,Arizona,33629,2007
California,Arkansas,4098,2007
California,Colorado,23652,2007
California,Connecticut,6930,2007
California,Delaware,324,2007
California,District of Columbia ,1853,2007
California,Florida,28552,2007
California,Georgia,13499,2007
California,Hawaii,15352,2007
California,Idaho,5052,2007
California,Illinois,24219,2007
California,Indiana,7152,2007
California,Iowa,2962,2007
California,Kansas,2793,2007
California,Kentucky,3871,2007
California,Louisiana,6176,2007
California,Maine,1374,2007
California,Maryland,8522,2007
California,Massachusetts,12018,2007
California,Michigan,15046,2007
California,Minnesota,9692,2007
California,Mississippi,4442,2007
California,Missouri,9661,2007
California,Montana,2584,2007
California,Nebraska,2700,2007
California,Nevada,29730,2007
California,New Hampshire,1190,2007
California,New Jersey,9919,2007
California,New Mexico,5536,2007
California,New York,25255,2007
California,North Carolina,12337,2007
California,North Dakota,242,2007
California,Ohio,10141,2007
California,Oklahoma,4443,2007
California,Oregon,17046,2007
California,Pennsylvania,11695,2007
California,Rhode Island,1612,2007
California,South Carolina,3275,2007
California,South Dakota,672,2007
California,Tennessee,8140,2007
California,Texas,36391,2007
California,Utah,12377,2007
California,Vermont,250,2007
California,Virginia,14966,2007
California,Washington,24449,2007
California,West Virginia,265,2007
California,Wisconsin,5551,2007
California,Wyoming,1388,2007
Colorado,Alabama,1958,2007
Colorado,Alaska,1905,2007
Colorado,Arizona,10752,2007
Colorado,Arkansas,2261,2007
Colorado,California,29278,2007
Colorado,Connecticut,3270,2007
Colorado,Delaware,212,2007
Colorado,District of Columbia ,565,2007
Colorado,Florida,8594,2007
Colorado,Georgia,3934,2007
Colorado,Hawaii,1885,2007
Colorado,Idaho,1142,2007
Colorado,Illinois,5902,2007
Colorado,Indiana,2821,2007
Colorado,Iowa,1309,2007
Colorado,Kansas,5977,2007
Colorado,Kentucky,1558,2007
Colorado,Louisiana,3012,2007
Colorado,Maine,1177,2007
Colorado,Maryland,3452,2007
Colorado,Massachusetts,4013,2007
Colorado,Michigan,2417,2007
Colorado,Minnesota,2965,2007
Colorado,Mississippi,181,2007
Colorado,Missouri,6505,2007
Colorado,Montana,1398,2007
Colorado,Nebraska,4892,2007
Colorado,Nevada,4858,2007
Colorado,New Hampshire,391,2007
Colorado,New Jersey,2136,2007
Colorado,New Mexico,4450,2007
Colorado,New York,4380,2007
Colorado,North Carolina,2612,2007
Colorado,North Dakota,1025,2007
Colorado,Ohio,5159,2007
Colorado,Oklahoma,3974,2007
Colorado,Oregon,5550,2007
Colorado,Pennsylvania,2036,2007
Colorado,Rhode Island,1295,2007
Colorado,South Carolina,576,2007
Colorado,South Dakota,793,2007
Colorado,Tennessee,2415,2007
Colorado,Texas,23618,2007
Colorado,Utah,4529,2007
Colorado,Vermont,426,2007
Colorado,Virginia,4864,2007
Colorado,Washington,3639,2007
Colorado,West Virginia,369,2007
Colorado,Wisconsin,3007,2007
Colorado,Wyoming,2446,2007
Connecticut,Alabama,205,2007
Connecticut,Alaska,244,2007
Connecticut,Arizona,701,2007
Connecticut,Arkansas,219,2007
Connecticut,California,4376,2007
Connecticut,Colorado,1156,2007
Connecticut,Delaware,148,2007
Connecticut,District of Columbia ,439,2007
Connecticut,Florida,7760,2007
Connecticut,Georgia,652,2007
Connecticut,Hawaii,235,2007
Connecticut,Idaho,265,2007
Connecticut,Illinois,1897,2007
Connecticut,Indiana,953,2007
Connecticut,Iowa,508,2007
Connecticut,Kansas,0,2007
Connecticut,Kentucky,405,2007
Connecticut,Louisiana,236,2007
Connecticut,Maine,995,2007
Connecticut,Maryland,2139,2007
Connecticut,Massachusetts,8705,2007
Connecticut,Michigan,722,2007
Connecticut,Minnesota,313,2007
Connecticut,Mississippi,0,2007
Connecticut,Missouri,74,2007
Connecticut,Montana,0,2007
Connecticut,Nebraska,404,2007
Connecticut,Nevada,636,2007
Connecticut,New Hampshire,2045,2007
Connecticut,New Jersey,4884,2007
Connecticut,New Mexico,0,2007
Connecticut,New York,23272,2007
Connecticut,North Carolina,2297,2007
Connecticut,North Dakota,65,2007
Connecticut,Ohio,654,2007
Connecticut,Oklahoma,71,2007
Connecticut,Oregon,60,2007
Connecticut,Pennsylvania,2346,2007
Connecticut,Rhode Island,1927,2007
Connecticut,South Carolina,371,2007
Connecticut,South Dakota,13,2007
Connecticut,Tennessee,602,2007
Connecticut,Texas,2311,2007
Connecticut,Utah,563,2007
Connecticut,Vermont,680,2007
Connecticut,Virginia,1101,2007
Connecticut,Washington,761,2007
Connecticut,West Virginia,46,2007
Connecticut,Wisconsin,207,2007
Connecticut,Wyoming,0,2007
Delaware,Alabama,185,2007
Delaware,Alaska,60,2007
Delaware,Arizona,324,2007
Delaware,Arkansas,0,2007
Delaware,California,214,2007
Delaware,Colorado,484,2007
Delaware,Connecticut,539,2007
Delaware,District of Columbia ,170,2007
Delaware,Florida,1314,2007
Delaware,Georgia,304,2007
Delaware,Hawaii,0,2007
Delaware,Idaho,0,2007
Delaware,Illinois,107,2007
Delaware,Indiana,502,2007
Delaware,Iowa,60,2007
Delaware,Kansas,237,2007
Delaware,Kentucky,36,2007
Delaware,Louisiana,288,2007
Delaware,Maine,0,2007
Delaware,Maryland,5631,2007
Delaware,Massachusetts,1274,2007
Delaware,Michigan,903,2007
Delaware,Minnesota,117,2007
Delaware,Mississippi,406,2007
Delaware,Missouri,0,2007
Delaware,Montana,0,2007
Delaware,Nebraska,0,2007
Delaware,Nevada,789,2007
Delaware,New Hampshire,84,2007
Delaware,New Jersey,6461,2007
Delaware,New Mexico,167,2007
Delaware,New York,3848,2007
Delaware,North Carolina,1038,2007
Delaware,North Dakota,0,2007
Delaware,Ohio,280,2007
Delaware,Oklahoma,210,2007
Delaware,Oregon,0,2007
Delaware,Pennsylvania,10526,2007
Delaware,Rhode Island,262,2007
Delaware,South Carolina,480,2007
Delaware,South Dakota,0,2007
Delaware,Tennessee,99,2007
Delaware,Texas,1683,2007
Delaware,Utah,0,2007
Delaware,Vermont,16,2007
Delaware,Virginia,1123,2007
Delaware,Washington,21,2007
Delaware,West Virginia,100,2007
Delaware,Wisconsin,0,2007
Delaware,Wyoming,50,2007
District of Columbia ,Alabama,453,2007
District of Columbia ,Alaska,0,2007
District of Columbia ,Arizona,296,2007
District of Columbia ,Arkansas,574,2007
District of Columbia ,California,4178,2007
District of Columbia ,Colorado,489,2007
District of Columbia ,Connecticut,1438,2007
District of Columbia ,Delaware,471,2007
District of Columbia ,Florida,2307,2007
District of Columbia ,Georgia,501,2007
District of Columbia ,Hawaii,252,2007
District of Columbia ,Idaho,47,2007
District of Columbia ,Illinois,1239,2007
District of Columbia ,Indiana,124,2007
District of Columbia ,Iowa,111,2007
District of Columbia ,Kansas,0,2007
District of Columbia ,Kentucky,202,2007
District of Columbia ,Louisiana,96,2007
District of Columbia ,Maine,53,2007
District of Columbia ,Maryland,14647,2007
District of Columbia ,Massachusetts,1659,2007
District of Columbia ,Michigan,419,2007
District of Columbia ,Minnesota,0,2007
District of Columbia ,Mississippi,0,2007
District of Columbia ,Missouri,355,2007
District of Columbia ,Montana,119,2007
District of Columbia ,Nebraska,102,2007
District of Columbia ,Nevada,53,2007
District of Columbia ,New Hampshire,108,2007
District of Columbia ,New Jersey,778,2007
District of Columbia ,New Mexico,107,2007
District of Columbia ,New York,3751,2007
District of Columbia ,North Carolina,534,2007
District of Columbia ,North Dakota,0,2007
District of Columbia ,Ohio,1232,2007
District of Columbia ,Oklahoma,0,2007
District of Columbia ,Oregon,400,2007
District of Columbia ,Pennsylvania,1406,2007
District of Columbia ,Rhode Island,415,2007
District of Columbia ,South Carolina,103,2007
District of Columbia ,South Dakota,53,2007
District of Columbia ,Tennessee,124,2007
District of Columbia ,Texas,968,2007
District of Columbia ,Utah,0,2007
District of Columbia ,Vermont,172,2007
District of Columbia ,Virginia,6365,2007
District of Columbia ,Washington,586,2007
District of Columbia ,West Virginia,163,2007
District of Columbia ,Wisconsin,204,2007
District of Columbia ,Wyoming,0,2007
Florida,Alabama,13391,2007
Florida,Alaska,6221,2007
Florida,Arizona,3872,2007
Florida,Arkansas,1883,2007
Florida,California,20661,2007
Florida,Colorado,10966,2007
Florida,Connecticut,13719,2007
Florida,Delaware,1158,2007
Florida,District of Columbia ,1321,2007
Florida,Georgia,31752,2007
Florida,Hawaii,2678,2007
Florida,Idaho,1122,2007
Florida,Illinois,18065,2007
Florida,Indiana,13047,2007
Florida,Iowa,1425,2007
Florida,Kansas,1402,2007
Florida,Kentucky,9255,2007
Florida,Louisiana,5901,2007
Florida,Maine,4872,2007
Florida,Maryland,13441,2007
Florida,Massachusetts,24301,2007
Florida,Michigan,22360,2007
Florida,Minnesota,5005,2007
Florida,Mississippi,6103,2007
Florida,Missouri,4774,2007
Florida,Montana,481,2007
Florida,Nebraska,950,2007
Florida,Nevada,2141,2007
Florida,New Hampshire,2757,2007
Florida,New Jersey,23909,2007
Florida,New Mexico,835,2007
Florida,New York,63312,2007
Florida,North Carolina,15249,2007
Florida,North Dakota,753,2007
Florida,Ohio,23340,2007
Florida,Oklahoma,3528,2007
Florida,Oregon,2119,2007
Florida,Pennsylvania,25668,2007
Florida,Rhode Island,3530,2007
Florida,South Carolina,8460,2007
Florida,South Dakota,682,2007
Florida,Tennessee,10052,2007
Florida,Texas,24855,2007
Florida,Utah,1645,2007
Florida,Vermont,1139,2007
Florida,Virginia,21684,2007
Florida,Washington,7426,2007
Florida,West Virginia,2778,2007
Florida,Wisconsin,6744,2007
Florida,Wyoming,795,2007
Georgia,Alabama,17724,2007
Georgia,Alaska,2063,2007
Georgia,Arizona,4385,2007
Georgia,Arkansas,2285,2007
Georgia,California,21454,2007
Georgia,Colorado,3194,2007
Georgia,Connecticut,3380,2007
Georgia,Delaware,1323,2007
Georgia,District of Columbia ,1924,2007
Georgia,Florida,77098,2007
Georgia,Hawaii,2198,2007
Georgia,Idaho,335,2007
Georgia,Illinois,8465,2007
Georgia,Indiana,3902,2007
Georgia,Iowa,1599,2007
Georgia,Kansas,986,2007
Georgia,Kentucky,4276,2007
Georgia,Louisiana,10574,2007
Georgia,Maine,306,2007
Georgia,Maryland,5543,2007
Georgia,Massachusetts,3986,2007
Georgia,Michigan,8520,2007
Georgia,Minnesota,1605,2007
Georgia,Mississippi,3829,2007
Georgia,Missouri,3003,2007
Georgia,Montana,373,2007
Georgia,Nebraska,289,2007
Georgia,Nevada,917,2007
Georgia,New Hampshire,909,2007
Georgia,New Jersey,8683,2007
Georgia,New Mexico,1365,2007
Georgia,New York,24235,2007
Georgia,North Carolina,15027,2007
Georgia,North Dakota,0,2007
Georgia,Ohio,6873,2007
Georgia,Oklahoma,2431,2007
Georgia,Oregon,1991,2007
Georgia,Pennsylvania,9614,2007
Georgia,Rhode Island,297,2007
Georgia,South Carolina,14735,2007
Georgia,South Dakota,249,2007
Georgia,Tennessee,13358,2007
Georgia,Texas,18656,2007
Georgia,Utah,2986,2007
Georgia,Vermont,660,2007
Georgia,Virginia,12095,2007
Georgia,Washington,1735,2007
Georgia,West Virginia,1861,2007
Georgia,Wisconsin,2300,2007
Georgia,Wyoming,420,2007
Hawaii,Alabama,1223,2007
Hawaii,Alaska,588,2007
Hawaii,Arizona,2125,2007
Hawaii,Arkansas,5,2007
Hawaii,California,11560,2007
Hawaii,Colorado,698,2007
Hawaii,Connecticut,150,2007
Hawaii,Delaware,0,2007
Hawaii,District of Columbia ,352,2007
Hawaii,Florida,3314,2007
Hawaii,Georgia,1462,2007
Hawaii,Idaho,60,2007
Hawaii,Illinois,1142,2007
Hawaii,Indiana,275,2007
Hawaii,Iowa,0,2007
Hawaii,Kansas,638,2007
Hawaii,Kentucky,606,2007
Hawaii,Louisiana,0,2007
Hawaii,Maine,129,2007
Hawaii,Maryland,952,2007
Hawaii,Massachusetts,1403,2007
Hawaii,Michigan,1101,2007
Hawaii,Minnesota,716,2007
Hawaii,Mississippi,41,2007
Hawaii,Missouri,181,2007
Hawaii,Montana,445,2007
Hawaii,Nebraska,42,2007
Hawaii,Nevada,1347,2007
Hawaii,New Hampshire,298,2007
Hawaii,New Jersey,132,2007
Hawaii,New Mexico,244,2007
Hawaii,New York,1843,2007
Hawaii,North Carolina,1500,2007
Hawaii,North Dakota,0,2007
Hawaii,Ohio,974,2007
Hawaii,Oklahoma,388,2007
Hawaii,Oregon,3110,2007
Hawaii,Pennsylvania,328,2007
Hawaii,Rhode Island,453,2007
Hawaii,South Carolina,793,2007
Hawaii,South Dakota,55,2007
Hawaii,Tennessee,526,2007
Hawaii,Texas,3372,2007
Hawaii,Utah,774,2007
Hawaii,Vermont,267,2007
Hawaii,Virginia,2446,2007
Hawaii,Washington,3327,2007
Hawaii,West Virginia,25,2007
Hawaii,Wisconsin,563,2007
Hawaii,Wyoming,0,2007
Idaho,Alabama,67,2007
Idaho,Alaska,693,2007
Idaho,Arizona,4701,2007
Idaho,Arkansas,0,2007
Idaho,California,10146,2007
Idaho,Colorado,2707,2007
Idaho,Connecticut,0,2007
Idaho,Delaware,0,2007
Idaho,District of Columbia ,0,2007
Idaho,Florida,2166,2007
Idaho,Georgia,365,2007
Idaho,Hawaii,677,2007
Idaho,Illinois,1167,2007
Idaho,Indiana,408,2007
Idaho,Iowa,321,2007
Idaho,Kansas,484,2007
Idaho,Kentucky,357,2007
Idaho,Louisiana,0,2007
Idaho,Maine,118,2007
Idaho,Maryland,234,2007
Idaho,Massachusetts,133,2007
Idaho,Michigan,389,2007
Idaho,Minnesota,1643,2007
Idaho,Mississippi,10,2007
Idaho,Missouri,398,2007
Idaho,Montana,1847,2007
Idaho,Nebraska,343,2007
Idaho,Nevada,3732,2007
Idaho,New Hampshire,153,2007
Idaho,New Jersey,123,2007
Idaho,New Mexico,1915,2007
Idaho,New York,349,2007
Idaho,North Carolina,596,2007
Idaho,North Dakota,319,2007
Idaho,Ohio,695,2007
Idaho,Oklahoma,468,2007
Idaho,Oregon,5235,2007
Idaho,Pennsylvania,298,2007
Idaho,Rhode Island,153,2007
Idaho,South Carolina,12,2007
Idaho,South Dakota,149,2007
Idaho,Tennessee,573,2007
Idaho,Texas,1708,2007
Idaho,Utah,6361,2007
Idaho,Vermont,0,2007
Idaho,Virginia,299,2007
Idaho,Washington,11271,2007
Idaho,West Virginia,238,2007
Idaho,Wisconsin,627,2007
Idaho,Wyoming,1578,2007
Illinois,Alabama,2554,2007
Illinois,Alaska,938,2007
Illinois,Arizona,5847,2007
Illinois,Arkansas,4378,2007
Illinois,California,14173,2007
Illinois,Colorado,4045,2007
Illinois,Connecticut,1298,2007
Illinois,Delaware,383,2007
Illinois,District of Columbia ,1379,2007
Illinois,Florida,14542,2007
Illinois,Georgia,9116,2007
Illinois,Hawaii,1103,2007
Illinois,Idaho,394,2007
Illinois,Indiana,19022,2007
Illinois,Iowa,9777,2007
Illinois,Kansas,2169,2007
Illinois,Kentucky,3715,2007
Illinois,Louisiana,2293,2007
Illinois,Maine,212,2007
Illinois,Maryland,2098,2007
Illinois,Massachusetts,3112,2007
Illinois,Michigan,13655,2007
Illinois,Minnesota,5123,2007
Illinois,Mississippi,2391,2007
Illinois,Missouri,15832,2007
Illinois,Montana,349,2007
Illinois,Nebraska,1208,2007
Illinois,Nevada,2271,2007
Illinois,New Hampshire,1079,2007
Illinois,New Jersey,3104,2007
Illinois,New Mexico,765,2007
Illinois,New York,9481,2007
Illinois,North Carolina,6005,2007
Illinois,North Dakota,450,2007
Illinois,Ohio,6161,2007
Illinois,Oklahoma,2272,2007
Illinois,Oregon,692,2007
Illinois,Pennsylvania,6578,2007
Illinois,Rhode Island,1390,2007
Illinois,South Carolina,1055,2007
Illinois,South Dakota,1106,2007
Illinois,Tennessee,5814,2007
Illinois,Texas,11382,2007
Illinois,Utah,1037,2007
Illinois,Vermont,62,2007
Illinois,Virginia,6134,2007
Illinois,Washington,3362,2007
Illinois,West Virginia,496,2007
Illinois,Wisconsin,20647,2007
Illinois,Wyoming,65,2007
Indiana,Alabama,1317,2007
Indiana,Alaska,148,2007
Indiana,Arizona,3301,2007
Indiana,Arkansas,567,2007
Indiana,California,7380,2007
Indiana,Colorado,2372,2007
Indiana,Connecticut,578,2007
Indiana,Delaware,406,2007
Indiana,District of Columbia ,449,2007
Indiana,Florida,9632,2007
Indiana,Georgia,1371,2007
Indiana,Hawaii,461,2007
Indiana,Idaho,174,2007
Indiana,Illinois,33792,2007
Indiana,Iowa,1275,2007
Indiana,Kansas,1459,2007
Indiana,Kentucky,12866,2007
Indiana,Louisiana,791,2007
Indiana,Maine,379,2007
Indiana,Maryland,1920,2007
Indiana,Massachusetts,251,2007
Indiana,Michigan,9897,2007
Indiana,Minnesota,1675,2007
Indiana,Mississippi,943,2007
Indiana,Missouri,3500,2007
Indiana,Montana,199,2007
Indiana,Nebraska,734,2007
Indiana,Nevada,898,2007
Indiana,New Hampshire,78,2007
Indiana,New Jersey,1558,2007
Indiana,New Mexico,954,2007
Indiana,New York,3507,2007
Indiana,North Carolina,2632,2007
Indiana,North Dakota,97,2007
Indiana,Ohio,13253,2007
Indiana,Oklahoma,415,2007
Indiana,Oregon,673,2007
Indiana,Pennsylvania,3470,2007
Indiana,Rhode Island,502,2007
Indiana,South Carolina,1344,2007
Indiana,South Dakota,96,2007
Indiana,Tennessee,4739,2007
Indiana,Texas,5636,2007
Indiana,Utah,519,2007
Indiana,Vermont,0,2007
Indiana,Virginia,3720,2007
Indiana,Washington,2075,2007
Indiana,West Virginia,726,2007
Indiana,Wisconsin,4356,2007
Indiana,Wyoming,818,2007
Iowa,Alabama,511,2007
Iowa,Alaska,507,2007
Iowa,Arizona,2699,2007
Iowa,Arkansas,707,2007
Iowa,California,4489,2007
Iowa,Colorado,1737,2007
Iowa,Connecticut,0,2007
Iowa,Delaware,132,2007
Iowa,District of Columbia ,303,2007
Iowa,Florida,2495,2007
Iowa,Georgia,1916,2007
Iowa,Hawaii,569,2007
Iowa,Idaho,118,2007
Iowa,Illinois,14042,2007
Iowa,Indiana,2820,2007
Iowa,Kansas,2021,2007
Iowa,Kentucky,733,2007
Iowa,Louisiana,378,2007
Iowa,Maine,0,2007
Iowa,Maryland,932,2007
Iowa,Massachusetts,538,2007
Iowa,Michigan,2226,2007
Iowa,Minnesota,6440,2007
Iowa,Mississippi,965,2007
Iowa,Missouri,4989,2007
Iowa,Montana,344,2007
Iowa,Nebraska,7420,2007
Iowa,Nevada,1080,2007
Iowa,New Hampshire,81,2007
Iowa,New Jersey,0,2007
Iowa,New Mexico,336,2007
Iowa,New York,822,2007
Iowa,North Carolina,1030,2007
Iowa,North Dakota,536,2007
Iowa,Ohio,1460,2007
Iowa,Oklahoma,637,2007
Iowa,Oregon,1001,2007
Iowa,Pennsylvania,944,2007
Iowa,Rhode Island,0,2007
Iowa,South Carolina,118,2007
Iowa,South Dakota,1987,2007
Iowa,Tennessee,585,2007
Iowa,Texas,3744,2007
Iowa,Utah,8,2007
Iowa,Vermont,136,2007
Iowa,Virginia,751,2007
Iowa,Washington,966,2007
Iowa,West Virginia,528,2007
Iowa,Wisconsin,5704,2007
Iowa,Wyoming,191,2007
Kansas,Alabama,971,2007
Kansas,Alaska,418,2007
Kansas,Arizona,1914,2007
Kansas,Arkansas,2595,2007
Kansas,California,5735,2007
Kansas,Colorado,3885,2007
Kansas,Connecticut,97,2007
Kansas,Delaware,0,2007
Kansas,District of Columbia ,87,2007
Kansas,Florida,2609,2007
Kansas,Georgia,1029,2007
Kansas,Hawaii,193,2007
Kansas,Idaho,81,2007
Kansas,Illinois,3103,2007
Kansas,Indiana,796,2007
Kansas,Iowa,3171,2007
Kansas,Kentucky,2276,2007
Kansas,Louisiana,555,2007
Kansas,Maine,0,2007
Kansas,Maryland,554,2007
Kansas,Massachusetts,781,2007
Kansas,Michigan,612,2007
Kansas,Minnesota,823,2007
Kansas,Mississippi,259,2007
Kansas,Missouri,19059,2007
Kansas,Montana,153,2007
Kansas,Nebraska,4137,2007
Kansas,Nevada,1644,2007
Kansas,New Hampshire,0,2007
Kansas,New Jersey,36,2007
Kansas,New Mexico,1257,2007
Kansas,New York,704,2007
Kansas,North Carolina,925,2007
Kansas,North Dakota,186,2007
Kansas,Ohio,1286,2007
Kansas,Oklahoma,7241,2007
Kansas,Oregon,426,2007
Kansas,Pennsylvania,550,2007
Kansas,Rhode Island,98,2007
Kansas,South Carolina,487,2007
Kansas,South Dakota,364,2007
Kansas,Tennessee,1831,2007
Kansas,Texas,8075,2007
Kansas,Utah,526,2007
Kansas,Vermont,113,2007
Kansas,Virginia,1889,2007
Kansas,Washington,1454,2007
Kansas,West Virginia,118,2007
Kansas,Wisconsin,399,2007
Kansas,Wyoming,888,2007
Kentucky,Alabama,1471,2007
Kentucky,Alaska,472,2007
Kentucky,Arizona,1047,2007
Kentucky,Arkansas,970,2007
Kentucky,California,5596,2007
Kentucky,Colorado,1387,2007
Kentucky,Connecticut,1758,2007
Kentucky,Delaware,369,2007
Kentucky,District of Columbia ,315,2007
Kentucky,Florida,10288,2007
Kentucky,Georgia,5627,2007
Kentucky,Hawaii,2083,2007
Kentucky,Idaho,141,2007
Kentucky,Illinois,4093,2007
Kentucky,Indiana,14775,2007
Kentucky,Iowa,776,2007
Kentucky,Kansas,663,2007
Kentucky,Louisiana,699,2007
Kentucky,Maine,267,2007
