source,target,flow,year
Arkansas,Texas,19937,2005
Arkansas,Utah,293,2005
Arkansas,Vermont,0,2005
Arkansas,Virginia,1355,2005
Arkansas,Washington,1062,2005
Arkansas,West Virginia,59,2005
Arkansas,Wisconsin,1542,2005
Arkansas,Wyoming,41,2005
California,Alabama,4375,2005
California,Alaska,5274,2005
California,Arizona,28156,2005
California,Arkansas,2481,2005
California,Colorado,14321,2005
California,Connecticut,7248,2005
California,Delaware,807,2005
California,District of Columbia ,3472,2005
California,Florida,25252,2005
California,Georgia,9788,2005
California,Hawaii,10706,2005
California,Idaho,5123,2005
California,Illinois,15848,2005
California,Indiana,5611,2005
California,Iowa,4766,2005
California,Kansas,4922,2005
California,Kentucky,2829,2005
California,Louisiana,7383,2005
California,Maine,1056,2005
California,Maryland,6634,2005
California,Massachusetts,11032,2005
California,Michigan,10073,2005
California,Minnesota,6502,2005
California,Mississippi,2660,2005
California,Missouri,8504,2005
California,Montana,2605,2005
California,Nebraska,3463,2005
California,Nevada,28299,2005
California,New Hampshire,1109,2005
California,New Jersey,11816,2005
California,New Mexico,6141,2005
California,New York,26079,2005
California,North Carolina,16462,2005
California,North Dakota,1449,2005
California,Ohio,7969,2005
California,Oklahoma,3153,2005
California,Oregon,17194,2005
California,Pennsylvania,9637,2005
California,Rhode Island,1714,2005
California,South Carolina,2311,2005
California,South Dakota,1378,2005
California,Tennessee,3790,2005
California,Texas,36030,2005
California,Utah,11421,2005
California,Vermont,656,2005
California,Virginia,15780,2005
California,Washington,29727,2005
California,West Virginia,329,2005
California,Wisconsin,3958,2005
California,Wyoming,1425,2005
Colorado,Alabama,1495,2005
Colorado,Alaska,2392,2005
Colorado,Arizona,7018,2005
Colorado,Arkansas,1218,2005
Colorado,California,25350,2005
Colorado,Connecticut,565,2005
Colorado,Delaware,123,2005
Colorado,District of Columbia ,555,2005
Colorado,Florida,8463,2005
Colorado,Georgia,3072,2005
Colorado,Hawaii,494,2005
Colorado,Idaho,1383,2005
Colorado,Illinois,3889,2005
Colorado,Indiana,2503,2005
Colorado,Iowa,1610,2005
Colorado,Kansas,4531,2005
Colorado,Kentucky,1451,2005
Colorado,Louisiana,1681,2005
Colorado,Maine,655,2005
Colorado,Maryland,1969,2005
Colorado,Massachusetts,2089,2005
Colorado,Michigan,1163,2005
Colorado,Minnesota,3183,2005
Colorado,Mississippi,1304,2005
Colorado,Missouri,3409,2005
Colorado,Montana,2695,2005
Colorado,Nebraska,5204,2005
Colorado,Nevada,3731,2005
Colorado,New Hampshire,1508,2005
Colorado,New Jersey,757,2005
Colorado,New Mexico,6547,2005
Colorado,New York,6458,2005
Colorado,North Carolina,4607,2005
Colorado,North Dakota,1074,2005
Colorado,Ohio,2870,2005
Colorado,Oklahoma,2481,2005
Colorado,Oregon,2478,2005
Colorado,Pennsylvania,4581,2005
Colorado,Rhode Island,368,2005
Colorado,South Carolina,1023,2005
Colorado,South Dakota,1978,2005
Colorado,Tennessee,2384,2005
Colorado,Texas,14916,2005
Colorado,Utah,5138,2005
Colorado,Vermont,127,2005
Colorado,Virginia,3260,2005
Colorado,Washington,3650,2005
Colorado,West Virginia,539,2005
Colorado,Wisconsin,3498,2005
Colorado,Wyoming,5690,2005
Connecticut,Alabama,520,2005
Connecticut,Alaska,310,2005
Connecticut,Arizona,49,2005
Connecticut,Arkansas,0,2005
Connecticut,California,3979,2005
Connecticut,Colorado,887,2005
Connecticut,Delaware,186,2005
Connecticut,District of Columbia ,1502,2005
Connecticut,Florida,5265,2005
Connecticut,Georgia,752,2005
Connecticut,Hawaii,363,2005
Connecticut,Idaho,0,2005
Connecticut,Illinois,1841,2005
Connecticut,Indiana,395,2005
Connecticut,Iowa,75,2005
Connecticut,Kansas,655,2005
Connecticut,Kentucky,326,2005
Connecticut,Louisiana,94,2005
Connecticut,Maine,541,2005
Connecticut,Maryland,2233,2005
Connecticut,Massachusetts,7492,2005
Connecticut,Michigan,1332,2005
Connecticut,Minnesota,52,2005
Connecticut,Mississippi,55,2005
Connecticut,Missouri,341,2005
Connecticut,Montana,143,2005
Connecticut,Nebraska,109,2005
Connecticut,Nevada,387,2005
Connecticut,New Hampshire,1654,2005
Connecticut,New Jersey,3485,2005
Connecticut,New Mexico,0,2005
Connecticut,New York,26319,2005
Connecticut,North Carolina,1735,2005
Connecticut,North Dakota,0,2005
Connecticut,Ohio,1463,2005
Connecticut,Oklahoma,0,2005
Connecticut,Oregon,200,2005
Connecticut,Pennsylvania,3278,2005
Connecticut,Rhode Island,3646,2005
Connecticut,South Carolina,477,2005
Connecticut,South Dakota,0,2005
Connecticut,Tennessee,366,2005
Connecticut,Texas,1612,2005
Connecticut,Utah,42,2005
Connecticut,Vermont,2016,2005
Connecticut,Virginia,1656,2005
Connecticut,Washington,634,2005
Connecticut,West Virginia,140,2005
Connecticut,Wisconsin,50,2005
Connecticut,Wyoming,0,2005
Delaware,Alabama,546,2005
Delaware,Alaska,337,2005
Delaware,Arizona,216,2005
Delaware,Arkansas,344,2005
Delaware,California,933,2005
Delaware,Colorado,211,2005
Delaware,Connecticut,13,2005
Delaware,District of Columbia ,0,2005
Delaware,Florida,1984,2005
Delaware,Georgia,600,2005
Delaware,Hawaii,0,2005
Delaware,Idaho,222,2005
Delaware,Illinois,688,2005
Delaware,Indiana,21,2005
Delaware,Iowa,0,2005
Delaware,Kansas,82,2005
Delaware,Kentucky,157,2005
Delaware,Louisiana,23,2005
Delaware,Maine,0,2005
Delaware,Maryland,7714,2005
Delaware,Massachusetts,320,2005
Delaware,Michigan,622,2005
Delaware,Minnesota,89,2005
Delaware,Mississippi,0,2005
Delaware,Missouri,105,2005
Delaware,Montana,0,2005
Delaware,Nebraska,44,2005
Delaware,Nevada,0,2005
Delaware,New Hampshire,0,2005
Delaware,New Jersey,2723,2005
Delaware,New Mexico,0,2005
Delaware,New York,4544,2005
Delaware,North Carolina,380,2005
Delaware,North Dakota,0,2005
Delaware,Ohio,450,2005
Delaware,Oklahoma,163,2005
Delaware,Oregon,198,2005
Delaware,Pennsylvania,8637,2005
Delaware,Rhode Island,487,2005
Delaware,South Carolina,0,2005
Delaware,South Dakota,0,2005
Delaware,Tennessee,513,2005
Delaware,Texas,184,2005
Delaware,Utah,140,2005
Delaware,Vermont,0,2005
Delaware,Virginia,1056,2005
Delaware,Washington,0,2005
Delaware,West Virginia,254,2005
Delaware,Wisconsin,0,2005
Delaware,Wyoming,0,2005
District of Columbia ,Alabama,0,2005
District of Columbia ,Alaska,0,2005
District of Columbia ,Arizona,490,2005
District of Columbia ,Arkansas,0,2005
District of Columbia ,California,2348,2005
District of Columbia ,Colorado,269,2005
District of Columbia ,Connecticut,261,2005
District of Columbia ,Delaware,357,2005
District of Columbia ,Florida,1103,2005
District of Columbia ,Georgia,319,2005
District of Columbia ,Hawaii,56,2005
District of Columbia ,Idaho,0,2005
District of Columbia ,Illinois,1519,2005
District of Columbia ,Indiana,192,2005
District of Columbia ,Iowa,0,2005
District of Columbia ,Kansas,0,2005
District of Columbia ,Kentucky,32,2005
District of Columbia ,Louisiana,271,2005
District of Columbia ,Maine,174,2005
District of Columbia ,Maryland,10087,2005
District of Columbia ,Massachusetts,2579,2005
District of Columbia ,Michigan,122,2005
District of Columbia ,Minnesota,363,2005
District of Columbia ,Mississippi,0,2005
District of Columbia ,Missouri,68,2005
District of Columbia ,Montana,0,2005
District of Columbia ,Nebraska,186,2005
District of Columbia ,Nevada,0,2005
District of Columbia ,New Hampshire,66,2005
District of Columbia ,New Jersey,954,2005
District of Columbia ,New Mexico,212,2005
District of Columbia ,New York,2801,2005
District of Columbia ,North Carolina,2156,2005
District of Columbia ,North Dakota,0,2005
District of Columbia ,Ohio,216,2005
District of Columbia ,Oklahoma,127,2005
District of Columbia ,Oregon,176,2005
District of Columbia ,Pennsylvania,898,2005
District of Columbia ,Rhode Island,55,2005
District of Columbia ,South Carolina,397,2005
District of Columbia ,South Dakota,0,2005
District of Columbia ,Tennessee,367,2005
District of Columbia ,Texas,730,2005
District of Columbia ,Utah,796,2005
District of Columbia ,Vermont,27,2005
District of Columbia ,Virginia,5654,2005
District of Columbia ,Washington,443,2005
District of Columbia ,West Virginia,389,2005
District of Columbia ,Wisconsin,49,2005
District of Columbia ,Wyoming,0,2005
Florida,Alabama,10559,2005
Florida,Alaska,2932,2005
Florida,Arizona,5962,2005
Florida,Arkansas,3300,2005
Florida,California,29152,2005
Florida,Colorado,8002,2005
Florida,Connecticut,12609,2005
Florida,Delaware,1441,2005
Florida,District of Columbia ,1920,2005
Florida,Georgia,42557,2005
Florida,Hawaii,2055,2005
Florida,Idaho,608,2005
Florida,Illinois,18400,2005
Florida,Indiana,17746,2005
Florida,Iowa,3725,2005
Florida,Kansas,1252,2005
Florida,Kentucky,7941,2005
Florida,Louisiana,9324,2005
Florida,Maine,5537,2005
Florida,Maryland,19832,2005
Florida,Massachusetts,24999,2005
Florida,Michigan,24999,2005
Florida,Minnesota,11224,2005
Florida,Mississippi,5514,2005
Florida,Missouri,7286,2005
Florida,Montana,1232,2005
Florida,Nebraska,1263,2005
Florida,Nevada,2840,2005
Florida,New Hampshire,7186,2005
Florida,New Jersey,34417,2005
Florida,New Mexico,1404,2005
Florida,New York,98535,2005
Florida,North Carolina,29292,2005
Florida,North Dakota,439,2005
Florida,Ohio,39164,2005
Florida,Oklahoma,3604,2005
Florida,Oregon,997,2005
Florida,Pennsylvania,28311,2005
Florida,Rhode Island,6904,2005
Florida,South Carolina,10906,2005
Florida,South Dakota,468,2005
Florida,Tennessee,12140,2005
Florida,Texas,25297,2005
Florida,Utah,1605,2005
Florida,Vermont,1341,2005
Florida,Virginia,26671,2005
Florida,Washington,5337,2005
Florida,West Virginia,3771,2005
Florida,Wisconsin,9295,2005
Florida,Wyoming,873,2005
Georgia,Alabama,22111,2005
Georgia,Alaska,2570,2005
Georgia,Arizona,3395,2005
Georgia,Arkansas,1178,2005
Georgia,California,20673,2005
Georgia,Colorado,3488,2005
Georgia,Connecticut,3680,2005
Georgia,Delaware,650,2005
Georgia,District of Columbia ,420,2005
Georgia,Florida,54126,2005
Georgia,Hawaii,861,2005
Georgia,Idaho,698,2005
Georgia,Illinois,5590,2005
Georgia,Indiana,6990,2005
Georgia,Iowa,683,2005
Georgia,Kansas,2175,2005
Georgia,Kentucky,5952,2005
Georgia,Louisiana,9398,2005
Georgia,Maine,255,2005
Georgia,Maryland,3909,2005
Georgia,Massachusetts,5164,2005
Georgia,Michigan,6548,2005
Georgia,Minnesota,1659,2005
Georgia,Mississippi,5589,2005
Georgia,Missouri,2268,2005
Georgia,Montana,256,2005
Georgia,Nebraska,1188,2005
Georgia,Nevada,2669,2005
Georgia,New Hampshire,505,2005
Georgia,New Jersey,5908,2005
Georgia,New Mexico,469,2005
Georgia,New York,31412,2005
Georgia,North Carolina,15529,2005
Georgia,North Dakota,456,2005
Georgia,Ohio,7362,2005
Georgia,Oklahoma,2321,2005
Georgia,Oregon,1709,2005
Georgia,Pennsylvania,6024,2005
Georgia,Rhode Island,671,2005
Georgia,South Carolina,12609,2005
Georgia,South Dakota,79,2005
Georgia,Tennessee,16688,2005
Georgia,Texas,14605,2005
Georgia,Utah,1343,2005
Georgia,Vermont,506,2005
Georgia,Virginia,9697,2005
Georgia,Washington,7117,2005
Georgia,West Virginia,881,2005
Georgia,Wisconsin,3597,2005
Georgia,Wyoming,0,2005
Hawaii,Alabama,1464,2005
Hawaii,Alaska,125,2005
Hawaii,Arizona,1409,2005
Hawaii,Arkansas,207,2005
Hawaii,California,15261,2005
Hawaii,Colorado,1968,2005
Hawaii,Connecticut,214,2005
Hawaii,Delaware,0,2005
Hawaii,District of Columbia ,56,2005
Hawaii,Florida,1260,2005
Hawaii,Georgia,411,2005
Hawaii,Idaho,1083,2005
Hawaii,Illinois,588,2005
Hawaii,Indiana,51,2005
Hawaii,Iowa,470,2005
Hawaii,Kansas,320,2005
Hawaii,Kentucky,603,2005
Hawaii,Louisiana,1038,2005
Hawaii,Maine,63,2005
Hawaii,Maryland,941,2005
Hawaii,Massachusetts,240,2005
Hawaii,Michigan,1051,2005
Hawaii,Minnesota,479,2005
Hawaii,Mississippi,748,2005
Hawaii,Missouri,31,2005
Hawaii,Montana,33,2005
Hawaii,Nebraska,569,2005
Hawaii,Nevada,1305,2005
Hawaii,New Hampshire,75,2005
Hawaii,New Jersey,1697,2005
Hawaii,New Mexico,116,2005
Hawaii,New York,1748,2005
Hawaii,North Carolina,655,2005
Hawaii,North Dakota,51,2005
Hawaii,Ohio,306,2005
Hawaii,Oklahoma,0,2005
Hawaii,Oregon,1392,2005
Hawaii,Pennsylvania,351,2005
Hawaii,Rhode Island,85,2005
Hawaii,South Carolina,472,2005
Hawaii,South Dakota,44,2005
Hawaii,Tennessee,785,2005
Hawaii,Texas,3644,2005
Hawaii,Utah,1188,2005
Hawaii,Vermont,0,2005
Hawaii,Virginia,2111,2005
Hawaii,Washington,2074,2005
Hawaii,West Virginia,0,2005
Hawaii,Wisconsin,168,2005
Hawaii,Wyoming,113,2005
Idaho,Alabama,185,2005
Idaho,Alaska,1650,2005
Idaho,Arizona,2259,2005
Idaho,Arkansas,0,2005
Idaho,California,15663,2005
Idaho,Colorado,2425,2005
Idaho,Connecticut,251,2005
Idaho,Delaware,0,2005
Idaho,District of Columbia ,29,2005
Idaho,Florida,1393,2005
Idaho,Georgia,179,2005
Idaho,Hawaii,455,2005
Idaho,Illinois,842,2005
Idaho,Indiana,69,2005
Idaho,Iowa,421,2005
Idaho,Kansas,54,2005
Idaho,Kentucky,50,2005
Idaho,Louisiana,65,2005
Idaho,Maine,0,2005
Idaho,Maryland,1492,2005
Idaho,Massachusetts,343,2005
Idaho,Michigan,703,2005
Idaho,Minnesota,366,2005
Idaho,Mississippi,81,2005
Idaho,Missouri,1068,2005
Idaho,Montana,2168,2005
Idaho,Nebraska,481,2005
Idaho,Nevada,3355,2005
Idaho,New Hampshire,0,2005
Idaho,New Jersey,331,2005
Idaho,New Mexico,584,2005
Idaho,New York,346,2005
Idaho,North Carolina,196,2005
Idaho,North Dakota,206,2005
Idaho,Ohio,341,2005
Idaho,Oklahoma,204,2005
Idaho,Oregon,6643,2005
Idaho,Pennsylvania,652,2005
Idaho,Rhode Island,332,2005
Idaho,South Carolina,229,2005
Idaho,South Dakota,0,2005
Idaho,Tennessee,415,2005
Idaho,Texas,2034,2005
Idaho,Utah,7210,2005
Idaho,Vermont,0,2005
Idaho,Virginia,328,2005
Idaho,Washington,10696,2005
Idaho,West Virginia,0,2005
Idaho,Wisconsin,366,2005
Idaho,Wyoming,1177,2005
Illinois,Alabama,1551,2005
Illinois,Alaska,2879,2005
Illinois,Arizona,5050,2005
Illinois,Arkansas,2549,2005
Illinois,California,18821,2005
Illinois,Colorado,4401,2005
Illinois,Connecticut,966,2005
Illinois,Delaware,357,2005
Illinois,District of Columbia ,293,2005
Illinois,Florida,15093,2005
Illinois,Georgia,4102,2005
Illinois,Hawaii,995,2005
Illinois,Idaho,436,2005
Illinois,Indiana,18035,2005
Illinois,Iowa,12186,2005
Illinois,Kansas,2420,2005
Illinois,Kentucky,2712,2005
Illinois,Louisiana,2441,2005
Illinois,Maine,243,2005
Illinois,Maryland,3182,2005
Illinois,Massachusetts,4042,2005
Illinois,Michigan,10826,2005
Illinois,Minnesota,6768,2005
Illinois,Mississippi,5257,2005
Illinois,Missouri,15022,2005
Illinois,Montana,321,2005
Illinois,Nebraska,1595,2005
Illinois,Nevada,2753,2005
Illinois,New Hampshire,558,2005
Illinois,New Jersey,1566,2005
Illinois,New Mexico,84,2005
Illinois,New York,5490,2005
Illinois,North Carolina,2885,2005
Illinois,North Dakota,531,2005
Illinois,Ohio,5894,2005
Illinois,Oklahoma,1608,2005
Illinois,Oregon,404,2005
Illinois,Pennsylvania,4988,2005
Illinois,Rhode Island,2028,2005
Illinois,South Carolina,2677,2005
Illinois,South Dakota,235,2005
Illinois,Tennessee,3964,2005
Illinois,Texas,11364,2005
Illinois,Utah,1022,2005
Illinois,Vermont,274,2005
Illinois,Virginia,3446,2005
Illinois,Washington,2007,2005
Illinois,West Virginia,1405,2005
Illinois,Wisconsin,11072,2005
Illinois,Wyoming,78,2005
Indiana,Alabama,664,2005
Indiana,Alaska,240,2005
Indiana,Arizona,2393,2005
Indiana,Arkansas,226,2005
Indiana,California,7181,2005
Indiana,Colorado,1219,2005
Indiana,Connecticut,511,2005
Indiana,Delaware,64,2005
Indiana,District of Columbia ,388,2005
Indiana,Florida,9076,2005
Indiana,Georgia,2415,2005
Indiana,Hawaii,635,2005
Indiana,Idaho,43,2005
Indiana,Illinois,26428,2005
Indiana,Iowa,1246,2005
Indiana,Kansas,916,2005
Indiana,Kentucky,12758,2005
Indiana,Louisiana,738,2005
Indiana,Maine,259,2005
Indiana,Maryland,1101,2005
Indiana,Massachusetts,347,2005
Indiana,Michigan,10929,2005
Indiana,Minnesota,710,2005
Indiana,Mississippi,1376,2005
Indiana,Missouri,4283,2005
Indiana,Montana,40,2005
Indiana,Nebraska,102,2005
Indiana,Nevada,877,2005
Indiana,New Hampshire,48,2005
Indiana,New Jersey,1449,2005
Indiana,New Mexico,871,2005
Indiana,New York,1579,2005
Indiana,North Carolina,1581,2005
Indiana,North Dakota,152,2005
Indiana,Ohio,9993,2005
Indiana,Oklahoma,399,2005
Indiana,Oregon,581,2005
Indiana,Pennsylvania,3814,2005
Indiana,Rhode Island,123,2005
Indiana,South Carolina,1294,2005
Indiana,South Dakota,392,2005
Indiana,Tennessee,3381,2005
Indiana,Texas,6457,2005
Indiana,Utah,395,2005
Indiana,Vermont,113,2005
Indiana,Virginia,3954,2005
Indiana,Washington,1040,2005
Indiana,West Virginia,528,2005
Indiana,Wisconsin,3350,2005
Indiana,Wyoming,139,2005
Iowa,Alabama,343,2005
Iowa,Alaska,201,2005
Iowa,Arizona,2010,2005
Iowa,Arkansas,812,2005
Iowa,California,4962,2005
Iowa,Colorado,2337,2005
Iowa,Connecticut,167,2005
Iowa,Delaware,0,2005
Iowa,District of Columbia ,0,2005
Iowa,Florida,3150,2005
Iowa,Georgia,1746,2005
Iowa,Hawaii,18,2005
Iowa,Idaho,64,2005
Iowa,Illinois,13084,2005
Iowa,Indiana,835,2005
Iowa,Kansas,2489,2005
Iowa,Kentucky,475,2005
Iowa,Louisiana,483,2005
Iowa,Maine,85,2005
Iowa,Maryland,268,2005
Iowa,Massachusetts,120,2005
Iowa,Michigan,1004,2005
Iowa,Minnesota,5086,2005
Iowa,Mississippi,445,2005
Iowa,Missouri,3945,2005
Iowa,Montana,281,2005
Iowa,Nebraska,7931,2005
Iowa,Nevada,2088,2005
Iowa,New Hampshire,1195,2005
Iowa,New Jersey,124,2005
Iowa,New Mexico,21,2005
Iowa,New York,1489,2005
Iowa,North Carolina,2052,2005
Iowa,North Dakota,900,2005
Iowa,Ohio,1174,2005
Iowa,Oklahoma,393,2005
Iowa,Oregon,627,2005
Iowa,Pennsylvania,635,2005
Iowa,Rhode Island,61,2005
Iowa,South Carolina,479,2005
Iowa,South Dakota,3708,2005
Iowa,Tennessee,701,2005
Iowa,Texas,4659,2005
Iowa,Utah,691,2005
Iowa,Vermont,214,2005
Iowa,Virginia,322,2005
Iowa,Washington,1480,2005
Iowa,West Virginia,196,2005
Iowa,Wisconsin,4081,2005
Iowa,Wyoming,879,2005
Kansas,Alabama,1048,2005
Kansas,Alaska,0,2005
Kansas,Arizona,2101,2005
Kansas,Arkansas,1404,2005
Kansas,California,6823,2005
Kansas,Colorado,4050,2005
Kansas,Connecticut,736,2005
Kansas,Delaware,81,2005
Kansas,District of Columbia ,0,2005
Kansas,Florida,2879,2005
Kansas,Georgia,1571,2005
Kansas,Hawaii,85,2005
Kansas,Idaho,40,2005
Kansas,Illinois,1488,2005
Kansas,Indiana,763,2005
Kansas,Iowa,1094,2005
Kansas,Kentucky,725,2005
Kansas,Louisiana,1358,2005
Kansas,Maine,0,2005
Kansas,Maryland,353,2005
Kansas,Massachusetts,33,2005
Kansas,Michigan,1343,2005
Kansas,Minnesota,1100,2005
Kansas,Mississippi,553,2005
Kansas,Missouri,20085,2005
Kansas,Montana,184,2005
Kansas,Nebraska,1193,2005
Kansas,Nevada,948,2005
Kansas,New Hampshire,211,2005
Kansas,New Jersey,419,2005
Kansas,New Mexico,813,2005
Kansas,New York,868,2005
Kansas,North Carolina,2036,2005
Kansas,North Dakota,300,2005
Kansas,Ohio,1673,2005
Kansas,Oklahoma,6720,2005
Kansas,Oregon,361,2005
Kansas,Pennsylvania,746,2005
Kansas,Rhode Island,18,2005
Kansas,South Carolina,1360,2005
Kansas,South Dakota,196,2005
Kansas,Tennessee,1743,2005
Kansas,Texas,6452,2005
Kansas,Utah,38,2005
Kansas,Vermont,0,2005
Kansas,Virginia,895,2005
Kansas,Washington,754,2005
Kansas,West Virginia,222,2005
Kansas,Wisconsin,459,2005
Kansas,Wyoming,1009,2005
Kentucky,Alabama,761,2005
Kentucky,Alaska,261,2005
Kentucky,Arizona,1106,2005
Kentucky,Arkansas,1616,2005
Kentucky,California,3909,2005
Kentucky,Colorado,919,2005
Kentucky,Connecticut,400,2005
Kentucky,Delaware,99,2005
Kentucky,District of Columbia ,236,2005
Kentucky,Florida,9787,2005
Kentucky,Georgia,3947,2005
Kentucky,Hawaii,796,2005
Kentucky,Idaho,0,2005
Kentucky,Illinois,3529,2005
Kentucky,Indiana,13212,2005
Kentucky,Iowa,700,2005
Kentucky,Kansas,135,2005
Kentucky,Louisiana,2072,2005
Kentucky,Maine,0,2005
Kentucky,Maryland,598,2005
