,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total,Puerto Rico
Florida,"10,559 ","2,932 ","5,962 ","3,300 ","29,152 ","8,002 ","12,609 ","1,441 ","1,920 ",N/A,"42,557 ","2,055 ",608 ,"18,400 ","17,746 ","3,725 ","1,252 ","7,941 ","9,324 ","5,537 ","19,832 ","24,999 ","24,999 ","11,224 ","5,514 ","7,286 ","1,232 ","1,263 ","2,840 ","7,186 ","34,417 ","1,404 ","98,535 ","29,292 ",439 ,"39,164 ","3,604 ",997 ,"28,311 ","6,904 ","10,906 ",468 ,"12,140 ","25,297 ","1,605 ","1,341 ","26,671 ","5,337 ","3,771 ","9,295 ",873 ,N/A,"11,865 "
Georgia,"22,111 ","2,570 ","3,395 ","1,178 ","20,673 ","3,488 ","3,680 ",650 ,420 ,"54,126 ",N/A,861 ,698 ,"5,590 ","6,990 ",683 ,"2,175 ","5,952 ","9,398 ",255 ,"3,909 ","5,164 ","6,548 ","1,659 ","5,589 ","2,268 ",256 ,"1,188 ","2,669 ",505 ,"5,908 ",469 ,"31,412 ","15,529 ",456 ,"7,362 ","2,321 ","1,709 ","6,024 ",671 ,"12,609 ",79 ,"16,688 ","14,605 ","1,343 ",506 ,"9,697 ","7,117 ",881 ,"3,597 ",0 ,N/A,595 
Hawaii,"1,464 ",125 ,"1,409 ",207 ,"15,261 ","1,968 ",214 ,0 ,56 ,"1,260 ",411 ,N/A,"1,083 ",588 ,51 ,470 ,320 ,603 ,"1,038 ",63 ,941 ,240 ,"1,051 ",479 ,748 ,31 ,33 ,569 ,"1,305 ",75 ,"1,697 ",116 ,"1,748 ",655 ,51 ,306 ,0 ,"1,392 ",351 ,85 ,472 ,44 ,785 ,"3,644 ","1,188 ",0 ,"2,111 ","2,074 ",0 ,168 ,113 ,N/A,199 
Idaho,185 ,"1,650 ","2,259 ",0 ,"15,663 ","2,425 ",251 ,0 ,29 ,"1,393 ",179 ,455 ,N/A,842 ,69 ,421 ,54 ,50 ,65 ,0 ,"1,492 ",343 ,703 ,366 ,81 ,"1,068 ","2,168 ",481 ,"3,355 ",0 ,331 ,584 ,346 ,196 ,206 ,341 ,204 ,"6,643 ",652 ,332 ,229 ,0 ,415 ,"2,034 ","7,210 ",0 ,328 ,"10,696 ",0 ,366 ,"1,177 ",N/A,50 
Illinois,"1,551 ","2,879 ","5,050 ","2,549 ","18,821 ","4,401 ",966 ,357 ,293 ,"15,093 ","4,102 ",995 ,436 ,N/A,"18,035 ","12,186 ","2,420 ","2,712 ","2,441 ",243 ,"3,182 ","4,042 ","10,826 ","6,768 ","5,257 ","15,022 ",321 ,"1,595 ","2,753 ",558 ,"1,566 ",84 ,"5,490 ","2,885 ",531 ,"5,894 ","1,608 ",404 ,"4,988 ","2,028 ","2,677 ",235 ,"3,964 ","11,364 ","1,022 ",274 ,"3,446 ","2,007 ","1,405 ","11,072 ",78 ,N/A,"1,177 "
Indiana,664 ,240 ,"2,393 ",226 ,"7,181 ","1,219 ",511 ,64 ,388 ,"9,076 ","2,415 ",635 ,43 ,"26,428 ",N/A,"1,246 ",916 ,"12,758 ",738 ,259 ,"1,101 ",347 ,"10,929 ",710 ,"1,376 ","4,283 ",40 ,102 ,877 ,48 ,"1,449 ",871 ,"1,579 ","1,581 ",152 ,"9,993 ",399 ,581 ,"3,814 ",123 ,"1,294 ",392 ,"3,381 ","6,457 ",395 ,113 ,"3,954 ","1,040 ",528 ,"3,350 ",139 ,N/A,457 
Iowa,343 ,201 ,"2,010 ",812 ,"4,962 ","2,337 ",167 ,0 ,0 ,"3,150 ","1,746 ",18 ,64 ,"13,084 ",835 ,N/A,"2,489 ",475 ,483 ,85 ,268 ,120 ,"1,004 ","5,086 ",445 ,"3,945 ",281 ,"7,931 ","2,088 ","1,195 ",124 ,21 ,"1,489 ","2,052 ",900 ,"1,174 ",393 ,627 ,635 ,61 ,479 ,"3,708 ",701 ,"4,659 ",691 ,214 ,322 ,"1,480 ",196 ,"4,081 ",879 ,N/A,86 
Kansas,"1,048 ",0 ,"2,101 ","1,404 ","6,823 ","4,050 ",736 ,81 ,0 ,"2,879 ","1,571 ",85 ,40 ,"1,488 ",763 ,"1,094 ",N/A,725 ,"1,358 ",0 ,353 ,33 ,"1,343 ","1,100 ",553 ,"20,085 ",184 ,"1,193 ",948 ,211 ,419 ,813 ,868 ,"2,036 ",300 ,"1,673 ","6,720 ",361 ,746 ,18 ,"1,360 ",196 ,"1,743 ","6,452 ",38 ,0 ,895 ,754 ,222 ,459 ,"1,009 ",N/A,0 
Kentucky,761 ,261 ,"1,106 ","1,616 ","3,909 ",919 ,400 ,99 ,236 ,"9,787 ","3,947 ",796 ,0 ,"3,529 ","13,212 ",700 ,135 ,N/A,"2,072 ",0 ,598 ,291 ,"1,967 ",986 ,"1,698 ","2,291 ",228 ,43 ,293 ,52 ,"1,295 ",552 ,"1,019 ","2,855 ",72 ,"15,132 ",391 ,100 ,"1,009 ",0 ,"1,547 ",0 ,"9,452 ","6,285 ",0 ,0 ,"2,626 ","1,763 ","3,758 ",681 ,0 ,N/A,0 
Louisiana,"2,979 ","1,500 ",735 ,"2,882 ","6,029 ",787 ,231 ,0 ,175 ,"5,246 ","4,071 ",510 ,98 ,949 ,413 ,330 ,"1,815 ",790 ,N/A,267 ,"1,037 ",798 ,"1,408 ",57 ,"7,881 ","1,322 ",0 ,62 ,818 ,0 ,487 ,48 ,"1,580 ","3,157 ",0 ,"1,669 ","1,600 ",0 ,499 ,0 ,997 ,91 ,"1,880 ","15,756 ",50 ,155 ,"1,747 ","1,178 ",142 ,272 ,155 ,N/A,0 
Maine,0 ,284 ,365 ,254 ,"3,072 ",869 ,"2,161 ",0 ,358 ,"3,541 ","1,298 ",94 ,35 ,261 ,176 ,65 ,0 ,297 ,91 ,N/A,"1,209 ","6,661 ",357 ,23 ,62 ,149 ,29 ,80 ,65 ,"4,034 ",871 ,177 ,"2,880 ",530 ,0 ,"1,151 ",0 ,234 ,674 ,518 ,172 ,68 ,343 ,"1,298 ",181 ,255 ,"1,419 ",149 ,70 ,102 ,0 ,N/A,0 
Maryland,"1,808 ",445 ,"1,878 ",542 ,"8,288 ","1,227 ","1,393 ","4,431 ","21,198 ","8,603 ","3,592 ","1,424 ",512 ,"3,890 ","1,193 ",332 ,400 ,"1,244 ","1,148 ","1,597 ",N/A,"3,705 ","2,404 ","1,876 ","1,119 ","1,365 ",0 ,709 ,989 ,473 ,"6,125 ","1,661 ","11,334 ","4,812 ",86 ,"4,063 ",329 ,415 ,"10,314 ",275 ,"1,925 ",0 ,"2,297 ","7,320 ",515 ,183 ,"27,107 ","2,071 ","3,144 ","1,511 ",202 ,N/A,"2,157 "
Massachusetts,244 ,642 ,649 ,94 ,"7,511 ",658 ,"8,274 ",127 ,642 ,"7,467 ","1,459 ",230 ,36 ,"2,449 ","1,165 ",0 ,222 ,454 ,744 ,"7,547 ","3,360 ",N/A,"2,000 ",811 ,98 ,461 ,464 ,55 ,862 ,"11,084 ","4,143 ",499 ,"14,260 ","2,511 ",711 ,"1,928 ",98 ,966 ,"3,071 ","7,649 ",673 ,166 ,158 ,"3,318 ",641 ,"1,748 ","2,262 ","1,642 ",0 ,360 ,54 ,N/A,"3,445 "
Michigan,"1,317 ","1,791 ","2,241 ",733 ,"7,631 ","2,289 ","1,064 ",105 ,382 ,"12,757 ","3,091 ",421 ,619 ,"9,035 ","9,045 ","1,306 ",897 ,"1,654 ","2,345 ",90 ,"1,692 ",876 ,N/A,"2,019 ","1,679 ","3,047 ",111 ,354 ,"2,168 ",99 ,743 ,"1,003 ","4,092 ","3,864 ",24 ,"12,612 ",963 ,"2,742 ","2,799 ",174 ,"1,769 ",174 ,"2,994 ","6,312 ",567 ,327 ,"3,867 ","2,171 ",975 ,"4,400 ",213 ,N/A,545 
Minnesota,423 ,"1,329 ","2,287 ",272 ,"9,128 ","2,894 ",905 ,0 ,153 ,"3,033 ","1,112 ",230 ,459 ,"11,199 ","1,967 ","7,175 ",630 ,199 ,"1,024 ",0 ,486 ,546 ,"4,034 ",N/A,692 ,"2,190 ",588 ,"1,135 ",518 ,19 ,494 ,0 ,"2,671 ","1,902 ","6,874 ","1,197 ","1,310 ",800 ,"1,123 ",85 ,285 ,"4,100 ","1,735 ","3,476 ",291 ,0 ,933 ,"1,926 ",396 ,"15,429 ",515 ,N/A,0 
Mississippi,"4,830 ",374 ,529 ,"1,875 ","4,724 ","1,090 ",0 ,215 ,142 ,"3,889 ","4,699 ",318 ,0 ,"2,871 ","1,325 ","1,141 ",254 ,777 ,"13,754 ",315 ,"1,065 ",94 ,"1,661 ",751 ,N/A,"1,773 ",497 ,69 ,208 ,563 ,280 ,68 ,"2,229 ","1,568 ",85 ,738 ,"1,062 ",217 ,427 ,292 ,838 ,0 ,"10,285 ","6,547 ",442 ,0 ,"1,863 ",193 ,126 ,"1,972 ",0 ,N/A,567 
Missouri,908 ,350 ,"4,215 ","8,218 ","11,955 ","3,279 ",555 ,0 ,99 ,"5,232 ","1,945 ",289 ,185 ,"16,388 ","3,390 ","4,272 ","20,539 ","1,254 ","3,554 ",277 ,955 ,408 ,"2,999 ","2,356 ","1,162 ",N/A,389 ,"3,843 ","2,103 ",395 ,224 ,291 ,"1,849 ","2,448 ",52 ,"3,077 ","6,787 ","2,052 ","1,866 ",276 ,"1,360 ",527 ,"3,192 ","9,430 ",603 ,291 ,"1,246 ","3,951 ",426 ,"1,933 ",104 ,N/A,0 
Montana,299 ,422 ,"1,102 ",159 ,"6,045 ","2,219 ",488 ,40 ,0 ,"1,342 ",315 ,151 ,"1,030 ",805 ,0 ,571 ,516 ,33 ,238 ,0 ,0 ,90 ,728 ,713 ,0 ,251 ,N/A,242 ,726 ,147 ,0 ,544 ,367 ,138 ,626 ,90 ,964 ,"2,778 ",891 ,46 ,489 ,462 ,146 ,866 ,719 ,109 ,362 ,"5,054 ",23 ,846 ,"1,722 ",N/A,0 
Nebraska,42 ,91 ,"1,190 ",35 ,"3,710 ","2,710 ",419 ,54 ,0 ,"2,075 ",256 ,255 ,387 ,968 ,"1,181 ","6,225 ","2,373 ",993 ,306 ,155 ,12 ,552 ,897 ,869 ,0 ,"1,789 ",117 ,N/A,490 ,0 ,279 ,570 ,900 ,430 ,206 ,237 ,"1,005 ",221 ,498 ,0 ,86 ,"1,879 ",543 ,"2,802 ","1,224 ",0 ,698 ,923 ,65 ,664 ,631 ,N/A,85 
Nevada,154 ,818 ,"6,036 ",334 ,"56,135 ","2,054 ",631 ,87 ,752 ,"3,846 ","1,142 ","1,674 ","1,478 ","2,593 ","1,919 ",210 ,499 ,606 ,715 ,155 ,988 ,481 ,"2,936 ","1,858 ",163 ,358 ,"1,321 ",287 ,N/A,220 ,"1,052 ","1,484 ","4,132 ","1,563 ",148 ,"4,286 ",487 ,"3,795 ","2,624 ",0 ,645 ,67 ,401 ,"6,054 ","6,720 ",85 ,704 ,"3,659 ",0 ,"1,438 ",163 ,N/A,49 
New Hampshire,27 ,783 ,394 ,0 ,"1,366 ",27 ,"1,277 ",0 ,0 ,"1,225 ","1,010 ",310 ,0 ,461 ,233 ,0 ,362 ,255 ,182 ,"3,732 ",177 ,"17,908 ",55 ,42 ,0 ,312 ,"1,052 ",0 ,0 ,N/A,"1,299 ",740 ,"1,822 ",308 ,0 ,869 ,140 ,407 ,209 ,503 ,"1,212 ",0 ,27 ,"1,552 ",272 ,"4,572 ","1,526 ",253 ,0 ,108 ,176 ,N/A,0 
New Jersey,367 ,900 ,"2,018 ",37 ,"7,809 ","1,161 ","4,694 ","1,300 ",801 ,"14,423 ","3,543 ",158 ,44 ,"2,890 ",558 ,73 ,91 ,813 ,"1,535 ",275 ,"5,583 ","4,177 ","2,743 ","2,334 ",461 ,715 ,38 ,0 ,530 ,955 ,N/A,518 ,"62,314 ","2,582 ",139 ,"1,528 ",584 ,523 ,"25,122 ","3,253 ","2,464 ",56 ,633 ,"4,415 ",538 ,48 ,"3,878 ",889 ,149 ,56 ,0 ,N/A,"4,386 "
New Mexico,593 ,617 ,"7,790 ","1,540 ","12,620 ","7,288 ",462 ,0 ,0 ,"3,945 ",733 ,791 ,187 ,623 ,727 ,196 ,"1,076 ",27 ,62 ,117 ,621 ,342 ,983 ,581 ,221 ,466 ,230 ,415 ,"1,905 ",0 ,570 ,N/A,"2,133 ","1,568 ",245 ,"1,648 ","1,804 ",870 ,748 ,0 ,22 ,492 ,"1,075 ","15,835 ",861 ,175 ,666 ,"1,987 ",466 ,285 ,0 ,N/A,0 
New York,"1,486 ",654 ,"3,394 ",758 ,"18,568 ","3,101 ","9,239 ",375 ,"1,953 ","25,513 ","8,319 ",383 ,416 ,"7,915 ","2,205 ","2,314 ",295 ,"1,028 ","2,338 ","1,533 ","5,235 ","15,154 ","5,680 ","2,401 ",716 ,"2,158 ",393 ,317 ,"1,616 ","1,183 ","24,790 ","1,082 ",N/A,"9,687 ",314 ,"8,392 ","1,201 ","1,467 ","17,765 ","2,010 ","4,285 ",0 ,"1,820 ","6,372 ","2,330 ","2,117 ","9,177 ","3,864 ",128 ,"2,573 ",51 ,N/A,"7,311 "
North Carolina,"3,858 ",854 ,"2,705 ",916 ,"14,989 ","2,306 ","4,292 ",0 ,566 ,"29,017 ","17,003 ","1,404 ",49 ,"4,651 ","3,973 ",633 ,"1,129 ","3,129 ","2,240 ",531 ,"9,804 ","6,865 ","2,628 ","2,090 ","1,946 ","3,370 ",93 ,365 ,320 ,"1,396 ","11,678 ",718 ,"29,123 ",N/A,79 ,"9,490 ","1,164 ",864 ,"10,842 ","1,296 ","20,858 ",189 ,"5,680 ","12,646 ","1,769 ",516 ,"27,610 ","1,630 ","2,144 ","1,816 ","1,139 ",N/A,331 
North Dakota,0 ,70 ,709 ,62 ,"1,435 ",570 ,382 ,0 ,0 ,872 ,0 ,0 ,62 ,361 ,275 ,361 ,577 ,0 ,481 ,0 ,76 ,45 ,545 ,"5,751 ",58 ,272 ,504 ,89 ,128 ,0 ,0 ,207 ,46 ,52 ,N/A,179 ,0 ,416 ,175 ,0 ,39 ,811 ,129 ,"1,207 ",97 ,0 ,91 ,855 ,0 ,605 ,0 ,N/A,0 
Ohio,"2,469 ",212 ,"3,310 ",639 ,"11,049 ","3,466 ","1,506 ","1,022 ",453 ,"16,400 ","5,584 ",39 ,49 ,"8,410 ","9,822 ","1,483 ","1,135 ","11,898 ","1,128 ",236 ,"4,371 ","2,514 ","13,841 ",890 ,550 ,"2,067 ",100 ,876 ,"2,932 ",355 ,"1,924 ",316 ,"7,317 ","5,129 ",521 ,N/A,581 ,901 ,"12,360 ",370 ,"4,296 ",67 ,"3,429 ","7,574 ","2,343 ",181 ,"5,088 ","2,059 ","8,291 ","2,250 ",311 ,N/A,"1,004 "
Oklahoma,877 ,360 ,"2,945 ","6,745 ","8,520 ","3,287 ",193 ,0 ,131 ,"6,340 ","3,580 ",695 ,"1,044 ","1,612 ",795 ,"1,140 ","5,277 ",928 ,"2,258 ",38 ,"1,666 ",478 ,"2,661 ",663 ,681 ,"4,859 ",423 ,"1,021 ",816 ,59 ,649 ,"1,758 ","2,259 ",999 ,351 ,"1,474 ",N/A,690 ,"1,109 ",86 ,"1,257 ",763 ,"3,179 ","26,017 ",977 ,14 ,"1,751 ","1,557 ",0 ,135 ,"2,114 ",N/A,208 
Oregon,"1,223 ","2,137 ","5,775 ","1,422 ","56,379 ","4,905 ",374 ,0 ,"1,064 ","2,191 ","1,009 ",979 ,"7,633 ","1,803 ","1,279 ","1,100 ",168 ,732 ,218 ,639 ,"1,299 ",180 ,"1,285 ",704 ,364 ,"2,003 ","2,825 ",694 ,"2,483 ",216 ,309 ,189 ,"1,794 ",293 ,417 ,"1,559 ","1,466 ",N/A,"1,388 ",56 ,"1,430 ",519 ,794 ,"3,759 ","2,534 ",859 ,"2,269 ","23,320 ",50 ,903 ,228 ,N/A,0 
Pennsylvania,950 ,934 ,"2,957 ",735 ,"11,802 ","1,670 ","3,826 ","7,211 ","1,550 ","14,676 ","3,998 ",240 ,126 ,"4,920 ","2,069 ",318 ,"1,213 ","1,188 ","1,904 ","1,186 ","18,763 ","4,967 ","3,204 ",750 ,454 ,"2,128 ",271 ,951 ,252 ,653 ,"36,878 ",872 ,"37,224 ","9,718 ",404 ,"9,067 ",343 ,879 ,N/A,442 ,"2,968 ",94 ,"1,805 ","5,343 ","1,510 ",536 ,"11,232 ","1,250 ","4,083 ",545 ,218 ,N/A,"6,488 "
Rhode Island,88 ,87 ,438 ,0 ,"1,856 ",317 ,"1,247 ",0 ,60 ,"1,038 ",229 ,303 ,0 ,201 ,127 ,0 ,77 ,0 ,132 ,860 ,196 ,"7,302 ",114 ,0 ,0 ,107 ,0 ,0 ,693 ,659 ,"1,624 ",0 ,"2,426 ",173 ,0 ,176 ,0 ,0 ,224 ,N/A,607 ,0 ,304 ,474 ,40 ,0 ,"1,224 ",306 ,89 ,0 ,98 ,N/A,0 
South Carolina,"2,254 ",203 ,"1,279 ",199 ,"3,554 ","1,025 ","1,488 ",10 ,228 ,"13,403 ","16,001 ",138 ,333 ,"3,292 ","1,896 ",286 ,184 ,"1,981 ","3,229 ",97 ,"6,723 ","3,883 ","1,898 ",206 ,648 ,"2,190 ",0 ,271 ,795 ,545 ,"4,763 ",967 ,"9,171 ","23,849 ",0 ,"5,966 ","1,287 ",344 ,"4,467 ",413 ,N/A,147 ,"3,825 ","4,963 ",543 ,"2,426 ","6,522 ","2,314 ",326 ,497 ,287 ,N/A,209 
South Dakota,0 ,303 ,612 ,0 ,"1,055 ","1,507 ",0 ,0 ,403 ,668 ,149 ,374 ,163 ,460 ,181 ,"3,465 ",249 ,245 ,0 ,0 ,411 ,137 ,502 ,"3,291 ",65 ,109 ,620 ,"2,018 ",168 ,0 ,0 ,69 ,255 ,125 ,"1,140 ",172 ,84 ,"1,108 ",221 ,0 ,0 ,N/A,595 ,"1,793 ",165 ,0 ,61 ,918 ,202 ,440 ,964 ,N/A,0 
Tennessee,"8,546 ",595 ,874 ,"5,197 ","12,254 ","1,494 ",690 ,436 ,135 ,"18,963 ","15,621 ",447 ,131 ,"6,126 ","5,930 ","1,179 ",602 ,"9,462 ","8,143 ",304 ,"3,095 ","1,240 ","5,602 ",488 ,"11,957 ","2,492 ",64 ,64 ,"1,061 ",0 ,"1,445 ",298 ,"4,738 ","8,051 ",0 ,"6,188 ","2,997 ","1,278 ","4,859 ",293 ,"3,481 ",326 ,N/A,"11,770 ","1,044 ",258 ,"7,697 ","1,978 ","1,603 ","2,681 ",453 ,N/A,173 
Texas,"7,042 ","3,656 ","12,180 ","9,653 ","74,777 ","15,769 ","2,210 ",817 ,"1,517 ","31,340 ","17,285 ","3,827 ","1,430 ","15,793 ","5,539 ","4,529 ","11,366 ","4,434 ","71,950 ","1,790 ","6,807 ","4,305 ","17,181 ","4,258 ","6,721 ","10,593 ","1,121 ","2,018 ","3,933 ",393 ,"6,490 ","13,154 ","13,267 ","13,692 ",698 ,"11,016 ","22,611 ","5,912 ","11,514 ","1,920 ","4,390 ",797 ,"6,533 ",N/A,"6,393 ",482 ,"11,987 ","10,823 ",684 ,"5,054 ","1,600 ",N/A,"1,670 "
Utah,0 ,500 ,"6,222 ",77 ,"17,879 ","4,881 ",385 ,0 ,283 ,"3,458 ",876 ,285 ,"5,086 ","1,803 ",731 ,201 ,606 ,279 ,213 ,228 ,116 ,451 ,719 ,886 ,495 ,"1,040 ","1,145 ",390 ,"7,429 ",684 ,812 ,"1,244 ","1,099 ","1,270 ",150 ,"1,184 ",210 ,"3,147 ",493 ,234 ,54 ,501 ,346 ,"3,349 ",N/A,740 ,788 ,"3,773 ",362 ,764 ,746 ,N/A,199 
Vermont,0 ,15 ,92 ,0 ,290 ,422 ,"1,936 ",0 ,132 ,"1,382 ",0 ,304 ,0 ,448 ,290 ,0 ,0 ,12 ,118 ,250 ,231 ,"2,317 ",222 ,82 ,0 ,0 ,121 ,0 ,0 ,"5,066 ",411 ,50 ,"2,440 ",309 ,0 ,107 ,187 ,25 ,976 ,90 ,266 ,0 ,0 ,528 ,0 ,N/A,409 ,215 ,98 ,0 ,19 ,N/A,0 
Virginia,"2,150 ","1,911 ","2,251 ",387 ,"16,065 ","3,598 ","3,580 ",439 ,"6,212 ","18,517 ","9,163 ","4,374 ","1,419 ","6,297 ","1,889 ","1,378 ","1,605 ","3,657 ","2,451 ","2,397 ","25,815 ","4,257 ","3,703 ","2,396 ","2,271 ","3,166 ",149 ,732 ,"1,147 ","1,165 ","6,788 ",763 ,"16,055 ","16,680 ",52 ,"8,248 ","2,164 ","1,613 ","10,394 ","1,008 ","6,470 ",194 ,"7,476 ","11,762 ","3,737 ","1,293 ",N/A,"4,554 ","7,597 ","1,131 ",193 ,N/A,825 
Washington,184 ,"7,156 ","12,125 ",681 ,"47,720 ","6,464 ",952 ,329 ,432 ,"6,468 ","3,057 ","5,061 ","10,244 ","6,796 ",993 ,"3,338 ","2,045 ","1,513 ","1,795 ",511 ,"1,426 ","4,260 ","2,174 ","2,443 ",940 ,"1,617 ","4,880 ","1,201 ","3,716 ",583 ,"2,556 ","1,500 ","3,799 ","2,776 ",366 ,"3,136 ","1,878 ","25,775 ","2,073 ",69 ,"3,348 ",288 ,"1,622 ","9,550 ","5,211 ",149 ,"3,655 ",N/A,398 ,"2,176 ",442 ,N/A,565 
